pathway_id,class,calc_version,fuel_producer,facility_name,facility_location,feedstock,fuel_type,ci,fpc,certification_date,applicant_description
B045806,Tier 2,3.0,Neste Oyj,Neste Renewable Fuels - Porvoo,Finland,Tallow (animal and poultry fat) (002),Renewable Diesel (RND),43.66,RND002B04580600,2023-11-09T00:00:00,"Fuel Producer: Neste Oyj (3734); Facility Name: Neste Renewable Fuels - Porvoo (80272); European sourced animal fat pre-treated at Sluiskil  transported by truck, rail, and ocean tanker to Renewable Diesel plant in Porvoo, Finland; Natural Gas, Hydrogen and Grid Electricity; transported to California by truck and ocean tanker (3.0)"
B045807,Tier 2,3.0,Neste Oyj,Neste Renewable Fuels - Porvoo,Finland,Used Cooking Oil/Waste Oil (UCO) (001),Renewable Diesel (RND),27.61,RND001B04580700,2023-11-09T00:00:00,"Fuel Producer: Neste Oyj (3734); Facility Name: Neste Renewable Fuels - Porvoo (80272); European sourced UCO transported by truck, rail, and ocean tanker to Renewable Diesel plant in Porvoo, Finland; Natural Gas, Hydrogen and Grid Electricity; RD feedstock transported to Koole to co-produce renewable diesel; transported to California ocean t (3.0)"
B045808,Tier 2,3.0,Neste Oyj,Neste Renewable Fuels - Porvoo,Finland,Used Cooking Oil/Waste Oil (UCO) (001),Renewable Diesel (RND),33.92,RND001B04580800,2023-11-09T00:00:00,"Fuel Producer: Neste Oyj (3734); Facility Name: Neste Renewable Fuels - Porvoo (80272); Globally sourced UCO transported by truck, rail, and ocean tanker to Renewable Diesel plant in Porvoo, Finland; Natural Gas, Hydrogen and Grid Electricity; RD feedstock transported to Koole to co-produce renewable diesel; transported to California by ocea (3.0)"
B045809,Tier 2,3.0,Neste Oyj,Neste Renewable Fuels - Porvoo,Finland,Tallow (animal and poultry fat) (002),Renewable Diesel (RND),41.36,RND002B04580900,2023-11-09T00:00:00,"Fuel Producer: Neste Oyj (3734); Facility Name: Neste Renewable Fuels - Porvoo (80272); European sourced animal fat transported by truck, rail, and ocean tanker to Renewable Diesel plant in Porvoo, Finland; Natural Gas, Hydrogen and Grid Electricity; RD feedstock transported to Koole to co-produce renewable diesel; transported to California  (3.0)"
B045810,Tier 2,3.0,Neste Oyj,Neste Renewable Fuels - Porvoo,Finland,Tallow (animal and poultry fat) (002),Renewable Diesel (RND),48.17,RND002B04581000,2023-11-09T00:00:00,"Fuel Producer: Neste Oyj (3734); Facility Name: Neste Renewable Fuels - Porvoo (80272); Globally sourced animal fat transported by truck, rail, and ocean tanker to Renewable Diesel plant in Porvoo, Finland; Natural Gas, Hydrogen and Grid Electricity; RD feedstock transported to Koole to co-produce renewable diesel; transported to California  (3.0)"
B045811,Tier 2,3.0,Neste Oyj,Neste Renewable Fuels - Porvoo,Finland,Tallow (animal and poultry fat) (002),Renewable Diesel (RND),43.87,RND002B04581100,2023-11-09T00:00:00,"Fuel Producer: Neste Oyj (3734); Facility Name: Neste Renewable Fuels - Porvoo (80272); European sourced animal fat pre-treated at Sluiskil transported by truck, rail, and Ocean Tanker to Renewable Diesel plant in Porvoo, Finland; Natural Gas, Hydrogen and Grid Electricity; RD feedstock transported to Koole to co-produce renewable diesel; tr (3.0)"
B045813,Tier 2,3.0,Neste Oyj,Neste Renewable Fuels - Porvoo,Finland,Used Cooking Oil/Waste Oil (UCO) (001),Alternative Jet Fuel (AJF),27.61,AJF001B04581300,2023-11-09T00:00:00,"Fuel Producer: Neste Oyj (3734); Facility Name: Neste Renewable Fuels - Porvoo (80272); European sourced UCO transported by truck, rail, and ocean tanker to Renewable Diesel plant in Porvoo, Finland; Natural Gas, Hydrogen and Grid Electricity; RD feedstock transported to Koole to co-produce renewable jet; transported to California ocean tank (3.0)"
B045814,Tier 2,3.0,Neste Oyj,Neste Renewable Fuels - Porvoo,Finland,Used Cooking Oil/Waste Oil (UCO) (001),Alternative Jet Fuel (AJF),33.92,AJF001B04581400,2023-11-09T00:00:00,"Fuel Producer: Neste Oyj (3734); Facility Name: Neste Renewable Fuels - Porvoo (80272); Globally sourced UCO transported by truck, rail, and ocean tanker to Renewable Diesel plant in Porvoo, Finland; Natural Gas, Hydrogen and Grid Electricity; RD feedstock transported to Koole to co-produce renewable jet; transported to California by ocean t (3.0)"
B045815,Tier 2,3.0,Neste Oyj,Neste Renewable Fuels - Porvoo,Finland,Tallow (animal and poultry fat) (002),Alternative Jet Fuel (AJF),48.17,AJF002B04581500,2023-11-09T00:00:00,"Fuel Producer: Neste Oyj (3734); Facility Name: Neste Renewable Fuels - Porvoo (80272); Globally sourced animal fat transported by truck, rail, and ocean tanker to Renewable Diesel plant in Porvoo, Finland; Natural Gas, Hydrogen and Grid Electricity; RD feedstock transported to Koole to co-produce renewable jet; transported to California by  (3.0)"
B045816,Tier 2,3.0,Neste Oyj,Neste Renewable Fuels - Porvoo,Finland,Tallow (animal and poultry fat) (002),Alternative Jet Fuel (AJF),41.36,AJF002B04581600,2023-11-09T00:00:00,"Fuel Producer: Neste Oyj (3734); Facility Name: Neste Renewable Fuels - Porvoo (80272); European sourced animal fat transported by truck, rail, and ocean tanker to Renewable Diesel plant in Porvoo, Finland; Natural Gas, Hydrogen and Grid Electricity; RD feedstock transported to Koole to co-produce renewable jet; transported to California by  (3.0)"
B045817,Tier 2,3.0,Neste Oyj,Neste Renewable Fuels - Porvoo,Finland,Tallow (animal and poultry fat) (002),Alternative Jet Fuel (AJF),43.87,AJF002B04581700,2023-11-09T00:00:00,"Fuel Producer: Neste Oyj (3734); Facility Name: Neste Renewable Fuels - Porvoo (80272); European sourced animal fat pre-treated at Sluiskil transported by truck, rail, and ocean tanker to Renewable Diesel plant in Porvoo, Finland; Natural Gas, Hydrogen and Grid Electricity; RD feedstock transported to Koole to co-produce renewable jet; trans (3.0)"
B045819,Tier 2,3.0,Neste Oyj,Neste Renewable Fuels - Porvoo,Finland,Used Cooking Oil/Waste Oil (UCO) (001),Renewable Diesel (RND),29.42,RND001B04581900,2023-11-09T00:00:00,"Fuel Producer: Neste Oyj (3734); Facility Name: Neste Renewable Fuels - Porvoo (80272); European sourced UCO transported by truck, rail, and ocean tanker to Renewable Diesel plant in Porvoo, Finland; Natural Gas, Hydrogen and Grid Electricity; RD feedstock transported to TexMark to co-produce renewable diesel; transported to California ocean (3.0)"
B045820,Tier 2,3.0,Neste Oyj,Neste Renewable Fuels - Porvoo,Finland,Used Cooking Oil/Waste Oil (UCO) (001),Renewable Diesel (RND),35.72,RND001B04582000,2023-11-09T00:00:00,"Fuel Producer: Neste Oyj (3734); Facility Name: Neste Renewable Fuels - Porvoo (80272); Globally sourced UCO transported by truck, rail, and ocean tanker to Renewable Diesel plant in Porvoo, Finland; Natural Gas, Hydrogen and Grid Electricity; RD feedstock transported to TexMark to co-produce renewable diesel; transported to California by oc (3.0)"
B045821,Tier 2,3.0,Neste Oyj,Neste Renewable Fuels - Porvoo,Finland,Tallow (animal and poultry fat) (002),Renewable Diesel (RND),49.97,RND002B04582100,2023-11-09T00:00:00,"Fuel Producer: Neste Oyj (3734); Facility Name: Neste Renewable Fuels - Porvoo (80272);  Globally sourced animal fat transported by truck, rail, and ocean tanker to Renewable Diesel plant in Porvoo, Finland; Natural Gas, Hydrogen and Grid Electricity; RD feedstock transported to TexMark to co-produce renewable diesel; transported to Californ (3.0)"
B045822,Tier 2,3.0,Neste Oyj,Neste Renewable Fuels - Porvoo,Finland,Tallow (animal and poultry fat) (002),Renewable Diesel (RND),43.17,RND002B04582200,2023-11-09T00:00:00,"Fuel Producer: Neste Oyj (3734); Facility Name: Neste Renewable Fuels - Porvoo (80272); European sourced animal fat transported by truck, rail, and ocean tanker to Renewable Diesel plant in Porvoo, Finland; Natural Gas, Hydrogen and Grid Electricity; RD feedstock transported to TexMark to co-produce renewable diesel; transported to Californi (3.0)"
B045824,Tier 2,3.0,Neste Oyj,Neste Renewable Fuels - Porvoo,Finland,Tallow (animal and poultry fat) (002),Renewable Diesel (RND),45.68,RND002B04582400,2023-11-09T00:00:00,"Fuel Producer: Neste Oyj (3734); Facility Name: Neste Renewable Fuels - Porvoo (80272);  European sourced animal fat pre-treated at Sluiskil transported by truck, rail, and ocean tanker to Renewable Diesel plant in Porvoo, Finland; Natural Gas, Hydrogen and Grid Electricity; RD feedstock transported to TexMark to co-produce renewable diesel; (3.0)"
B045825,Tier 2,3.0,Neste Oyj,Neste Renewable Fuels - Porvoo,Finland,Used Cooking Oil/Waste Oil (UCO) (001),Alternative Jet Fuel (AJF),29.42,AJF001B04582500,2023-11-09T00:00:00,"Fuel Producer: Neste Oyj (3734); Facility Name: Neste Renewable Fuels - Porvoo (80272); European sourced UCO transported by truck, rail, and ocean tanker to Renewable Diesel plant in Porvoo, Finland; Natural Gas, Hydrogen and Grid Electricity; RD feedstock transported to TexMark to co-produce renewable jet; transported to California ocean ta (3.0)"
B045826,Tier 2,3.0,Neste Oyj,Neste Renewable Fuels - Porvoo,Finland,Used Cooking Oil/Waste Oil (UCO) (001),Alternative Jet Fuel (AJF),35.72,AJF001B04582600,2023-11-09T00:00:00,"Fuel Producer: Neste Oyj (3734); Facility Name: Neste Renewable Fuels - Porvoo (80272); Globally sourced UCO transported by truck, rail, and ocean tanker to Renewable Diesel plant in Porvoo, Finland; Natural Gas, Hydrogen and Grid Electricity; RD feedstock transported to TexMark to co-produce renewable jet; transported to California by ocean (3.0)"
B045827,Tier 2,3.0,Neste Oyj,Neste Renewable Fuels - Porvoo,Finland,Tallow (animal and poultry fat) (002),Alternative Jet Fuel (AJF),43.17,AJF002B04582700,2023-11-09T00:00:00,"Fuel Producer: Neste Oyj (3734); Facility Name: Neste Renewable Fuels - Porvoo (80272); European sourced animal fat transported by truck, rail, and ocean tanker to Renewable Diesel plant in Porvoo, Finland; Natural Gas, Hydrogen and Grid Electricity; RD feedstock transported to TexMark to co-produce renewable jet; transported to California b (3.0)"
B045828,Tier 2,3.0,Neste Oyj,Neste Renewable Fuels - Porvoo,Finland,Tallow (animal and poultry fat) (002),Alternative Jet Fuel (AJF),49.97,AJF002B04582800,2023-11-09T00:00:00,"Fuel Producer: Neste Oyj (3734); Facility Name: Neste Renewable Fuels - Porvoo (80272); Globally sourced animal fat transported by truck, rail, and ocean tanker to Renewable Diesel plant in Porvoo, Finland; Natural Gas, Hydrogen and Grid Electricity; RD feedstock transported to TexMark to co-produce renewable jet; transported to California b (3.0)"
B045829,Tier 2,3.0,Neste Oyj,Neste Renewable Fuels - Porvoo,Finland,Tallow (animal and poultry fat) (002),Alternative Jet Fuel (AJF),45.68,AJF002B04582900,2023-11-09T00:00:00,"Fuel Producer: Neste Oyj (3734); Facility Name: Neste Renewable Fuels - Porvoo (80272); European sourced animal fat pre-treated at Sluiskil transported by truck, rail, and ocean tanker to Renewable Diesel plant in Porvoo, Finland; Natural Gas, Hydrogen and Grid Electricity; RD feedstock transported to TexMark to co-produce renewable jet; tra (3.0)"
B048201,Tier 2,3.0,Wyoming Renewable Diesel Company LLC,,Wyoming,Tallow (animal and poultry fat) (002),Renewable Diesel (RND),33.19,RND002B04820100,2023-12-06T00:00:00,"Fuel Producer:  Wyoming Renewable Diesel Company LLC (1440); Facility Name: Wyoming Renewable Diesel Company LLC (	82441); North American sourced Animal Fat transported by rail to Renewable Diesel plant in Sinclair Wyoming; Natural Gas, Hydrogen, and Grid Electricity; transported to California by rail (3.0)"
B049201,Tier 2,3.0,Diamond Green Diesel Holdings LLC,DIAMOND GREEN DIESEL - PORT ARTHUR,Texas,Canola Oil (006),Renewable Diesel (RND),54.2,RND006B04920100,2023-12-06T00:00:00,"Fuel Producer: Diamond Green Diesel Holdings LLC (6072); Facility Name: DIAMOND GREEN DIESEL - PORT ARTHUR (82621); North American sourced Canola Oil transported by rail to Renewable Diesel plant in Port Arthur Texas; Natural Gas, Hydrogen, and Grid Electricity; transported to California by ocean tanker (PROV3.0)"
B049202,Tier 2,3.0,Diamond Green Diesel Holdings LLC,DIAMOND GREEN DIESEL - PORT ARTHUR,Texas,Distillers' Corn Oil (003),Renewable Diesel (RND),28.6,RND003B04920200,2023-12-06T00:00:00,"Fuel Producer: Diamond Green Diesel Holdings LLC (6072); Facility Name: DIAMOND GREEN DIESEL - PORT ARTHUR (82621); North American sourced Distillers' Corn Oil transported by truck and rail to Renewable Diesel plant in Port Arthur Texas; Natural Gas, Hydrogen, and Grid Electricity; transported to California by ocean tanker (PROV3.0)"
B049203,Tier 2,3.0,Diamond Green Diesel Holdings LLC,DIAMOND GREEN DIESEL - PORT ARTHUR,Texas,Soybean Oil (005),Renewable Diesel (RND),58,RND005B04920300,2023-12-06T00:00:00,"Fuel Producer: Diamond Green Diesel Holdings LLC (6072); Facility Name: DIAMOND GREEN DIESEL - PORT ARTHUR (82621); North American sourced Soybean Oil transported by rail to Renewable Diesel plant in Port Arthur Texas; Natural Gas, Hydrogen, and Grid Electricity; transported to California by ocean tanker (PROV3.0)"
B049204,Tier 2,3.0,Diamond Green Diesel Holdings LLC,DIAMOND GREEN DIESEL - PORT ARTHUR,Texas,Tallow (animal and poultry fat) (002),Renewable Diesel (RND),33.2,RND002B04920400,2023-12-06T00:00:00,"Fuel Producer: Diamond Green Diesel Holdings LLC (6072); Facility Name: DIAMOND GREEN DIESEL - PORT ARTHUR (82621); North American and Mexico sourced Animal Fat transported by truck and rail to Renewable Diesel plant in Port Arthur Texas; Natural Gas, Hydrogen, and Grid Electricity; transported to California by ocean tanker (PROV3.0)"
B049205,Tier 2,3.0,Diamond Green Diesel Holdings LLC,DIAMOND GREEN DIESEL - PORT ARTHUR,Texas,Used Cooking Oil/Waste Oil (UCO) (001),Renewable Diesel (RND),20.7,RND001B04920500,2023-12-06T00:00:00,"Fuel Producer: Diamond Green Diesel Holdings LLC (6072); Facility Name: DIAMOND GREEN DIESEL - PORT ARTHUR (82621); North American and Mexico sourced Used Cooking Oil transported by truck and rail to Renewable Diesel plant in Port Arthur Texas; Natural Gas, Hydrogen, and Grid Electricity; transported to California by ocean tanker (PROV3.0)"
B049501,Tier 2,3.0,"Jaxon Energy, LLC","Jaxon Energy, LLC",Mississippi,Tallow (animal and poultry fat) (002),Renewable Diesel (RND),63.29,RND002B04950100,2023-12-18T00:00:00,"Fuel Producer: Jaxon Energy, LLC (6454); Facility Name: Jaxon Energy, LLC (83608); North American sourced Animal Fat transported by truck and rail to Renewable Diesel plant in Jackson, Mississippi; Natural Gas and Grid Electricity; transported to California by rail (PROV3.0)"
B050101,Tier 2,3.0,ARTESIA RENEWABLE DIESEL COMPANY LLC,,New Mexico,Soybean Oil (005),Renewable Diesel (RND),57.67,RND005B05010100,2023-12-20T00:00:00,"Fuel Producer: ARTESIA RENEWABLE DIESEL COMPANY LLC (1646); Facility Name: RENEWABLE DIESEL UNIT (RDU) / PRE-TREATMENT UNIT (PTU) (82381); U.S sourced Soybean Oil transported by Rail and pre-treated at the Renewable Diesel plant in Artesia, New Mexico; Natural Gas, and Grid Electricity; finished fuel transported to California by Rail. (PROV3.0)"
B050102,Tier 2,3.0,ARTESIA RENEWABLE DIESEL COMPANY LLC,,New Mexico,Distillers' Corn Oil (003),Renewable Diesel (RND),30.05,RND003B05010200,2023-12-20T00:00:00,"Fuel Producer: ARTESIA RENEWABLE DIESEL COMPANY LLC (1646); Facility Name: RENEWABLE DIESEL UNIT (RDU) / PRE-TREATMENT UNIT (PTU) (82381); U.S. sourced Distillers Corn Oil transported by Rail and pre-treated at the Artesia Renewable Diesel plant in Artesia, New Mexico; Natural Gas, and Grid Electricity; finished fuel transported to California by Rail. (PROV3.0)"
B050103,Tier 2,3.0,ARTESIA RENEWABLE DIESEL COMPANY LLC,,New Mexico,Tallow (animal and poultry fat) (002),Renewable Diesel (RND),34.05,RND002B05010300,2023-12-20T00:00:00,"Fuel Producer: ARTESIA RENEWABLE DIESEL COMPANY LLC (1646); Facility Name: RENEWABLE DIESEL UNIT (RDU) / PRE-TREATMENT UNIT (PTU) (82381); U.S.-sourced Tallow transported by Rail and pre-treated at the Artesia Renewable Diesel plant in Artesia, New Mexico; Natural Gas, and Grid Electricity; finished fuel transported to California by Rail. (PROV3.0)"
B050601,Tier 2,3.0,MARTINEZ RENEWABLES LLC,MARTINEZ REFINERY,California,Soybean Oil (005),Renewable Diesel (RND),62.93,RND005B05060100,2023-12-26T00:00:00,"Fuel Producer: MARTINEZ RENEWABLES LLC (1845); Facility Name: MARTINEZ REFINERY (90001); North American sourced Soybean Oil, pre-treated at various facilities, transported by truck, rail, and barge to Renewable Diesel plant in Martinez, California; Natural Gas and Electricity; fuel produced in California (PROV3.0)"
B050602,Tier 2,3.0,MARTINEZ RENEWABLES LLC,MARTINEZ REFINERY,California,Canola Oil (006),Renewable Diesel (RND),56.54,RND006B05060200,2023-12-26T00:00:00,"Fuel Producer: MARTINEZ RENEWABLES LLC (1845); Facility Name: MARTINEZ REFINERY (90001); North American sourced Canola Oil transported by rail and ocean tanker to Renewable Diesel plant in Martinez, California; Natural Gas and Electricity; fuel produced in California (PROV3.0)"
B050603,Tier 2,3.0,MARTINEZ RENEWABLES LLC,MARTINEZ REFINERY,California,Distillers' Corn Oil (003),Renewable Diesel (RND),35.24,RND003B05060300,2023-12-26T00:00:00,"Fuel Producer: MARTINEZ RENEWABLES LLC (1845); Facility Name: MARTINEZ REFINERY (90001); North American sourced Distillers' Corn Oil, pre-treated at various facilities, transported by truck, rail, and barge to Renewable Diesel plant in Martinez, California; Natural Gas and Electricity; fuel produced in California (PROV3.0)"
B050604,Tier 2,3.0,MARTINEZ RENEWABLES LLC,MARTINEZ REFINERY,California,Used Cooking Oil/Waste Oil (UCO) (001),Renewable Diesel (RND),29.22,RND001B05060400,2023-12-26T00:00:00,"Fuel Producer: MARTINEZ RENEWABLES LLC (1845); Facility Name: MARTINEZ REFINERY (90001); North American sourced Used Cooking Oil, pre-treated at various facilities, transported by truck and rail to Renewable Diesel plant in Martinez, California; Natural Gas and Grid Electricity; fuel produced in California (PROV3.0)"
B050605,Tier 2,3.0,MARTINEZ RENEWABLES LLC,MARTINEZ REFINERY,California,Tallow (animal and poultry fat) (002),Renewable Diesel (RND),37.14,RND002B05060500,2023-12-26T00:00:00,"Fuel Producer: MARTINEZ RENEWABLES LLC (1845); Facility Name: MARTINEZ REFINERY (90001); North American sourced Animal Fat, pre-treated at various facilities, transported by truck, rail, barge, and ocean tanker to Renewable Diesel plant in Martinez, California; Natural Gas and Grid Electricity; fuel produced in California (PROV3.0)"
B050606,Tier 2,3.0,MARTINEZ RENEWABLES LLC,MARTINEZ REFINERY,California,Tallow (animal and poultry fat) (002),Renewable Diesel (RND),46.4,RND002B05060600,2023-12-26T00:00:00,"Fuel Producer: MARTINEZ RENEWABLES LLC (1845); Facility Name: MARTINEZ REFINERY (90001); Globally sourced Animal Fat, pre-treated at various facilities, transported by truck, rail, and ocean tanker to Renewable Diesel plant in Martinez, California; Natural Gas and Grid Electricity; fuel produced in California (PROV3.0)"
B052001,Tier 2,3.0,PHILLIPS 66 COMPANY,Phillips 66 Rodeo,California,Soybean Oil (005),Renewable Diesel (RND),61.98,RND005B05200100,2023-12-26T00:00:00,"Fuel Producer: PHILLIPS 66 COMPANY (4528); Facility Name: Phillips 66 Rodeo (82191); Renewable diesel produced from Argentinian soybean oil transported by ocean tanker to California; natural gas, steam, off gases, grid electricity and hydrogen; distributed in California via barge (3.0)"
B054001,Tier 2,3.0,Diamond Green Diesel Holdings LLC,Diamond Green Diesel LLC,Louisiana,Canola Oil (006),Renewable Diesel (RND),55.11,RND006B05400100,2023-12-29T00:00:00,"Fuel Producer: Diamond Green Diesel Holdings LLC (6072); Facility Name: Diamond Green Diesel LLC (81496); North American sourced canola oil transported by truck, rail, and barge to Renewable Diesel plant in Norco, Louisiana; Natural Gas, Grid Electricity, and Hydrogen; transported to California by Ocean Tanker  (3.0)"
B054002,Tier 2,3.0,Diamond Green Diesel Holdings LLC,Diamond Green Diesel LLC,Louisiana,Used Cooking Oil/Waste Oil (UCO) (001),Renewable Diesel (RND),29.76,RND001B05400200,2023-12-29T00:00:00,"Fuel Producer: Diamond Green Diesel Holdings LLC (6072); Facility Name: Diamond Green Diesel LLC (81496); Oceania sourced Used Cooking Oil transported by truck and ocean tanker to Renewable Diesel plant in Norco, Louisiana; Natural Gas, Grid Electricity, and Hydrogen; transported to California by ocean tanker (3.0)"
B054003,Tier 2,3.0,Diamond Green Diesel Holdings LLC,Diamond Green Diesel LLC,Louisiana,Tallow (animal and poultry fat) (002),Renewable Diesel (RND),46.07,RND002B05400300,2023-12-29T00:00:00,"Fuel Producer: Diamond Green Diesel Holdings LLC (6072); Facility Name: Diamond Green Diesel LLC (81496); Oceania sourced Animal Fat transported by truck and ocean tanker to Renewable Diesel plant in Norco, Louisiana; Natural Gas, Grid Electricity, and Hydrogen; transported to California by ocean tanker (3.0)"
B054004,Tier 2,3.0,Diamond Green Diesel Holdings LLC,Diamond Green Diesel LLC,Louisiana,Tallow (animal and poultry fat) (002),Renewable Diesel (RND),37.24,RND002B05400400,2023-12-29T00:00:00,"Fuel Producer: Diamond Green Diesel Holdings LLC (6072); Facility Name: Diamond Green Diesel LLC (81496); South American sourced Animal Fat transported by truck and ocean tanker to Renewable Diesel plant in Norco, Louisiana; Natural Gas, Grid Electricity, and Hydrogen; transported to California by ocean tanker (3.0)"
B054005,Tier 2,3.0,Diamond Green Diesel Holdings LLC,Diamond Green Diesel LLC,Louisiana,Used Cooking Oil/Waste Oil (UCO) (001),Renewable Diesel (RND),39.77,RND001B05400500,2023-12-29T00:00:00,"Fuel Producer: Diamond Green Diesel Holdings LLC (6072); Facility Name: Diamond Green Diesel LLC (81496); Asia sourced Used Cooking Oil transported by truck and ocean tanker to Renewable Diesel plant in Norco, Louisiana; Natural Gas, Grid Electricity, and Hydrogen; transported to California by ocean tanker (3.0)"
B054006,Tier 2,3.0,Diamond Green Diesel Holdings LLC,Diamond Green Diesel LLC,Louisiana,Tallow (animal and poultry fat) (002),Renewable Diesel (RND),46.43,RND002B05400600,2023-12-29T00:00:00,"Fuel Producer: Diamond Green Diesel Holdings LLC (6072); Facility Name: Diamond Green Diesel LLC (81496); Asia sourced Animal Fat transported by truck and ocean tanker to Renewable Diesel plant in Norco, Louisiana; Natural Gas, Grid Electricity, and Hydrogen; transported to California by ocean tanker (3.0)"
A008301,Tier 1,3.0,"REG Albert Lea, LLC","REG Albert Lea, LLC",Minnesota,Soybean Oil (005),Biodiesel (BIO),54.50,BIO005A00830102,2023-12-04T00:00:00,"Fuel Producer: REG Albert Lea, LLC (4305); Facility Name: REG Albert Lea, LLC (82613); U.S. sourced Soybean Oil; Natural Gas, Steam, and Grid Electricity; Biodiesel produced in Glenville, Minnesota and transported by rail to California (3.0)"
A008302,Tier 1,3.0,"REG Albert Lea, LLC","REG Albert Lea, LLC",Minnesota,Canola Oil (006),Biodiesel (BIO),49.00,BIO006A00830201,2023-12-04T00:00:00,"Fuel Producer: REG Albert Lea, LLC (4305); Facility Name: REG Albert Lea, LLC (82613); U.S. sourced Canola Oil; Natural Gas, Steam, and Grid Electricity; Biodiesel produced in Glenville, Minnesota and transported by rail to California (3.0)"
A008304,Tier 1,3.0,"REG Albert Lea, LLC","REG Albert Lea, LLC",Minnesota,Used Cooking Oil/Waste Oil (UCO) (001),Biodiesel (BIO),18.00,BIO001A00830402,2023-12-06T00:00:00,"Fuel Producer: REG Albert Lea, LLC (4305); Facility Name: REG Albert Lea, LLC (82613); U.S. sourced Rendered Used Cooking Oil; Natural Gas, Steam, and Grid Electricity; Biodiesel produced in Glenville, Minnesota and transported by rail to California (3.0)"
A008305,Tier 1,3.0,"REG Albert Lea, LLC","REG Albert Lea, LLC",Minnesota,Used Cooking Oil/Waste Oil (UCO) (001),Biodiesel (BIO),13.00,BIO001A00830502,2023-12-06T00:00:00,"Fuel Producer: REG Albert Lea, LLC (4305); Facility Name: REG Albert Lea, LLC (82613); U.S. sourced Non-Rendered Used Cooking Oil; Natural Gas, Steam, and Grid Electricity; Biodiesel produced in Glenville, Minnesota and transported by rail to California (3.0)"
A008306,Tier 1,3.0,"REG Albert Lea, LLC","REG Albert Lea, LLC",Minnesota,Tallow (animal and poultry fat) (002),Biodiesel (BIO),29.25,BIO002A00830602,2023-12-06T00:00:00,"Fuel Producer: REG Albert Lea, LLC (4305); Facility Name: REG Albert Lea, LLC (82613); U.S. sourced Tallow (Animal Fats); Natural Gas, Steam, and Grid Electricity; Biodiesel produced in Glenville, Minnesota and transported by rail to California (3.0)"
A010501,Tier 1,3.0,"Dansuk Industrial Co., Ltd",Pyeongtaek 2,South Korea,Used Cooking Oil/Waste Oil (UCO) (001),Biodiesel (BIO),25.00,BIO001A01050103,2024-02-22T00:00:00,"Fuel Producer: Dansuk Industrial Co., Ltd (5953); Facility Name: Pyeongtaek 2 (80202); South Korea and Asian sourced Rendered Used Cooking Oil transported by truck to Biodiesel plant in Pyeongtaek, South Korea; Biodiesel transported by rail to California by ocean tanker (3.0)"
A013102,Tier 1,3.0,"REG Mason City, LLC","REG Mason City, LLC",Iowa,Canola Oil (006),Biodiesel (BIO),50.75,BIO006A01310203,2023-10-30T00:00:00,"Fuel Producer: REG Mason City, LLC (6130); Facility Name: REG Mason City, LLC (82968); U.S. sourced Canola Oil transported by truck; Natural and Grid Electricity; Biodiesel produced in Mason City, Iowa and transported by rail to California (3.0)"
A013501,Tier 1,3.0,,,Oklahoma,Tallow (animal and poultry fat) (002),Biodiesel (BIO),31.65,BIO002A01350103,2023-12-11T00:00:00,"Fuel Producer: Seaboard Energy, LLC (formerly known as High Plains Bioenergy) (4846); Facility Name: Seaboard Energy Oklahoma, LLC (formerly known as High Plains Bioenergy) (82883); Biodiesel produced from U.S-sourced Animal Fat; Natural Gas, Electricity; Biodiesel produced in Guymon, Oklahoma, transported by rail to California (3.0)"
A013502,Tier 1,3.0,High Plains Bioenergy,High Plains Bioenergy,Oklahoma,Soybean Oil (005),Biodiesel (BIO),55.82,BIO005A01350201,2023-12-11T00:00:00,"Fuel Producer: High Plains Bioenergy (4846) ; Facility Name: High Plains Bioenergy (82883); Biodiesel produced from Midwest Soybean Oil; Natural Gas, Electricity; Biodiesel produced in Guymon, Oklahoma, transported by rail to California (3.0)"
A013503,Tier 1,3.0,,,Oklahoma,Used Cooking Oil/Waste Oil (UCO) (001),Biodiesel (BIO),20.68,BIO001A01350301,2023-12-11T00:00:00,"Fuel Producer: Seaboard Energy, LLC (formerly known as High Plains Bioenergy) (4846); Facility Name: Seaboard Energy Oklahoma, LLC (formerly known as High Plains Bioenergy) (82883); Biodiesel produced from U.S-sourced Used Cooking Oil; Natural Gas, Electricity; Biodiesel produced in Guymon, Oklahoma, transported by rail to California (3.0)"
A014101,Tier 1,3.0,,,Missouri,Distillers' Corn Oil  (003),Biodiesel (BIO),27.78,BIO003A01410103,2023-10-31T00:00:00,"Fuel Producer: Seaboard Energy, LLC (formerly known as High Plains Bioenergy) (4846); Facility Name: Seaboard Energy Missouri, LLC (formerly known as HPB - St. Joe Biodiesel LLC) (80441); Midwest Corn Oil; Biodiesel produced in St. Joe, Missouri; Biodiesel transported by rail to California (3.0)"
A014102,Tier 1,3.0,,,Missouri,Tallow (animal and poultry fat) (002),Biodiesel (BIO),31.88,BIO002A01410203,2023-10-31T00:00:00,"Fuel Producer: Seaboard Energy, LLC (formerly known as High Plains Bioenergy) (4846); Facility Name: Seaboard Energy Missouri, LLC (formerly known as HPB - St. Joe Biodiesel LLC) (80441); Rendered Tallow (animal and poultry fat); Biodiesel produced in St. Joe, Missouri; Biodiesel transported by rail to California (3.0)"
