26,Attribute_Desc,Geography_Desc,Unit_Desc,Marketing_Year,Timeperiod_Desc,Amount
Soft red winter,Grain inspections,Barbados,"1,000 bushels",2006/07,MY Jun-May,222
Soft red winter,Grain inspections,Belize,"1,000 bushels",2006/07,MY Jun-May,413
Soft red winter,Grain inspections,Philippines,"1,000 bushels",2006/07,MY Jun-May,351
Soft red winter,Grain inspections,"Korea, Republic","1,000 bushels",2006/07,MY Jun-May,244
Durum,Grain inspections,Total,"1,000 bushels",2006/07,MY Jun-May,28920
Soft red winter,Grain inspections,Malaysia,"1,000 bushels",2006/07,MY Jun-May,35
Soft red winter,Grain inspections,Vietnam,"1,000 bushels",2006/07,MY Jun-May,60
All wheat,Grain inspections,Japan,"1,000 bushels",2006/07,MY Jun-May,118258
All wheat,Grain inspections,Nigeria,"1,000 bushels",2006/07,MY Jun-May,90304
Durum,Grain inspections,Colombia,"1,000 bushels",2006/07,MY Jun-May,92
Durum,Grain inspections,Cuba,"1,000 bushels",2006/07,MY Jun-May,175
Durum,Grain inspections,Dominican Republic,"1,000 bushels",2006/07,MY Jun-May,472
Durum,Grain inspections,Japan,"1,000 bushels",2006/07,MY Jun-May,17
Durum,Grain inspections,Mexico,"1,000 bushels",2006/07,MY Jun-May,216
Durum,Grain inspections,Morocco,"1,000 bushels",2006/07,MY Jun-May,6838
Durum,Grain inspections,Tunisia,"1,000 bushels",2006/07,MY Jun-May,721
All wheat,Grain inspections,Philippines,"1,000 bushels",2006/07,MY Jun-May,63451
All wheat,Grain inspections,"Korea, Republic","1,000 bushels",2006/07,MY Jun-May,43697
All wheat,Grain inspections,Taiwan,"1,000 bushels",2006/07,MY Jun-May,36994
All wheat,Grain inspections,Indonesia,"1,000 bushels",2006/07,MY Jun-May,26625
All wheat,Grain inspections,Colombia,"1,000 bushels",2006/07,MY Jun-May,20375
All wheat,Grain inspections,Italy,"1,000 bushels",2006/07,MY Jun-May,19083
All wheat,Grain inspections,Thailand,"1,000 bushels",2006/07,MY Jun-May,17646
All wheat,Grain inspections,Venezuela,"1,000 bushels",2006/07,MY Jun-May,27061
All wheat,Grain inspections,Peru,"1,000 bushels",2006/07,MY Jun-May,5628
All wheat,Grain inspections,Dominican Republic,"1,000 bushels",2006/07,MY Jun-May,13253
All wheat,Grain inspections,Chile,"1,000 bushels",2006/07,MY Jun-May,9315
Soft red winter,Grain inspections,Total,"1,000 bushels",2006/07,MY Jun-May,142587
Soft red winter,Grain inspections,Algeria,"1,000 bushels",2006/07,MY Jun-May,184
Soft red winter,Grain inspections,Bangladesh,"1,000 bushels",2006/07,MY Jun-May,188
Soft red winter,Grain inspections,Guyana,"1,000 bushels",2006/07,MY Jun-May,40
Soft red winter,Grain inspections,Indonesia,"1,000 bushels",2006/07,MY Jun-May,262
Soft red winter,Grain inspections,Mauritania,"1,000 bushels",2006/07,MY Jun-May,116
Soft red winter,Grain inspections,Morocco,"1,000 bushels",2006/07,MY Jun-May,4643
Soft red winter,Grain inspections,Mozambique,"1,000 bushels",2006/07,MY Jun-May,309
Soft red winter,Grain inspections,St. Vincent And The Grenadines,"1,000 bushels",2006/07,MY Jun-May,168
Soft red winter,Grain inspections,Spain,"1,000 bushels",2006/07,MY Jun-May,2619
Soft red winter,Grain inspections,Saudi Arabia,"1,000 bushels",2006/07,MY Jun-May,386
Hard red winter,Grain inspections,Dominican Republic,"1,000 bushels",2006/07,MY Jun-May,2099
Hard red winter,Grain inspections,Chile,"1,000 bushels",2006/07,MY Jun-May,588
Hard red winter,Grain inspections,Guatemala,"1,000 bushels",2006/07,MY Jun-May,4082
Hard red winter,Grain inspections,El Salvador,"1,000 bushels",2006/07,MY Jun-May,3699
Hard red winter,Grain inspections,Ethiopia,"1,000 bushels",2006/07,MY Jun-May,14658
Hard red winter,Grain inspections,Israel,"1,000 bushels",2006/07,MY Jun-May,5585
All wheat,Grain inspections,El Salvador,"1,000 bushels",2006/07,MY Jun-May,13098
Hard red winter,Grain inspections,Thailand,"1,000 bushels",2006/07,MY Jun-May,2989
Hard red winter,Grain inspections,Honduras,"1,000 bushels",2006/07,MY Jun-May,1980
Hard red winter,Grain inspections,Ecuador,"1,000 bushels",2006/07,MY Jun-May,2
Hard red winter,Grain inspections,Haiti,"1,000 bushels",2006/07,MY Jun-May,4595
All wheat,Grain inspections,Yemen,"1,000 bushels",2006/07,MY Jun-May,26063
Hard red winter,Grain inspections,Bolivia,"1,000 bushels",2006/07,MY Jun-May,578
Hard red winter,Grain inspections,Iraq,"1,000 bushels",2006/07,MY Jun-May,29338
All wheat,Grain inspections,Guatemala,"1,000 bushels",2006/07,MY Jun-May,12130
All wheat,Grain inspections,Egypt,"1,000 bushels",2006/07,MY Jun-May,72809
Hard red spring,Grain inspections,Thailand,"1,000 bushels",2006/07,MY Jun-May,8078
Hard red spring,Grain inspections,Venezuela,"1,000 bushels",2006/07,MY Jun-May,14124
Hard red spring,Grain inspections,Mexico,"1,000 bushels",2006/07,MY Jun-May,7585
Hard red spring,Grain inspections,Italy,"1,000 bushels",2006/07,MY Jun-May,9220
Hard red spring,Grain inspections,Dominican Republic,"1,000 bushels",2006/07,MY Jun-May,7041
Hard red spring,Grain inspections,Malaysia,"1,000 bushels",2006/07,MY Jun-May,4822
Hard red spring,Grain inspections,Jamaica,"1,000 bushels",2006/07,MY Jun-May,3416
Hard red spring,Grain inspections,Nigeria,"1,000 bushels",2006/07,MY Jun-May,3817
Hard red spring,Grain inspections,El Salvador,"1,000 bushels",2006/07,MY Jun-May,6681
Hard red spring,Grain inspections,Honduras,"1,000 bushels",2006/07,MY Jun-May,2762
Hard red spring,Grain inspections,United Kingdom,"1,000 bushels",2006/07,MY Jun-May,643
Hard red spring,Grain inspections,Guatemala,"1,000 bushels",2006/07,MY Jun-May,4156
Hard red spring,Grain inspections,Spain,"1,000 bushels",2006/07,MY Jun-May,3608
Hard red spring,Grain inspections,"Korea, Republic","1,000 bushels",2006/07,MY Jun-May,13208
Hard red spring,Grain inspections,Vietnam,"1,000 bushels",2006/07,MY Jun-May,1744
Hard red spring,Grain inspections,Trinidad,"1,000 bushels",2006/07,MY Jun-May,3263
Hard red spring,Grain inspections,Colombia,"1,000 bushels",2006/07,MY Jun-May,3710
Hard red winter,Grain inspections,Costa Rica,"1,000 bushels",2006/07,MY Jun-May,2218
All wheat,Grain inspections,Ecuador,"1,000 bushels",2006/07,MY Jun-May,2715
Hard red winter,Grain inspections,Philippines,"1,000 bushels",2006/07,MY Jun-May,407
Hard red winter,Grain inspections,Trinidad,"1,000 bushels",2006/07,MY Jun-May,1100
Hard white,Grain inspections,Belgium,"1,000 bushels",2006/07,MY Jun-May,75
Hard white,Grain inspections,Taiwan,"1,000 bushels",2006/07,MY Jun-May,703
Hard white,Grain inspections,Mexico,"1,000 bushels",2006/07,MY Jun-May,804
Hard white,Grain inspections,Finland,"1,000 bushels",2006/07,MY Jun-May,2
Hard white,Grain inspections,Afghanistan,"1,000 bushels",2006/07,MY Jun-May,1
Hard white,Grain inspections,Total,"1,000 bushels",2006/07,MY Jun-May,1585
Soft white,Grain inspections,Philippines,"1,000 bushels",2006/07,MY Jun-May,28185
Soft white,Grain inspections,Japan,"1,000 bushels",2006/07,MY Jun-May,24202
Soft white,Grain inspections,Indonesia,"1,000 bushels",2006/07,MY Jun-May,21283
Soft white,Grain inspections,"Korea, Republic","1,000 bushels",2006/07,MY Jun-May,22018
Soft white,Grain inspections,Yemen,"1,000 bushels",2006/07,MY Jun-May,26063
Soft white,Grain inspections,Thailand,"1,000 bushels",2006/07,MY Jun-May,6579
Soft white,Grain inspections,Taiwan,"1,000 bushels",2006/07,MY Jun-May,4299
Soft white,Grain inspections,Sri Lanka,"1,000 bushels",2006/07,MY Jun-May,4183
Soft white,Grain inspections,China,"1,000 bushels",2006/07,MY Jun-May,103
Soft white,Grain inspections,Singapore,"1,000 bushels",2006/07,MY Jun-May,1707
Soft white,Grain inspections,Malaysia,"1,000 bushels",2006/07,MY Jun-May,1831
Soft white,Grain inspections,El Salvador,"1,000 bushels",2006/07,MY Jun-May,2291
Soft white,Grain inspections,Chile,"1,000 bushels",2006/07,MY Jun-May,3547
Soft white,Grain inspections,Vietnam,"1,000 bushels",2006/07,MY Jun-May,637
Soft white,Grain inspections,Afghanistan,"1,000 bushels",2006/07,MY Jun-May,1586
Soft white,Grain inspections,Guatemala,"1,000 bushels",2006/07,MY Jun-May,2510
All wheat,Grain inspections,Honduras,"1,000 bushels",2006/07,MY Jun-May,7818
All wheat,Grain inspections,Sri Lanka,"1,000 bushels",2006/07,MY Jun-May,4183
All wheat,Grain inspections,Jamaica,"1,000 bushels",2006/07,MY Jun-May,6518
All wheat,Grain inspections,Malaysia,"1,000 bushels",2006/07,MY Jun-May,6688
All wheat,Grain inspections,Israel,"1,000 bushels",2006/07,MY Jun-May,5585
All wheat,Grain inspections,Ethiopia,"1,000 bushels",2006/07,MY Jun-May,14997
All wheat,Grain inspections,Costa Rica,"1,000 bushels",2006/07,MY Jun-May,8308
All wheat,Grain inspections,Trinidad,"1,000 bushels",2006/07,MY Jun-May,5474
All wheat,Grain inspections,Vietnam,"1,000 bushels",2006/07,MY Jun-May,2458
All wheat,Grain inspections,Panama,"1,000 bushels",2006/07,MY Jun-May,5012
All wheat,Grain inspections,Algeria,"1,000 bushels",2006/07,MY Jun-May,4716
All wheat,Grain inspections,Haiti,"1,000 bushels",2006/07,MY Jun-May,4595
All wheat,Grain inspections,United Kingdom,"1,000 bushels",2006/07,MY Jun-May,643
All wheat,Grain inspections,Ghana,"1,000 bushels",2006/07,MY Jun-May,3898
All wheat,Grain inspections,Rep. of South Africa,"1,000 bushels",2006/07,MY Jun-May,3294
Hard red spring,Grain inspections,Panama,"1,000 bushels",2006/07,MY Jun-May,3489
All wheat,Grain inspections,Bolivia,"1,000 bushels",2006/07,MY Jun-May,578
All wheat,Grain inspections,Afghanistan,"1,000 bushels",2006/07,MY Jun-May,1587
Hard red spring,Grain inspections,Ghana,"1,000 bushels",2006/07,MY Jun-May,3898
Hard red spring,Grain inspections,Costa Rica,"1,000 bushels",2006/07,MY Jun-May,3495
Hard red spring,Grain inspections,Barbados,"1,000 bushels",2006/07,MY Jun-May,1085
Soft white,Grain inspections,Mexico,"1,000 bushels",2006/07,MY Jun-May,2436
Hard red winter,Grain inspections,Bangladesh,"1,000 bushels",2006/07,MY Jun-May,89
Soft white,Grain inspections,Bangladesh,"1,000 bushels",2006/07,MY Jun-May,2434
Hard red winter,Grain inspections,Vietnam,"1,000 bushels",2006/07,MY Jun-May,17
Hard red winter,Grain inspections,Somalia,"1,000 bushels",2006/07,MY Jun-May,73
Hard red spring,Grain inspections,Ecuador,"1,000 bushels",2006/07,MY Jun-May,202
Hard red spring,Grain inspections,Nicaragua,"1,000 bushels",2006/07,MY Jun-May,3240
Soft white,Grain inspections,New Zealand,"1,000 bushels",2006/07,MY Jun-May,795
Soft white,Grain inspections,United Arab Emirates,"1,000 bushels",2006/07,MY Jun-May,829
Hard red spring,Grain inspections,Belize,"1,000 bushels",2006/07,MY Jun-May,444
Hard red spring,Grain inspections,Singapore,"1,000 bushels",2006/07,MY Jun-May,628
All wheat,Grain inspections,Spain,"1,000 bushels",2006/07,MY Jun-May,6227
All wheat,Grain inspections,Iraq,"1,000 bushels",2006/07,MY Jun-May,29338
Hard red spring,Grain inspections,Namibia,"1,000 bushels",2006/07,MY Jun-May,932
Hard red spring,Grain inspections,Burma,"1,000 bushels",2006/07,MY Jun-May,79
All wheat,Grain inspections,Bangladesh,"1,000 bushels",2006/07,MY Jun-May,2711
All wheat,Grain inspections,Nicaragua,"1,000 bushels",2006/07,MY Jun-May,3905
All wheat,Grain inspections,Singapore,"1,000 bushels",2006/07,MY Jun-May,2335
All wheat,Grain inspections,Barbados,"1,000 bushels",2006/07,MY Jun-May,1307
All wheat,Grain inspections,Belize,"1,000 bushels",2006/07,MY Jun-May,857
All wheat,Grain inspections,United Arab Emirates,"1,000 bushels",2006/07,MY Jun-May,829
Soft white,Grain inspections,Ecuador,"1,000 bushels",2006/07,MY Jun-May,1338
Soft white,Grain inspections,Egypt,"1,000 bushels",2006/07,MY Jun-May,30089
Soft white,Grain inspections,Ethiopia,"1,000 bushels",2006/07,MY Jun-May,339
Soft white,Grain inspections,Mauritania,"1,000 bushels",2006/07,MY Jun-May,71
Soft white,Grain inspections,Pakistan,"1,000 bushels",2006/07,MY Jun-May,2962
Soft white,Grain inspections,Chad,"1,000 bushels",2006/07,MY Jun-May,745
Hard red spring,Grain inspections,Belgium,"1,000 bushels",2006/07,MY Jun-May,2086
Hard red spring,Grain inspections,Cuba,"1,000 bushels",2006/07,MY Jun-May,404
Hard red spring,Grain inspections,Egypt,"1,000 bushels",2006/07,MY Jun-May,308
Hard red spring,Grain inspections,Grenada,"1,000 bushels",2006/07,MY Jun-May,249
Hard red spring,Grain inspections,Jordan,"1,000 bushels",2006/07,MY Jun-May,835
Hard red spring,Grain inspections,Kenya,"1,000 bushels",2006/07,MY Jun-May,978
Hard red spring,Grain inspections,Malta,"1,000 bushels",2006/07,MY Jun-May,1617
Hard red spring,Grain inspections,Morocco,"1,000 bushels",2006/07,MY Jun-May,935
Hard red spring,Grain inspections,Mozambique,"1,000 bushels",2006/07,MY Jun-May,1591
Hard red spring,Grain inspections,Portugal,"1,000 bushels",2006/07,MY Jun-May,329
Hard red spring,Grain inspections,Rep. of South Africa,"1,000 bushels",2006/07,MY Jun-May,220
Hard red spring,Grain inspections,St. Vincent And The Grenadines,"1,000 bushels",2006/07,MY Jun-May,497
Hard red spring,Grain inspections,Sweden,"1,000 bushels",2006/07,MY Jun-May,189
Hard red spring,Grain inspections,Zambia,"1,000 bushels",2006/07,MY Jun-May,165
Soft white,Grain inspections,Total,"1,000 bushels",2006/07,MY Jun-May,193062
Durum,Grain inspections,Italy,"1,000 bushels",2006/07,MY Jun-May,9863
Durum,Grain inspections,Algeria,"1,000 bushels",2006/07,MY Jun-May,4532
Durum,Grain inspections,Venezuela,"1,000 bushels",2006/07,MY Jun-May,1509
Durum,Grain inspections,Panama,"1,000 bushels",2006/07,MY Jun-May,171
Durum,Grain inspections,Belgium,"1,000 bushels",2006/07,MY Jun-May,174
Durum,Grain inspections,Guatemala,"1,000 bushels",2006/07,MY Jun-May,446
Durum,Grain inspections,Nigeria,"1,000 bushels",2006/07,MY Jun-May,2866
All wheat,Grain inspections,Armenia,"1,000 bushels",2006/07,MY Jun-May,92
All wheat,Grain inspections,Congo (Brazzaville),"1,000 bushels",2006/07,MY Jun-May,735
All wheat,Grain inspections,Cuba,"1,000 bushels",2006/07,MY Jun-May,9673
All wheat,Grain inspections,Georgia,"1,000 bushels",2006/07,MY Jun-May,846
All wheat,Grain inspections,Germany,"1,000 bushels",2006/07,MY Jun-May,4
All wheat,Grain inspections,Grenada,"1,000 bushels",2006/07,MY Jun-May,249
All wheat,Grain inspections,Jordan,"1,000 bushels",2006/07,MY Jun-May,3548
All wheat,Grain inspections,Kenya,"1,000 bushels",2006/07,MY Jun-May,3073
All wheat,Grain inspections,Malta,"1,000 bushels",2006/07,MY Jun-May,1617
All wheat,Grain inspections,Mauritania,"1,000 bushels",2006/07,MY Jun-May,230
All wheat,Grain inspections,Mongolia,"1,000 bushels",2006/07,MY Jun-May,919
All wheat,Grain inspections,Morocco,"1,000 bushels",2006/07,MY Jun-May,15876
All wheat,Grain inspections,Mozambique,"1,000 bushels",2006/07,MY Jun-May,3832
All wheat,Grain inspections,Pakistan,"1,000 bushels",2006/07,MY Jun-May,2962
All wheat,Grain inspections,Portugal,"1,000 bushels",2006/07,MY Jun-May,329
All wheat,Grain inspections,St. Vincent And The Grenadines,"1,000 bushels",2006/07,MY Jun-May,702
All wheat,Grain inspections,Sierra Leone,"1,000 bushels",2006/07,MY Jun-May,110
All wheat,Grain inspections,Sudan,"1,000 bushels",2006/07,MY Jun-May,22
All wheat,Grain inspections,Suriname,"1,000 bushels",2006/07,MY Jun-May,207
All wheat,Grain inspections,Sweden,"1,000 bushels",2006/07,MY Jun-May,189
All wheat,Grain inspections,Tunisia,"1,000 bushels",2006/07,MY Jun-May,721
All wheat,Grain inspections,Uganda,"1,000 bushels",2006/07,MY Jun-May,856
All wheat,Grain inspections,Zambia,"1,000 bushels",2006/07,MY Jun-May,422
All wheat,Grain inspections,Finland,"1,000 bushels",2006/07,MY Jun-May,2
All wheat,Grain inspections,Azerbaijan,"1,000 bushels",2006/07,MY Jun-May,397
All wheat,Grain inspections,Mali,"1,000 bushels",2006/07,MY Jun-May,285
All wheat,Grain inspections,Chad,"1,000 bushels",2006/07,MY Jun-May,745
All wheat,Grain inspections,Madagascar,"1,000 bushels",2006/07,MY Jun-May,699
Durum,Grain inspections,Costa Rica,"1,000 bushels",2006/07,MY Jun-May,828
All wheat,Grain inspections,Guyana,"1,000 bushels",2006/07,MY Jun-May,40
All wheat,Grain inspections,Belgium,"1,000 bushels",2006/07,MY Jun-May,2335
All wheat,Grain inspections,Burma,"1,000 bushels",2006/07,MY Jun-May,79
All wheat,Grain inspections,Somalia,"1,000 bushels",2006/07,MY Jun-May,73
All wheat,Grain inspections,Namibia,"1,000 bushels",2006/07,MY Jun-May,932
Hard red spring,Grain inspections,Total,"1,000 bushels",2006/07,MY Jun-May,248646
Soft red winter,Grain inspections,Mexico,"1,000 bushels",2006/07,MY Jun-May,27951
Soft red winter,Grain inspections,China,"1,000 bushels",2006/07,MY Jun-May,2108
All wheat,Grain inspections,Saudi Arabia,"1,000 bushels",2006/07,MY Jun-May,386
Soft red winter,Grain inspections,Colombia,"1,000 bushels",2006/07,MY Jun-May,6959
Soft red winter,Grain inspections,Nigeria,"1,000 bushels",2006/07,MY Jun-May,14396
Soft red winter,Grain inspections,Egypt,"1,000 bushels",2006/07,MY Jun-May,42412
Soft red winter,Grain inspections,Brazil,"1,000 bushels",2006/07,MY Jun-May,931
All wheat,Grain inspections,New Zealand,"1,000 bushels",2006/07,MY Jun-May,795
Soft red winter,Grain inspections,Brazil,"1,000 bushels",2007/08,MY Jun-May,4100
Soft red winter,Grain inspections,Egypt,"1,000 bushels",2007/08,MY Jun-May,110077
Soft red winter,Grain inspections,Nigeria,"1,000 bushels",2007/08,MY Jun-May,11483
Soft red winter,Grain inspections,Colombia,"1,000 bushels",2007/08,MY Jun-May,7508
All wheat,Grain inspections,Hong Kong,"1,000 bushels",2007/08,MY Jun-May,20
Soft red winter,Grain inspections,Mexico,"1,000 bushels",2007/08,MY Jun-May,23183
Hard red spring,Grain inspections,Total,"1,000 bushels",2007/08,MY Jun-May,298384
All wheat,Grain inspections,Namibia,"1,000 bushels",2007/08,MY Jun-May,542
All wheat,Grain inspections,Ivory Coast,"1,000 bushels",2007/08,MY Jun-May,589
All wheat,Grain inspections,Somalia,"1,000 bushels",2007/08,MY Jun-May,654
All wheat,Grain inspections,Ireland,"1,000 bushels",2007/08,MY Jun-May,16563
All wheat,Grain inspections,Liberia,"1,000 bushels",2007/08,MY Jun-May,56
All wheat,Grain inspections,Malawi,"1,000 bushels",2007/08,MY Jun-May,703
All wheat,Grain inspections,Belgium,"1,000 bushels",2007/08,MY Jun-May,6316
All wheat,Grain inspections,Netherlands,"1,000 bushels",2007/08,MY Jun-May,2295
Hard red winter,Grain inspections,Ivory Coast,"1,000 bushels",2007/08,MY Jun-May,589
All wheat,Grain inspections,Congo (Brazzaville),"1,000 bushels",2007/08,MY Jun-May,2087
All wheat,Grain inspections,Cuba,"1,000 bushels",2007/08,MY Jun-May,18374
All wheat,Grain inspections,Djibouti,"1,000 bushels",2007/08,MY Jun-May,677
All wheat,Grain inspections,Germany,"1,000 bushels",2007/08,MY Jun-May,266
All wheat,Grain inspections,Greece,"1,000 bushels",2007/08,MY Jun-May,2
All wheat,Grain inspections,Guinea,"1,000 bushels",2007/08,MY Jun-May,696
All wheat,Grain inspections,Iceland,"1,000 bushels",2007/08,MY Jun-May,50
Durum,Grain inspections,Nigeria,"1,000 bushels",2007/08,MY Jun-May,3401
Durum,Grain inspections,Guatemala,"1,000 bushels",2007/08,MY Jun-May,116
Durum,Grain inspections,Netherlands,"1,000 bushels",2007/08,MY Jun-May,1324
Durum,Grain inspections,Panama,"1,000 bushels",2007/08,MY Jun-May,57
Durum,Grain inspections,Venezuela,"1,000 bushels",2007/08,MY Jun-May,4865
Durum,Grain inspections,Algeria,"1,000 bushels",2007/08,MY Jun-May,2964
Durum,Grain inspections,Italy,"1,000 bushels",2007/08,MY Jun-May,15109
Soft white,Grain inspections,Total,"1,000 bushels",2007/08,MY Jun-May,153555
Hard red spring,Grain inspections,Bangladesh,"1,000 bushels",2007/08,MY Jun-May,1671
Hard red spring,Grain inspections,Belgium,"1,000 bushels",2007/08,MY Jun-May,6095
Hard red spring,Grain inspections,Cuba,"1,000 bushels",2007/08,MY Jun-May,1010
Hard red spring,Grain inspections,Iceland,"1,000 bushels",2007/08,MY Jun-May,50
Hard red spring,Grain inspections,Iraq,"1,000 bushels",2007/08,MY Jun-May,2
Hard red spring,Grain inspections,Malta,"1,000 bushels",2007/08,MY Jun-May,357
Hard red spring,Grain inspections,Morocco,"1,000 bushels",2007/08,MY Jun-May,5698
Hard red spring,Grain inspections,Netherlands,"1,000 bushels",2007/08,MY Jun-May,971
Hard red spring,Grain inspections,Portugal,"1,000 bushels",2007/08,MY Jun-May,4401
Hard red spring,Grain inspections,Rep. of South Africa,"1,000 bushels",2007/08,MY Jun-May,400
Hard red spring,Grain inspections,St. Vincent And The Grenadines,"1,000 bushels",2007/08,MY Jun-May,1180
Hard red spring,Grain inspections,Senegal,"1,000 bushels",2007/08,MY Jun-May,573
Hard red spring,Grain inspections,Sudan,"1,000 bushels",2007/08,MY Jun-May,1624
Hard red spring,Grain inspections,Sweden,"1,000 bushels",2007/08,MY Jun-May,205
Hard red spring,Grain inspections,Tunisia,"1,000 bushels",2007/08,MY Jun-May,947
Hard red spring,Grain inspections,United Arab Emirates,"1,000 bushels",2007/08,MY Jun-May,933
Hard red spring,Grain inspections,Liberia,"1,000 bushels",2007/08,MY Jun-May,56
Hard red spring,Grain inspections,Somalia,"1,000 bushels",2007/08,MY Jun-May,349
Hard red spring,Grain inspections,Mauritius,"1,000 bushels",2007/08,MY Jun-May,246
Soft white,Grain inspections,Ecuador,"1,000 bushels",2007/08,MY Jun-May,889
Soft white,Grain inspections,Egypt,"1,000 bushels",2007/08,MY Jun-May,2113
Soft white,Grain inspections,Pakistan,"1,000 bushels",2007/08,MY Jun-May,5539
All wheat,Grain inspections,United Arab Emirates,"1,000 bushels",2007/08,MY Jun-May,5522
All wheat,Grain inspections,Tanzania,"1,000 bushels",2007/08,MY Jun-May,2314
All wheat,Grain inspections,Belize,"1,000 bushels",2007/08,MY Jun-May,700
All wheat,Grain inspections,Barbados,"1,000 bushels",2007/08,MY Jun-May,1626
All wheat,Grain inspections,Singapore,"1,000 bushels",2007/08,MY Jun-May,2525
All wheat,Grain inspections,Nicaragua,"1,000 bushels",2007/08,MY Jun-May,3967
All wheat,Grain inspections,Bangladesh,"1,000 bushels",2007/08,MY Jun-May,13243
Hard red spring,Grain inspections,Namibia,"1,000 bushels",2007/08,MY Jun-May,223
All wheat,Grain inspections,Iraq,"1,000 bushels",2007/08,MY Jun-May,55607
All wheat,Grain inspections,Cameroon,"1,000 bushels",2007/08,MY Jun-May,605
All wheat,Grain inspections,Spain,"1,000 bushels",2007/08,MY Jun-May,26039
Hard red spring,Grain inspections,Singapore,"1,000 bushels",2007/08,MY Jun-May,702
Hard red spring,Grain inspections,Belize,"1,000 bushels",2007/08,MY Jun-May,367
Hard red spring,Grain inspections,Tanzania,"1,000 bushels",2007/08,MY Jun-May,2314
Hard red spring,Grain inspections,Cameroon,"1,000 bushels",2007/08,MY Jun-May,605
Soft white,Grain inspections,United Arab Emirates,"1,000 bushels",2007/08,MY Jun-May,416
Soft white,Grain inspections,Hong Kong,"1,000 bushels",2007/08,MY Jun-May,20
Soft white,Grain inspections,Peru,"1,000 bushels",2007/08,MY Jun-May,320
Hard red spring,Grain inspections,Nicaragua,"1,000 bushels",2007/08,MY Jun-May,2934
Hard red spring,Grain inspections,Ecuador,"1,000 bushels",2007/08,MY Jun-May,184
Hard red spring,Grain inspections,Barbados,"1,000 bushels",2007/08,MY Jun-May,1404
Hard red winter,Grain inspections,Somalia,"1,000 bushels",2007/08,MY Jun-May,305
Hard red winter,Grain inspections,China,"1,000 bushels",2007/08,MY Jun-May,10
Hard red winter,Grain inspections,Vietnam,"1,000 bushels",2007/08,MY Jun-May,73
Soft white,Grain inspections,Bangladesh,"1,000 bushels",2007/08,MY Jun-May,2625
Hard red winter,Grain inspections,Nicaragua,"1,000 bushels",2007/08,MY Jun-May,40
Hard red winter,Grain inspections,Malawi,"1,000 bushels",2007/08,MY Jun-May,703
Hard red winter,Grain inspections,Bangladesh,"1,000 bushels",2007/08,MY Jun-May,8947
Soft white,Grain inspections,Mexico,"1,000 bushels",2007/08,MY Jun-May,384
Hard red winter,Grain inspections,Yemen,"1,000 bushels",2007/08,MY Jun-May,10315
Hard red spring,Grain inspections,Peru,"1,000 bushels",2007/08,MY Jun-May,2844
Hard red spring,Grain inspections,Sri Lanka,"1,000 bushels",2007/08,MY Jun-May,202
Hard red spring,Grain inspections,Costa Rica,"1,000 bushels",2007/08,MY Jun-May,3326
Hard red spring,Grain inspections,Ghana,"1,000 bushels",2007/08,MY Jun-May,861
All wheat,Grain inspections,Afghanistan,"1,000 bushels",2007/08,MY Jun-May,2126
All wheat,Grain inspections,Bolivia,"1,000 bushels",2007/08,MY Jun-May,423
Hard red spring,Grain inspections,Panama,"1,000 bushels",2007/08,MY Jun-May,2987
All wheat,Grain inspections,Rep. of South Africa,"1,000 bushels",2007/08,MY Jun-May,18916
All wheat,Grain inspections,Ghana,"1,000 bushels",2007/08,MY Jun-May,954
All wheat,Grain inspections,United Kingdom,"1,000 bushels",2007/08,MY Jun-May,5573
All wheat,Grain inspections,Haiti,"1,000 bushels",2007/08,MY Jun-May,6627
All wheat,Grain inspections,Algeria,"1,000 bushels",2007/08,MY Jun-May,31340
All wheat,Grain inspections,Panama,"1,000 bushels",2007/08,MY Jun-May,4464
All wheat,Grain inspections,Vietnam,"1,000 bushels",2007/08,MY Jun-May,2252
All wheat,Grain inspections,Trinidad,"1,000 bushels",2007/08,MY Jun-May,3664
All wheat,Grain inspections,Costa Rica,"1,000 bushels",2007/08,MY Jun-May,8126
All wheat,Grain inspections,Ethiopia,"1,000 bushels",2007/08,MY Jun-May,10333
All wheat,Grain inspections,Israel,"1,000 bushels",2007/08,MY Jun-May,9737
All wheat,Grain inspections,Malaysia,"1,000 bushels",2007/08,MY Jun-May,4560
All wheat,Grain inspections,Jamaica,"1,000 bushels",2007/08,MY Jun-May,6963
All wheat,Grain inspections,Sri Lanka,"1,000 bushels",2007/08,MY Jun-May,4511
All wheat,Grain inspections,Honduras,"1,000 bushels",2007/08,MY Jun-May,7269
Soft white,Grain inspections,Afghanistan,"1,000 bushels",2007/08,MY Jun-May,1786
Soft white,Grain inspections,Vietnam,"1,000 bushels",2007/08,MY Jun-May,354
Soft white,Grain inspections,Chile,"1,000 bushels",2007/08,MY Jun-May,1257
Soft white,Grain inspections,El Salvador,"1,000 bushels",2007/08,MY Jun-May,2686
Soft white,Grain inspections,Malaysia,"1,000 bushels",2007/08,MY Jun-May,807
Soft white,Grain inspections,Singapore,"1,000 bushels",2007/08,MY Jun-May,1823
Soft white,Grain inspections,China,"1,000 bushels",2007/08,MY Jun-May,329
Soft white,Grain inspections,Sri Lanka,"1,000 bushels",2007/08,MY Jun-May,2401
Soft white,Grain inspections,Taiwan,"1,000 bushels",2007/08,MY Jun-May,3741
