Commodity_Desc,Attribute_Desc,Attribute_Desc2,Geography_Desc,Unit_Desc,Marketing_Year,Timeperiod_Desc,Amount
"No. 1 dark northern spring (13% protein)","Average cash grain bids","No. 1 dark northern spring (13% protein) Minneapolis, MN dollars per bushel","Minneapolis, MN","Dollars per bushel","2018/19","May",6.27
"No. 1 dark northern spring (14% protein)","Average cash grain bids","No. 1 dark northern spring (14% protein) Minneapolis, MN dollars per bushel","Minneapolis, MN","Dollars per bushel","2018/19","May",6.23
"No. 1 soft white ordinary","Average cash grain bids","No. 1 soft white ordinary Portland, OR dollars per bushel","Portland, OR","Dollars per bushel","2018/19","May",5.83
"No. 1 hard red winter (13% protein)","Average cash grain bids","No. 1 hard red winter (13% protein) Kansas City, MO dollars per bushel","Kansas City, MO","Dollars per bushel","2018/19","Nov",6.38
"No. 2 soft red winter","Average cash grain bids","No. 2 soft red winter St. Louis, MO dollars per bushel","St. Louis, MO","Dollars per bushel","2018/19","Nov",5.185
"No. 1 soft white ordinary","Average cash grain bids","No. 1 soft white ordinary Portland, OR dollars per bushel","Portland, OR","Dollars per bushel","2018/19","Nov",6.25
"No. 1 dark northern spring (14% protein)","Average cash grain bids","No. 1 dark northern spring (14% protein) Minneapolis, MN dollars per bushel","Minneapolis, MN","Dollars per bushel","2018/19","Nov",7.02
"No. 2 soft red winter","Average cash grain bids","No. 2 soft red winter Toledo, OH dollars per bushel","Toledo, OH","Dollars per bushel","2018/19","Nov",5
"Soft red winter","Average cash grain bids","Soft red winter Chicago, IL dollars per bushel","Chicago, IL","Dollars per bushel","2018/19","Nov",5.01
"No. 1 dark northern spring (13% protein)","Average cash grain bids","No. 1 dark northern spring (13% protein) Minneapolis, MN dollars per bushel","Minneapolis, MN","Dollars per bushel","2018/19","Nov",6.945
"No. 1 hard red winter (ordinary protein)","Average cash grain bids","No. 1 hard red winter (ordinary protein) Kansas City, MO dollars per bushel","Kansas City, MO","Dollars per bushel","2018/19","Nov",6.185
"No. 1 hard red winter (ordinary protein)","Average cash grain bids","No. 1 hard red winter (ordinary protein) Kansas City, MO dollars per bushel","Kansas City, MO","Dollars per bushel","2018/19","Oct",6.11
"No. 1 soft white ordinary","Average cash grain bids","No. 1 soft white ordinary Portland, OR dollars per bushel","Portland, OR","Dollars per bushel","2018/19","Oct",6.11
"No. 1 dark northern spring (13% protein)","Average cash grain bids","No. 1 dark northern spring (13% protein) Minneapolis, MN dollars per bushel","Minneapolis, MN","Dollars per bushel","2018/19","Oct",6.76
"No. 1 dark northern spring (14% protein)","Average cash grain bids","No. 1 dark northern spring (14% protein) Minneapolis, MN dollars per bushel","Minneapolis, MN","Dollars per bushel","2018/19","Oct",6.755
"No. 1 hard red winter (13% protein)","Average cash grain bids","No. 1 hard red winter (13% protein) Kansas City, MO dollars per bushel","Kansas City, MO","Dollars per bushel","2018/19","Oct",6.26
"No. 2 soft red winter","Average cash grain bids","No. 2 soft red winter St. Louis, MO dollars per bushel","St. Louis, MO","Dollars per bushel","2018/19","Oct",4.935
"Soft red winter","Average cash grain bids","Soft red winter Chicago, IL dollars per bushel","Chicago, IL","Dollars per bushel","2018/19","Oct",4.88
"No. 2 soft red winter","Average cash grain bids","No. 2 soft red winter Toledo, OH dollars per bushel","Toledo, OH","Dollars per bushel","2018/19","Oct",5.04
"No. 2 soft red winter","Average cash grain bids","No. 2 soft red winter Toledo, OH dollars per bushel","Toledo, OH","Dollars per bushel","2018/19","Sep",5.035
"Soft red winter","Average cash grain bids","Soft red winter Chicago, IL dollars per bushel","Chicago, IL","Dollars per bushel","2018/19","Sep",4.81
"No. 2 soft red winter","Average cash grain bids","No. 2 soft red winter St. Louis, MO dollars per bushel","St. Louis, MO","Dollars per bushel","2018/19","Sep",4.79
"No. 1 dark northern spring (14% protein)","Average cash grain bids","No. 1 dark northern spring (14% protein) Minneapolis, MN dollars per bushel","Minneapolis, MN","Dollars per bushel","2018/19","Sep",6.48
"No. 1 dark northern spring (13% protein)","Average cash grain bids","No. 1 dark northern spring (13% protein) Minneapolis, MN dollars per bushel","Minneapolis, MN","Dollars per bushel","2018/19","Sep",6.515
"No. 1 hard red winter (ordinary protein)","Average cash grain bids","No. 1 hard red winter (ordinary protein) Kansas City, MO dollars per bushel","Kansas City, MO","Dollars per bushel","2018/19","Sep",6.03
"No. 1 hard red winter (13% protein)","Average cash grain bids","No. 1 hard red winter (13% protein) Kansas City, MO dollars per bushel","Kansas City, MO","Dollars per bushel","2018/19","Sep",6.175
"No. 1 soft white ordinary","Average cash grain bids","No. 1 soft white ordinary Portland, OR dollars per bushel","Portland, OR","Dollars per bushel","2018/19","Sep",5.985
"Soft red winter","Average cash grain bids","Soft red winter Chicago, IL dollars per bushel","Chicago, IL","Dollars per bushel","2018/19","Simple average",4.90041666666667
"No. 2 soft red winter","Average cash grain bids","No. 2 soft red winter Toledo, OH dollars per bushel","Toledo, OH","Dollars per bushel","2018/19","Simple average",4.96083333333333
"No. 2 soft red winter","Average cash grain bids","No. 2 soft red winter St. Louis, MO dollars per bushel","St. Louis, MO","Dollars per bushel","2018/19","Simple average",5.12375
"No. 1 soft white ordinary","Average cash grain bids","No. 1 soft white ordinary Portland, OR dollars per bushel","Portland, OR","Dollars per bushel","2018/19","Simple average",6.08958333333333
"No. 1 dark northern spring (14% protein)","Average cash grain bids","No. 1 dark northern spring (14% protein) Minneapolis, MN dollars per bushel","Minneapolis, MN","Dollars per bushel","2018/19","Simple average",6.78875
"No. 1 hard red winter (ordinary protein)","Average cash grain bids","No. 1 hard red winter (ordinary protein) Kansas City, MO dollars per bushel","Kansas City, MO","Dollars per bushel","2018/19","Simple average",6.09666666666667
"No. 1 dark northern spring (13% protein)","Average cash grain bids","No. 1 dark northern spring (13% protein) Minneapolis, MN dollars per bushel","Minneapolis, MN","Dollars per bushel","2018/19","Simple average",6.725
"No. 1 hard red winter (13% protein)","Average cash grain bids","No. 1 hard red winter (13% protein) Kansas City, MO dollars per bushel","Kansas City, MO","Dollars per bushel","2018/19","Simple average",6.31791666666667
"No. 1 hard red winter (13% protein)","Average cash grain bids","No. 1 hard red winter (13% protein) Kansas City, MO dollars per bushel","Kansas City, MO","Dollars per bushel","2019/20","Apr",6.495
"No. 1 soft white ordinary","Average cash grain bids","No. 1 soft white ordinary Portland, OR dollars per bushel","Portland, OR","Dollars per bushel","2019/20","Apr",6.06
"No. 2 soft red winter","Average cash grain bids","No. 2 soft red winter St. Louis, MO dollars per bushel","St. Louis, MO","Dollars per bushel","2019/20","Apr",5.59
"No. 1 hard red winter (ordinary protein)","Average cash grain bids","No. 1 hard red winter (ordinary protein) Kansas City, MO dollars per bushel","Kansas City, MO","Dollars per bushel","2019/20","Apr",5.83
"No. 1 dark northern spring (14% protein)","Average cash grain bids","No. 1 dark northern spring (14% protein) Minneapolis, MN dollars per bushel","Minneapolis, MN","Dollars per bushel","2019/20","Apr",6.22
"No. 2 soft red winter","Average cash grain bids","No. 2 soft red winter Toledo, OH dollars per bushel","Toledo, OH","Dollars per bushel","2019/20","Apr",5.35
"Soft red winter","Average cash grain bids","Soft red winter Chicago, IL dollars per bushel","Chicago, IL","Dollars per bushel","2019/20","Apr",5.51
"No. 1 dark northern spring (13% protein)","Average cash grain bids","No. 1 dark northern spring (13% protein) Minneapolis, MN dollars per bushel","Minneapolis, MN","Dollars per bushel","2019/20","Apr",6.33
"No. 2 soft red winter","Average cash grain bids","No. 2 soft red winter St. Louis, MO dollars per bushel","St. Louis, MO","Dollars per bushel","2019/20","Aug",4.765
"No. 1 soft white ordinary","Average cash grain bids","No. 1 soft white ordinary Portland, OR dollars per bushel","Portland, OR","Dollars per bushel","2019/20","Aug",5.755
"No. 1 hard red winter (13% protein)","Average cash grain bids","No. 1 hard red winter (13% protein) Kansas City, MO dollars per bushel","Kansas City, MO","Dollars per bushel","2019/20","Aug",5.72
"No. 1 hard red winter (ordinary protein)","Average cash grain bids","No. 1 hard red winter (ordinary protein) Kansas City, MO dollars per bushel","Kansas City, MO","Dollars per bushel","2019/20","Aug",5.105
"No. 1 dark northern spring (14% protein)","Average cash grain bids","No. 1 dark northern spring (14% protein) Minneapolis, MN dollars per bushel","Minneapolis, MN","Dollars per bushel","2019/20","Aug",5.895
"No. 2 soft red winter","Average cash grain bids","No. 2 soft red winter Toledo, OH dollars per bushel","Toledo, OH","Dollars per bushel","2019/20","Aug",4.985
"Soft red winter","Average cash grain bids","Soft red winter Chicago, IL dollars per bushel","Chicago, IL","Dollars per bushel","2019/20","Aug",4.785
"No. 1 dark northern spring (13% protein)","Average cash grain bids","No. 1 dark northern spring (13% protein) Minneapolis, MN dollars per bushel","Minneapolis, MN","Dollars per bushel","2019/20","Aug",5.755
"No. 1 hard red winter (13% protein)","Average cash grain bids","No. 1 hard red winter (13% protein) Kansas City, MO dollars per bushel","Kansas City, MO","Dollars per bushel","2019/20","Dec",6.53
"No. 1 hard red winter (ordinary protein)","Average cash grain bids","No. 1 hard red winter (ordinary protein) Kansas City, MO dollars per bushel","Kansas City, MO","Dollars per bushel","2019/20","Dec",5.72
"No. 1 dark northern spring (13% protein)","Average cash grain bids","No. 1 dark northern spring (13% protein) Minneapolis, MN dollars per bushel","Minneapolis, MN","Dollars per bushel","2019/20","Dec",6.6
"No. 1 dark northern spring (14% protein)","Average cash grain bids","No. 1 dark northern spring (14% protein) Minneapolis, MN dollars per bushel","Minneapolis, MN","Dollars per bushel","2019/20","Dec",6.76
"No. 2 soft red winter","Average cash grain bids","No. 2 soft red winter St. Louis, MO dollars per bushel","St. Louis, MO","Dollars per bushel","2019/20","Dec",5.95
"No. 1 soft white ordinary","Average cash grain bids","No. 1 soft white ordinary Portland, OR dollars per bushel","Portland, OR","Dollars per bushel","2019/20","Dec",5.965
"No. 2 soft red winter","Average cash grain bids","No. 2 soft red winter Toledo, OH dollars per bushel","Toledo, OH","Dollars per bushel","2019/20","Dec",5.54
"Soft red winter","Average cash grain bids","Soft red winter Chicago, IL dollars per bushel","Chicago, IL","Dollars per bushel","2019/20","Dec",5.42
"No. 2 soft red winter","Average cash grain bids","No. 2 soft red winter Toledo, OH dollars per bushel","Toledo, OH","Dollars per bushel","2019/20","Feb",5.62
"No. 1 dark northern spring (13% protein)","Average cash grain bids","No. 1 dark northern spring (13% protein) Minneapolis, MN dollars per bushel","Minneapolis, MN","Dollars per bushel","2019/20","Feb",6.365
"Soft red winter","Average cash grain bids","Soft red winter Chicago, IL dollars per bushel","Chicago, IL","Dollars per bushel","2019/20","Feb",5.765
"No. 1 hard red winter (ordinary protein)","Average cash grain bids","No. 1 hard red winter (ordinary protein) Kansas City, MO dollars per bushel","Kansas City, MO","Dollars per bushel","2019/20","Feb",6.589
"No. 1 hard red winter (13% protein)","Average cash grain bids","No. 1 hard red winter (13% protein) Kansas City, MO dollars per bushel","Kansas City, MO","Dollars per bushel","2019/20","Feb",5.65
"No. 1 dark northern spring (14% protein)","Average cash grain bids","No. 1 dark northern spring (14% protein) Minneapolis, MN dollars per bushel","Minneapolis, MN","Dollars per bushel","2019/20","Feb",6.54
"No. 1 soft white ordinary","Average cash grain bids","No. 1 soft white ordinary Portland, OR dollars per bushel","Portland, OR","Dollars per bushel","2019/20","Feb",6.235
"No. 2 soft red winter","Average cash grain bids","No. 2 soft red winter St. Louis, MO dollars per bushel","St. Louis, MO","Dollars per bushel","2019/20","Feb",6.06
"No. 2 soft red winter","Average cash grain bids","No. 2 soft red winter St. Louis, MO dollars per bushel","St. Louis, MO","Dollars per bushel","2019/20","Jan",6.34
"Soft red winter","Average cash grain bids","Soft red winter Chicago, IL dollars per bushel","Chicago, IL","Dollars per bushel","2019/20","Jan",5.86
"No. 1 dark northern spring (14% protein)","Average cash grain bids","No. 1 dark northern spring (14% protein) Minneapolis, MN dollars per bushel","Minneapolis, MN","Dollars per bushel","2019/20","Jan",5.82
"No. 1 hard red winter (13% protein)","Average cash grain bids","No. 1 hard red winter (13% protein) Kansas City, MO dollars per bushel","Kansas City, MO","Dollars per bushel","2019/20","Jan",6.9
"No. 1 hard red winter (ordinary protein)","Average cash grain bids","No. 1 hard red winter (ordinary protein) Kansas City, MO dollars per bushel","Kansas City, MO","Dollars per bushel","2019/20","Jan",5.915
"No. 1 dark northern spring (13% protein)","Average cash grain bids","No. 1 dark northern spring (13% protein) Minneapolis, MN dollars per bushel","Minneapolis, MN","Dollars per bushel","2019/20","Jan",6.57
"No. 1 soft white ordinary","Average cash grain bids","No. 1 soft white ordinary Portland, OR dollars per bushel","Portland, OR","Dollars per bushel","2019/20","Jan",6.225
"No. 2 soft red winter","Average cash grain bids","No. 2 soft red winter Toledo, OH dollars per bushel","Toledo, OH","Dollars per bushel","2019/20","Jan",5.78
"No. 1 dark northern spring (14% protein)","Average cash grain bids","No. 1 dark northern spring (14% protein) Minneapolis, MN dollars per bushel","Minneapolis, MN","Dollars per bushel","2019/20","Jul",6.215
"No. 1 hard red winter (ordinary protein)","Average cash grain bids","No. 1 hard red winter (ordinary protein) Kansas City, MO dollars per bushel","Kansas City, MO","Dollars per bushel","2019/20","Jul",5.56
"No. 2 soft red winter","Average cash grain bids","No. 2 soft red winter St. Louis, MO dollars per bushel","St. Louis, MO","Dollars per bushel","2019/20","Jul",4.975
"No. 1 soft white ordinary","Average cash grain bids","No. 1 soft white ordinary Portland, OR dollars per bushel","Portland, OR","Dollars per bushel","2019/20","Jul",5.96
"No. 1 hard red winter (13% protein)","Average cash grain bids","No. 1 hard red winter (13% protein) Kansas City, MO dollars per bushel","Kansas City, MO","Dollars per bushel","2019/20","Jul",6.07
"No. 2 soft red winter","Average cash grain bids","No. 2 soft red winter Toledo, OH dollars per bushel","Toledo, OH","Dollars per bushel","2019/20","Jul",5.28
"Soft red winter","Average cash grain bids","Soft red winter Chicago, IL dollars per bushel","Chicago, IL","Dollars per bushel","2019/20","Jul",5.12
"No. 1 dark northern spring (13% protein)","Average cash grain bids","No. 1 dark northern spring (13% protein) Minneapolis, MN dollars per bushel","Minneapolis, MN","Dollars per bushel","2019/20","Jul",6.18
"No. 1 dark northern spring (13% protein)","Average cash grain bids","No. 1 dark northern spring (13% protein) Minneapolis, MN dollars per bushel","Minneapolis, MN","Dollars per bushel","2019/20","Jun",6.63
"No. 1 soft white ordinary","Average cash grain bids","No. 1 soft white ordinary Portland, OR dollars per bushel","Portland, OR","Dollars per bushel","2019/20","Jun",5.935
"No. 2 soft red winter","Average cash grain bids","No. 2 soft red winter Toledo, OH dollars per bushel","Toledo, OH","Dollars per bushel","2019/20","Jun",5.42
"No. 1 dark northern spring (14% protein)","Average cash grain bids","No. 1 dark northern spring (14% protein) Minneapolis, MN dollars per bushel","Minneapolis, MN","Dollars per bushel","2019/20","Jun",6.59
"Soft red winter","Average cash grain bids","Soft red winter Chicago, IL dollars per bushel","Chicago, IL","Dollars per bushel","2019/20","Jun",5.27
"No. 2 soft red winter","Average cash grain bids","No. 2 soft red winter St. Louis, MO dollars per bushel","St. Louis, MO","Dollars per bushel","2019/20","Jun",5.57
"No. 1 hard red winter (ordinary protein)","Average cash grain bids","No. 1 hard red winter (ordinary protein) Kansas City, MO dollars per bushel","Kansas City, MO","Dollars per bushel","2019/20","Jun",6.055
"No. 1 hard red winter (13% protein)","Average cash grain bids","No. 1 hard red winter (13% protein) Kansas City, MO dollars per bushel","Kansas City, MO","Dollars per bushel","2019/20","Jun",6.4
"No. 2 soft red winter","Average cash grain bids","No. 2 soft red winter Toledo, OH dollars per bushel","Toledo, OH","Dollars per bushel","2019/20","Mar",5.41
"No. 1 dark northern spring (13% protein)","Average cash grain bids","No. 1 dark northern spring (13% protein) Minneapolis, MN dollars per bushel","Minneapolis, MN","Dollars per bushel","2019/20","Mar",6.535
"Soft red winter","Average cash grain bids","Soft red winter Chicago, IL dollars per bushel","Chicago, IL","Dollars per bushel","2019/20","Mar",5.47
"No. 1 dark northern spring (14% protein)","Average cash grain bids","No. 1 dark northern spring (14% protein) Minneapolis, MN dollars per bushel","Minneapolis, MN","Dollars per bushel","2019/20","Mar",6.58
"No. 1 hard red winter (ordinary protein)","Average cash grain bids","No. 1 hard red winter (ordinary protein) Kansas City, MO dollars per bushel","Kansas City, MO","Dollars per bushel","2019/20","Mar",5.74
"No. 1 hard red winter (13% protein)","Average cash grain bids","No. 1 hard red winter (13% protein) Kansas City, MO dollars per bushel","Kansas City, MO","Dollars per bushel","2019/20","Mar",6.47
"No. 1 soft white ordinary","Average cash grain bids","No. 1 soft white ordinary Portland, OR dollars per bushel","Portland, OR","Dollars per bushel","2019/20","Mar",6.025
"No. 2 soft red winter","Average cash grain bids","No. 2 soft red winter St. Louis, MO dollars per bushel","St. Louis, MO","Dollars per bushel","2019/20","Mar",5.67
"No. 1 soft white ordinary","Average cash grain bids","No. 1 soft white ordinary Portland, OR dollars per bushel","Portland, OR","Dollars per bushel","2019/20","May",5.945
"No. 2 soft red winter","Average cash grain bids","No. 2 soft red winter Toledo, OH dollars per bushel","Toledo, OH","Dollars per bushel","2019/20","May",5.07
"No. 1 hard red winter (ordinary protein)","Average cash grain bids","No. 1 hard red winter (ordinary protein) Kansas City, MO dollars per bushel","Kansas City, MO","Dollars per bushel","2019/20","May",5.63
"No. 1 dark northern spring (13% protein)","Average cash grain bids","No. 1 dark northern spring (13% protein) Minneapolis, MN dollars per bushel","Minneapolis, MN","Dollars per bushel","2019/20","May",5.29
"No. 1 dark northern spring (14% protein)","Average cash grain bids","No. 1 dark northern spring (14% protein) Minneapolis, MN dollars per bushel","Minneapolis, MN","Dollars per bushel","2019/20","May",6.325
"Soft red winter","Average cash grain bids","Soft red winter Chicago, IL dollars per bushel","Chicago, IL","Dollars per bushel","2019/20","May",5.22
"No. 2 soft red winter","Average cash grain bids","No. 2 soft red winter St. Louis, MO dollars per bushel","St. Louis, MO","Dollars per bushel","2019/20","May",5.33
"No. 1 hard red winter (13% protein)","Average cash grain bids","No. 1 hard red winter (13% protein) Kansas City, MO dollars per bushel","Kansas City, MO","Dollars per bushel","2019/20","May",6.095
"No. 2 soft red winter","Average cash grain bids","No. 2 soft red winter Toledo, OH dollars per bushel","Toledo, OH","Dollars per bushel","2019/20","Nov",5.31
"Soft red winter","Average cash grain bids","Soft red winter Chicago, IL dollars per bushel","Chicago, IL","Dollars per bushel","2019/20","Nov",5.15
"No. 1 dark northern spring (13% protein)","Average cash grain bids","No. 1 dark northern spring (13% protein) Minneapolis, MN dollars per bushel","Minneapolis, MN","Dollars per bushel","2019/20","Nov",6.84
"No. 1 hard red winter (ordinary protein)","Average cash grain bids","No. 1 hard red winter (ordinary protein) Kansas City, MO dollars per bushel","Kansas City, MO","Dollars per bushel","2019/20","Nov",5.535
"No. 2 soft red winter","Average cash grain bids","No. 2 soft red winter St. Louis, MO dollars per bushel","St. Louis, MO","Dollars per bushel","2019/20","Nov",5.48
"No. 1 soft white ordinary","Average cash grain bids","No. 1 soft white ordinary Portland, OR dollars per bushel","Portland, OR","Dollars per bushel","2019/20","Nov",5.965
"No. 1 dark northern spring (14% protein)","Average cash grain bids","No. 1 dark northern spring (14% protein) Minneapolis, MN dollars per bushel","Minneapolis, MN","Dollars per bushel","2019/20","Nov",6.98
"No. 1 hard red winter (13% protein)","Average cash grain bids","No. 1 hard red winter (13% protein) Kansas City, MO dollars per bushel","Kansas City, MO","Dollars per bushel","2019/20","Nov",6.35
"Soft red winter","Average cash grain bids","Soft red winter Chicago, IL dollars per bushel","Chicago, IL","Dollars per bushel","2019/20","Oct",5.05
"No. 2 soft red winter","Average cash grain bids","No. 2 soft red winter Toledo, OH dollars per bushel","Toledo, OH","Dollars per bushel","2019/20","Oct",5.26
"No. 1 hard red winter (13% protein)","Average cash grain bids","No. 1 hard red winter (13% protein) Kansas City, MO dollars per bushel","Kansas City, MO","Dollars per bushel","2019/20","Oct",6.255
"No. 2 soft red winter","Average cash grain bids","No. 2 soft red winter St. Louis, MO dollars per bushel","St. Louis, MO","Dollars per bushel","2019/20","Oct",4.95
"No. 1 hard red winter (ordinary protein)","Average cash grain bids","No. 1 hard red winter (ordinary protein) Kansas City, MO dollars per bushel","Kansas City, MO","Dollars per bushel","2019/20","Oct",5.235
"No. 1 soft white ordinary","Average cash grain bids","No. 1 soft white ordinary Portland, OR dollars per bushel","Portland, OR","Dollars per bushel","2019/20","Oct",5.99
"No. 1 dark northern spring (13% protein)","Average cash grain bids","No. 1 dark northern spring (13% protein) Minneapolis, MN dollars per bushel","Minneapolis, MN","Dollars per bushel","2019/20","Oct",6.355
"No. 1 dark northern spring (14% protein)","Average cash grain bids","No. 1 dark northern spring (14% protein) Minneapolis, MN dollars per bushel","Minneapolis, MN","Dollars per bushel","2019/20","Oct",6.535
"No. 1 dark northern spring (14% protein)","Average cash grain bids","No. 1 dark northern spring (14% protein) Minneapolis, MN dollars per bushel","Minneapolis, MN","Dollars per bushel","2019/20","Sep",6.24
"No. 1 dark northern spring (13% protein)","Average cash grain bids","No. 1 dark northern spring (13% protein) Minneapolis, MN dollars per bushel","Minneapolis, MN","Dollars per bushel","2019/20","Sep",6.12
"No. 1 hard red winter (ordinary protein)","Average cash grain bids","No. 1 hard red winter (ordinary protein) Kansas City, MO dollars per bushel","Kansas City, MO","Dollars per bushel","2019/20","Sep",5.005
"No. 1 hard red winter (13% protein)","Average cash grain bids","No. 1 hard red winter (13% protein) Kansas City, MO dollars per bushel","Kansas City, MO","Dollars per bushel","2019/20","Sep",5.845
"No. 1 soft white ordinary","Average cash grain bids","No. 1 soft white ordinary Portland, OR dollars per bushel","Portland, OR","Dollars per bushel","2019/20","Sep",5.83
"No. 2 soft red winter","Average cash grain bids","No. 2 soft red winter St. Louis, MO dollars per bushel","St. Louis, MO","Dollars per bushel","2019/20","Sep",4.81
"No. 2 soft red winter","Average cash grain bids","No. 2 soft red winter Toledo, OH dollars per bushel","Toledo, OH","Dollars per bushel","2019/20","Sep",4.99
"Soft red winter","Average cash grain bids","Soft red winter Chicago, IL dollars per bushel","Chicago, IL","Dollars per bushel","2019/20","Sep",4.76
"No. 1 hard red winter (13% protein)","Average cash grain bids","No. 1 hard red winter (13% protein) Kansas City, MO dollars per bushel","Kansas City, MO","Dollars per bushel","2019/20","Simple average",6.23166666666667
"No. 2 soft red winter","Average cash grain bids","No. 2 soft red winter St. Louis, MO dollars per bushel","St. Louis, MO","Dollars per bushel","2019/20","Simple average",5.4575
"No. 1 soft white ordinary","Average cash grain bids","No. 1 soft white ordinary Portland, OR dollars per bushel","Portland, OR","Dollars per bushel","2019/20","Simple average",5.99083333333333
"No. 1 dark northern spring (14% protein)","Average cash grain bids","No. 1 dark northern spring (14% protein) Minneapolis, MN dollars per bushel","Minneapolis, MN","Dollars per bushel","2019/20","Simple average",6.39166666666667
"No. 1 hard red winter (ordinary protein)","Average cash grain bids","No. 1 hard red winter (ordinary protein) Kansas City, MO dollars per bushel","Kansas City, MO","Dollars per bushel","2019/20","Simple average",5.65991666666667
"No. 1 dark northern spring (13% protein)","Average cash grain bids","No. 1 dark northern spring (13% protein) Minneapolis, MN dollars per bushel","Minneapolis, MN","Dollars per bushel","2019/20","Simple average",6.2975
"Soft red winter","Average cash grain bids","Soft red winter Chicago, IL dollars per bushel","Chicago, IL","Dollars per bushel","2019/20","Simple average",5.28166666666667
"No. 2 soft red winter","Average cash grain bids","No. 2 soft red winter Toledo, OH dollars per bushel","Toledo, OH","Dollars per bushel","2019/20","Simple average",5.33458333333333
"No. 2 soft red winter","Average cash grain bids","No. 2 soft red winter Toledo, OH dollars per bushel","Toledo, OH","Dollars per bushel","2020/21","Apr",6.71
"Soft red winter","Average cash grain bids","Soft red winter Chicago, IL dollars per bushel","Chicago, IL","Dollars per bushel","2020/21","Apr",6.84
"No. 1 dark northern spring (13% protein)","Average cash grain bids","No. 1 dark northern spring (13% protein) Minneapolis, MN dollars per bushel","Minneapolis, MN","Dollars per bushel","2020/21","Apr",8.1
"No. 1 hard red winter (ordinary protein)","Average cash grain bids","No. 1 hard red winter (ordinary protein) Kansas City, MO dollars per bushel","Kansas City, MO","Dollars per bushel","2020/21","Apr",7.52
"No. 1 dark northern spring (14% protein)","Average cash grain bids","No. 1 dark northern spring (14% protein) Minneapolis, MN dollars per bushel","Minneapolis, MN","Dollars per bushel","2020/21","Apr",8
"No. 1 hard red winter (13% protein)","Average cash grain bids","No. 1 hard red winter (13% protein) Kansas City, MO dollars per bushel","Kansas City, MO","Dollars per bushel","2020/21","Apr",7.68
"No. 1 soft white ordinary","Average cash grain bids","No. 1 soft white ordinary Portland, OR dollars per bushel","Portland, OR","Dollars per bushel","2020/21","Apr",6.81
"No. 2 soft red winter","Average cash grain bids","No. 2 soft red winter St. Louis, MO dollars per bushel","St. Louis, MO","Dollars per bushel","2020/21","Apr",6.94
"Soft red winter","Average cash grain bids","Soft red winter Chicago, IL dollars per bushel","Chicago, IL","Dollars per bushel","2020/21","Aug",5.12
"No. 1 dark northern spring (13% protein)","Average cash grain bids","No. 1 dark northern spring (13% protein) Minneapolis, MN dollars per bushel","Minneapolis, MN","Dollars per bushel","2020/21","Aug",5.8
"No. 1 soft white max 10.5% protein","Average cash grain bids","No. 1 soft white max 10.5% protein Portland, OR dollars per bushel","Portland, OR","Dollars per bushel","2020/21","Aug",5.39
"No. 2 soft red winter","Average cash grain bids","No. 2 soft red winter Toledo, OH dollars per bushel","Toledo, OH","Dollars per bushel","2020/21","Aug",5.14
"No. 2 soft red winter","Average cash grain bids","No. 2 soft red winter St. Louis, MO dollars per bushel","St. Louis, MO","Dollars per bushel","2020/21","Aug",5.34
"No. 1 soft white ordinary","Average cash grain bids","No. 1 soft white ordinary Portland, OR dollars per bushel","Portland, OR","Dollars per bushel","2020/21","Aug",5.34
"No. 1 hard red winter (13% protein)","Average cash grain bids","No. 1 hard red winter (13% protein) Kansas City, MO dollars per bushel","Kansas City, MO","Dollars per bushel","2020/21","Aug",5.71
"No. 1 hard red winter (ordinary protein)","Average cash grain bids","No. 1 hard red winter (ordinary protein) Kansas City, MO dollars per bushel","Kansas City, MO","Dollars per bushel","2020/21","Aug",5.24
"No. 1 dark northern spring (14% protein)","Average cash grain bids","No. 1 dark northern spring (14% protein) Minneapolis, MN dollars per bushel","Minneapolis, MN","Dollars per bushel","2020/21","Aug",6.2
"No. 2 soft red winter","Average cash grain bids","No. 2 soft red winter Toledo, OH dollars per bushel","Toledo, OH","Dollars per bushel","2020/21","Dec",5.95
"Soft red winter","Average cash grain bids","Soft red winter Chicago, IL dollars per bushel","Chicago, IL","Dollars per bushel","2020/21","Dec",5.93
"No. 1 hard red winter (ordinary protein)","Average cash grain bids","No. 1 hard red winter (ordinary protein) Kansas City, MO dollars per bushel","Kansas City, MO","Dollars per bushel","2020/21","Dec",6.61
"No. 1 dark northern spring (14% protein)","Average cash grain bids","No. 1 dark northern spring (14% protein) Minneapolis, MN dollars per bushel","Minneapolis, MN","Dollars per bushel","2020/21","Dec",6.84
"No. 1 soft white max 10.5% protein","Average cash grain bids","No. 1 soft white max 10.5% protein Portland, OR dollars per bushel","Portland, OR","Dollars per bushel","2020/21","Dec",6.26
"No. 1 soft white ordinary","Average cash grain bids","No. 1 soft white ordinary Portland, OR dollars per bushel","Portland, OR","Dollars per bushel","2020/21","Dec",6.34
"No. 2 soft red winter","Average cash grain bids","No. 2 soft red winter St. Louis, MO dollars per bushel","St. Louis, MO","Dollars per bushel","2020/21","Dec",6.3
"No. 1 hard red winter (13% protein)","Average cash grain bids","No. 1 hard red winter (13% protein) Kansas City, MO dollars per bushel","Kansas City, MO","Dollars per bushel","2020/21","Dec",7.13
"No. 1 soft white ordinary","Average cash grain bids","No. 1 soft white ordinary Portland, OR dollars per bushel","Portland, OR","Dollars per bushel","2020/21","Feb",7.26
