Commodity_Desc,Commodity_Desc2,Attribute_Desc,Attribute_Desc2,Geography_Desc,Unit_Desc,Calendar_Year,Timeperiod_Desc,Amount
"Durum","Semolina and durum flour","Production","Semolina and durum flour production","United States","1,000 cwt","1997","CY Jan-Dec",29476
"Durum","Durum millfeed","Production","Durum millfeed production","United States","1,000 tons","1997","CY Jan-Dec",466.09
"Durum","Durum millfeed","Production","Durum millfeed production","United States","1,000 tons","1998","CY Jan-Dec",399.05
"Durum","Semolina and durum flour","Production","Semolina and durum flour production","United States","1,000 cwt","1998","CY Jan-Dec",27056
"Durum","Semolina and durum flour","Extraction rate","Semolina and durum flour extraction rate","United States","percent","1998","CY Jan-Dec",77.2212232782487
"Durum","Durum wheat ground for semolina and durum flour","Production","Durum wheat ground for semolina and durum flour","United States","1,000 bushels","1998","CY Jan-Dec",58395
"Durum","Durum wheat ground for semolina and durum flour","Production","Durum wheat ground for semolina and durum flour","United States","1,000 bushels","1999","CY Jan-Dec",56314
"Durum","Semolina and durum flour","Extraction rate","Semolina and durum flour extraction rate","United States","percent","1999","CY Jan-Dec",77.2040108439583
"Durum","Semolina and durum flour","Production","Semolina and durum flour production","United States","1,000 cwt","1999","CY Jan-Dec",26086
"Durum","Durum millfeed","Production","Durum millfeed production","United States","1,000 tons","1999","CY Jan-Dec",385.12
"Durum","Durum millfeed","Production","Durum millfeed production","United States","1,000 tons","2000","CY Jan-Dec",503.16
"Durum","Semolina and durum flour","Production","Semolina and durum flour production","United States","1,000 cwt","2000","CY Jan-Dec",31749
"Durum","Semolina and durum flour","Extraction rate","Semolina and durum flour extraction rate","United States","percent","2000","CY Jan-Dec",75.9323833713605
"Durum","Durum wheat ground for semolina and durum flour","Production","Durum wheat ground for semolina and durum flour","United States","1,000 bushels","2000","CY Jan-Dec",69687
"Durum","Durum wheat ground for semolina and durum flour","Production","Durum wheat ground for semolina and durum flour","United States","1,000 bushels","2001","CY Jan-Dec",73435
"Durum","Semolina and durum flour","Extraction rate","Semolina and durum flour extraction rate","United States","percent","2001","CY Jan-Dec",74.7372960214249
"Durum","Semolina and durum flour","Production","Semolina and durum flour production","United States","1,000 cwt","2001","CY Jan-Dec",32930
"Durum","Durum millfeed","Production","Durum millfeed production","United States","1,000 tons","2001","CY Jan-Dec",556.55
"Durum","Durum millfeed","Production","Durum millfeed production","United States","1,000 tons","2002","CY Jan-Dec",528.11
"Durum","Semolina and durum flour","Production","Semolina and durum flour production","United States","1,000 cwt","2002","CY Jan-Dec",32411
"Durum","Semolina and durum flour","Extraction rate","Semolina and durum flour extraction rate","United States","percent","2002","CY Jan-Dec",75.4214254465574
"Durum","Durum wheat ground for semolina and durum flour","Production","Durum wheat ground for semolina and durum flour","United States","1,000 bushels","2002","CY Jan-Dec",71622
"Durum","Durum wheat ground for semolina and durum flour","Production","Durum wheat ground for semolina and durum flour","United States","1,000 bushels","2003","CY Jan-Dec",64294
"Durum","Semolina and durum flour","Extraction rate","Semolina and durum flour extraction rate","United States","percent","2003","CY Jan-Dec",76.9667465082278
"Durum","Semolina and durum flour","Production","Semolina and durum flour production","United States","1,000 cwt","2003","CY Jan-Dec",29691
"Durum","Durum millfeed","Production","Durum millfeed production","United States","1,000 tons","2003","CY Jan-Dec",444.27
"Durum","Durum millfeed","Production","Durum millfeed production","United States","1,000 tons","2004","CY Jan-Dec",463.15
"Durum","Semolina and durum flour","Production","Semolina and durum flour production","United States","1,000 cwt","2004","CY Jan-Dec",26959
"Durum","Semolina and durum flour","Extraction rate","Semolina and durum flour extraction rate","United States","percent","2004","CY Jan-Dec",74.4271437248081
"Durum","Durum wheat ground for semolina and durum flour","Production","Durum wheat ground for semolina and durum flour","United States","1,000 bushels","2004","CY Jan-Dec",60370
"Durum","Durum wheat ground for semolina and durum flour","Production","Durum wheat ground for semolina and durum flour","United States","1,000 bushels","2005","CY Jan-Dec",67807
"Durum","Semolina and durum flour","Extraction rate","Semolina and durum flour extraction rate","United States","percent","2005","CY Jan-Dec",75.5305499432212
"Durum","Semolina and durum flour","Production","Semolina and durum flour production","United States","1,000 cwt","2005","CY Jan-Dec",30729
"Durum","Durum millfeed","Production","Durum millfeed production","United States","1,000 tons","2005","CY Jan-Dec",497.76
"Durum","Durum millfeed","Production","Durum millfeed production","United States","1,000 tons","2006","CY Jan-Dec",610.75
"Durum","Semolina and durum flour","Production","Semolina and durum flour production","United States","1,000 cwt","2006","CY Jan-Dec",31948
"Durum","Semolina and durum flour","Extraction rate","Semolina and durum flour extraction rate","United States","percent","2006","CY Jan-Dec",72.3411000158504
"Durum","Durum wheat ground for semolina and durum flour","Production","Durum wheat ground for semolina and durum flour","United States","1,000 bushels","2006","CY Jan-Dec",73605
"Durum","Durum wheat ground for semolina and durum flour","Production","Durum wheat ground for semolina and durum flour","United States","1,000 bushels","2007","CY Jan-Dec",75115
"Durum","Semolina and durum flour","Extraction rate","Semolina and durum flour extraction rate","United States","percent","2007","CY Jan-Dec",72.7861723135636
"Durum","Semolina and durum flour","Production","Semolina and durum flour production","United States","1,000 cwt","2007","CY Jan-Dec",32804
"Durum","Durum millfeed","Production","Durum millfeed production","United States","1,000 tons","2007","CY Jan-Dec",613.25
"Durum","Durum millfeed","Production","Durum millfeed production","United States","1,000 tons","2008","CY Jan-Dec",502.52
"Durum","Semolina and durum flour","Production","Semolina and durum flour production","United States","1,000 cwt","2008","CY Jan-Dec",30911
"Durum","Semolina and durum flour","Extraction rate","Semolina and durum flour extraction rate","United States","percent","2008","CY Jan-Dec",75.4637292670661
"Durum","Durum wheat ground for semolina and durum flour","Production","Durum wheat ground for semolina and durum flour","United States","1,000 bushels","2008","CY Jan-Dec",68269
"Durum","Durum wheat ground for semolina and durum flour","Production","Durum wheat ground for semolina and durum flour","United States","1,000 bushels","2009","CY Jan-Dec",70617
"Durum","Semolina and durum flour","Extraction rate","Semolina and durum flour extraction rate","United States","percent","2009","CY Jan-Dec",74.5051946887199
"Durum","Semolina and durum flour","Production","Semolina and durum flour production","United States","1,000 cwt","2009","CY Jan-Dec",31568
"Durum","Durum millfeed","Production","Durum millfeed production","United States","1,000 tons","2009","CY Jan-Dec",540.11
"Durum","Durum millfeed","Production","Durum millfeed production","United States","1,000 tons","2010","CY Jan-Dec",527.9
"Durum","Semolina and durum flour","Production","Semolina and durum flour production","United States","1,000 cwt","2010","CY Jan-Dec",32747
"Durum","Semolina and durum flour","Extraction rate","Semolina and durum flour extraction rate","United States","percent","2010","CY Jan-Dec",75.6194434822769
"Durum","Durum wheat ground for semolina and durum flour","Production","Durum wheat ground for semolina and durum flour","United States","1,000 bushels","2010","CY Jan-Dec",72175
"Durum","Durum wheat ground for semolina and durum flour","Production","Durum wheat ground for semolina and durum flour","United States","1,000 bushels","2015","CY Jan-Dec",65036
"Durum","Semolina and durum flour","Extraction rate","Semolina and durum flour extraction rate","United States","percent","2015","CY Jan-Dec",77.8901941488816
"Durum","Semolina and durum flour","Production","Semolina and durum flour production","United States","1,000 cwt","2015","CY Jan-Dec",30394
"Durum","Durum millfeed","Production","Durum millfeed production","United States","1,000 tons","2015","CY Jan-Dec",431.38
"Durum","Durum millfeed","Production","Durum millfeed production","United States","1,000 tons","2016","CY Jan-Dec",435.45
"Durum","Semolina and durum flour","Production","Semolina and durum flour production","United States","1,000 cwt","2016","CY Jan-Dec",31338
"Durum","Semolina and durum flour","Extraction rate","Semolina and durum flour extraction rate","United States","percent","2016","CY Jan-Dec",78.2530526631208
"Durum","Durum wheat ground for semolina and durum flour","Production","Durum wheat ground for semolina and durum flour","United States","1,000 bushels","2016","CY Jan-Dec",66745
"Durum","Durum wheat ground for semolina and durum flour","Production","Durum wheat ground for semolina and durum flour","United States","1,000 bushels","2017","CY Jan-Dec",66374
"Durum","Semolina and durum flour","Extraction rate","Semolina and durum flour extraction rate","United States","percent","2017","CY Jan-Dec",79.8480328642742
"Durum","Semolina and durum flour","Production","Semolina and durum flour production","United States","1,000 cwt","2017","CY Jan-Dec",31799
"Durum","Durum millfeed","Production","Durum millfeed production","United States","1,000 tons","2017","CY Jan-Dec",401.27
"Durum","Durum millfeed","Production","Durum millfeed production","United States","1,000 tons","2018","CY Jan-Dec",415.03
"Durum","Semolina and durum flour","Production","Semolina and durum flour production","United States","1,000 cwt","2018","CY Jan-Dec",31951
"Durum","Semolina and durum flour","Extraction rate","Semolina and durum flour extraction rate","United States","percent","2018","CY Jan-Dec",79.3782110524799
"Durum","Durum wheat ground for semolina and durum flour","Production","Durum wheat ground for semolina and durum flour","United States","1,000 bushels","2018","CY Jan-Dec",67086
"Durum","Durum wheat ground for semolina and durum flour","Production","Durum wheat ground for semolina and durum flour","United States","1,000 bushels","2019","CY Jan-Dec",66450
"Durum","Semolina and durum flour","Extraction rate","Semolina and durum flour extraction rate","United States","percent","2019","CY Jan-Dec",79.0870328567845
"Durum","Semolina and durum flour","Production","Semolina and durum flour production","United States","1,000 cwt","2019","CY Jan-Dec",31532
"Durum","Durum millfeed","Production","Durum millfeed production","United States","1,000 tons","2019","CY Jan-Dec",416.9
"Durum","Durum millfeed","Production","Durum millfeed production","United States","1,000 tons","2020","CY Jan-Dec",456.73
"Durum","Semolina and durum flour","Production","Semolina and durum flour production","United States","1,000 cwt","2020","CY Jan-Dec",33802
"Durum","Semolina and durum flour","Extraction rate","Semolina and durum flour extraction rate","United States","percent","2020","CY Jan-Dec",78.7253764853295
"Durum","Durum wheat ground for semolina and durum flour","Production","Durum wheat ground for semolina and durum flour","United States","1,000 bushels","2020","CY Jan-Dec",71561
"Durum","Durum wheat ground for semolina and durum flour","Production","Durum wheat ground for semolina and durum flour","United States","1,000 bushels","2021","CY Jan-Dec",64120
"Durum","Semolina and durum flour","Extraction rate","Semolina and durum flour extraction rate","United States","percent","2021","CY Jan-Dec",78.4466625077979
"Durum","Semolina and durum flour","Production","Semolina and durum flour production","United States","1,000 cwt","2021","CY Jan-Dec",30180
"Durum","Durum millfeed","Production","Durum millfeed production","United States","1,000 tons","2021","CY Jan-Dec",414.6
"Durum","Durum millfeed","Production","Durum millfeed production","United States","1,000 tons","2022","CY Jan-Dec",377.3
"Durum","Semolina and durum flour","Production","Semolina and durum flour production","United States","1,000 cwt","2022","CY Jan-Dec",30629
"Durum","Semolina and durum flour","Extraction rate","Semolina and durum flour extraction rate","United States","percent","2022","CY Jan-Dec",80.2331368696791
"Durum","Durum wheat ground for semolina and durum flour","Production","Durum wheat ground for semolina and durum flour","United States","1,000 bushels","2022","CY Jan-Dec",63625
"Durum","Durum wheat ground for semolina and durum flour","Production","Durum wheat ground for semolina and durum flour","United States","1,000 bushels","2023","CY Jan-Dec",64820
"Durum","Semolina and durum flour","Extraction rate","Semolina and durum flour extraction rate","United States","percent","2023","CY Jan-Dec",79.4636429085673
"Durum","Semolina and durum flour","Production","Semolina and durum flour production","United States","1,000 cwt","2023","CY Jan-Dec",30905
"Durum","Durum millfeed","Production","Durum millfeed production","United States","1,000 tons","2023","CY Jan-Dec",399.35
"Durum","Durum millfeed","Production","Durum millfeed production","United States","1,000 tons","2024","CY Jan-Dec",384.09
"Durum","Semolina and durum flour","Production","Semolina and durum flour production","United States","1,000 cwt","2024","CY Jan-Dec",31506
"Durum","Semolina and durum flour","Extraction rate","Semolina and durum flour extraction rate","United States","percent","2024","CY Jan-Dec",80.3974706413731
"Durum","Durum wheat ground for semolina and durum flour","Production","Durum wheat ground for semolina and durum flour","United States","1,000 bushels","2024","CY Jan-Dec",65313
"Durum","Durum wheat ground for semolina and durum flour","Production","Durum wheat ground for semolina and durum flour","United States","1,000 bushels","2025","CY Jan-Dec",49926
"Durum","Semolina and durum flour","Extraction rate","Semolina and durum flour extraction rate","United States","percent","2025","CY Jan-Dec",79.3541107505775
"Durum","Semolina and durum flour","Production","Semolina and durum flour production","United States","1,000 cwt","2025","CY Jan-Dec",23771
"Durum","Durum millfeed","Production","Durum millfeed production","United States","1,000 tons","2025","CY Jan-Dec",309.23
"Durum","Semolina and durum flour exports","Qty, Exports","Semolina and durum flour exports","World","1,000 cwt","1990","CY Jan-Dec",39.075149840694
"Durum","Durum pasta and couscous","Qty, Exports","Durum pasta and couscous exports","World","1,000 cwt","1990","CY Jan-Dec",179.375524314162
"Durum","Semolina, durum flour, pasta, and couscous imports","Qty, Imports","Semolina, durum flour, pasta, and couscous imports","World","1,000 cwt","1990","CY Jan-Dec",2443.71753214182
"Durum","Semolina and durum flour","Total supply","Semolina and durum flour total supply","United States","1,000 cwt","1990","CY Jan-Dec",28679.7175321418
"Durum","Semolina and durum flour","Domestic disappearance","Semolina and durum flour domestic disappearance","United States","1,000 cwt","1990","CY Jan-Dec",28461.266857987
"Durum","Semolina and durum flour","Per capita disappearance","Semolina and durum flour per capita disappearance","United States","pounds","1990","CY Jan-Dec",11.3762703234806
"Durum","Semolina and durum flour","Per capita disappearance","Semolina and durum flour per capita disappearance","United States","pounds","1991","CY Jan-Dec",10.9976461297725
"Durum","Semolina and durum flour","Domestic disappearance","Semolina and durum flour domestic disappearance","United States","1,000 cwt","1991","CY Jan-Dec",27882.3322328122
"Durum","Semolina and durum flour","Total supply","Semolina and durum flour total supply","United States","1,000 cwt","1991","CY Jan-Dec",28305.5506350475
"Durum","Semolina, durum flour, pasta, and couscous imports","Qty, Imports","Semolina, durum flour, pasta, and couscous imports","World","1,000 cwt","1991","CY Jan-Dec",2692.55063504745
"Durum","Durum pasta and couscous","Qty, Exports","Durum pasta and couscous exports","World","1,000 cwt","1991","CY Jan-Dec",294.66081776334
"Durum","Semolina and durum flour exports","Qty, Exports","Semolina and durum flour exports","World","1,000 cwt","1991","CY Jan-Dec",128.557584471924
"Durum","Semolina and durum flour exports","Qty, Exports","Semolina and durum flour exports","World","1,000 cwt","1992","CY Jan-Dec",187.857523166724
"Durum","Durum pasta and couscous","Qty, Exports","Durum pasta and couscous exports","World","1,000 cwt","1992","CY Jan-Dec",450.962541483642
"Durum","Semolina, durum flour, pasta, and couscous imports","Qty, Imports","Semolina, durum flour, pasta, and couscous imports","World","1,000 cwt","1992","CY Jan-Dec",2986.04056892944
"Durum","Semolina and durum flour","Total supply","Semolina and durum flour total supply","United States","1,000 cwt","1992","CY Jan-Dec",34891.0405689294
"Durum","Semolina and durum flour","Domestic disappearance","Semolina and durum flour domestic disappearance","United States","1,000 cwt","1992","CY Jan-Dec",34252.2205042791
"Durum","Semolina and durum flour","Per capita disappearance","Semolina and durum flour per capita disappearance","United States","pounds","1992","CY Jan-Dec",13.3317584731082
"Durum","Semolina and durum flour","Per capita disappearance","Semolina and durum flour per capita disappearance","United States","pounds","1993","CY Jan-Dec",13.5692934189974
"Durum","Semolina and durum flour","Domestic disappearance","Semolina and durum flour domestic disappearance","United States","1,000 cwt","1993","CY Jan-Dec",35318.4282968348
"Durum","Semolina and durum flour","Total supply","Semolina and durum flour total supply","United States","1,000 cwt","1993","CY Jan-Dec",35877.6110218139
"Durum","Semolina, durum flour, pasta, and couscous imports","Qty, Imports","Semolina, durum flour, pasta, and couscous imports","World","1,000 cwt","1993","CY Jan-Dec",3389.61102181389
"Durum","Durum pasta and couscous","Qty, Exports","Durum pasta and couscous exports","World","1,000 cwt","1993","CY Jan-Dec",403.784874478524
"Durum","Semolina and durum flour exports","Qty, Exports","Semolina and durum flour exports","World","1,000 cwt","1993","CY Jan-Dec",155.397850500528
"Durum","Semolina and durum flour exports","Qty, Exports","Semolina and durum flour exports","World","1,000 cwt","1994","CY Jan-Dec",105.354328438992
"Durum","Durum pasta and couscous","Qty, Exports","Durum pasta and couscous exports","World","1,000 cwt","1994","CY Jan-Dec",551.90599330191
"Durum","Semolina, durum flour, pasta, and couscous imports","Qty, Imports","Semolina, durum flour, pasta, and couscous imports","World","1,000 cwt","1994","CY Jan-Dec",4330.29020425112
"Durum","Semolina and durum flour","Total supply","Semolina and durum flour total supply","United States","1,000 cwt","1994","CY Jan-Dec",36961.2902042511
"Durum","Semolina and durum flour","Domestic disappearance","Semolina and durum flour domestic disappearance","United States","1,000 cwt","1994","CY Jan-Dec",36304.0298825102
"Durum","Semolina and durum flour","Per capita disappearance","Semolina and durum flour per capita disappearance","United States","pounds","1994","CY Jan-Dec",13.7799737649732
"Durum","Semolina and durum flour","Per capita disappearance","Semolina and durum flour per capita disappearance","United States","pounds","1995","CY Jan-Dec",13.0565154564539
"Durum","Semolina and durum flour","Domestic disappearance","Semolina and durum flour domestic disappearance","United States","1,000 cwt","1995","CY Jan-Dec",34807.1034250512
"Durum","Semolina and durum flour","Total supply","Semolina and durum flour total supply","United States","1,000 cwt","1995","CY Jan-Dec",35525.6212801246
"Durum","Semolina, durum flour, pasta, and couscous imports","Qty, Imports","Semolina, durum flour, pasta, and couscous imports","World","1,000 cwt","1995","CY Jan-Dec",4561.62128012459
"Durum","Durum pasta and couscous","Qty, Exports","Durum pasta and couscous exports","World","1,000 cwt","1995","CY Jan-Dec",562.88953332624
"Durum","Semolina and durum flour exports","Qty, Exports","Semolina and durum flour exports","World","1,000 cwt","1995","CY Jan-Dec",155.628321747132
"Durum","Semolina and durum flour exports","Qty, Exports","Semolina and durum flour exports","World","1,000 cwt","1996","CY Jan-Dec",174.3900569052
"Durum","Durum pasta and couscous","Qty, Exports","Durum pasta and couscous exports","World","1,000 cwt","1996","CY Jan-Dec",568.774266293742
"Durum","Semolina, durum flour, pasta, and couscous imports","Qty, Imports","Semolina, durum flour, pasta, and couscous imports","World","1,000 cwt","1996","CY Jan-Dec",4556.60138973835
"Durum","Semolina and durum flour","Total supply","Semolina and durum flour total supply","United States","1,000 cwt","1996","CY Jan-Dec",37179.6013897384
"Durum","Semolina and durum flour","Domestic disappearance","Semolina and durum flour domestic disappearance","United States","1,000 cwt","1996","CY Jan-Dec",36436.4370665394
"Durum","Semolina and durum flour","Per capita disappearance","Semolina and durum flour per capita disappearance","United States","pounds","1996","CY Jan-Dec",13.5092865281518
"Durum","Semolina and durum flour","Per capita disappearance","Semolina and durum flour per capita disappearance","United States","pounds","1997","CY Jan-Dec",12.3072203531729
"Durum","Semolina and durum flour","Domestic disappearance","Semolina and durum flour domestic disappearance","United States","1,000 cwt","1997","CY Jan-Dec",33593.5425316136
"Durum","Semolina and durum flour","Total supply","Semolina and durum flour total supply","United States","1,000 cwt","1997","CY Jan-Dec",34638.6399509154
"Durum","Semolina, durum flour, pasta, and couscous imports","Qty, Imports","Semolina, durum flour, pasta, and couscous imports","World","1,000 cwt","1997","CY Jan-Dec",5162.63995091538
"Durum","Durum pasta and couscous","Qty, Exports","Durum pasta and couscous exports","World","1,000 cwt","1997","CY Jan-Dec",893.140940587392
"Durum","Semolina and durum flour exports","Qty, Exports","Semolina and durum flour exports","World","1,000 cwt","1997","CY Jan-Dec",151.95647871438
"Durum","Semolina and durum flour exports","Qty, Exports","Semolina and durum flour exports","World","1,000 cwt","1998","CY Jan-Dec",137.668804660752
"Durum","Durum pasta and couscous","Qty, Exports","Durum pasta and couscous exports","World","1,000 cwt","1998","CY Jan-Dec",1037.22748982165
"Durum","Semolina, durum flour, pasta, and couscous imports","Qty, Imports","Semolina, durum flour, pasta, and couscous imports","World","1,000 cwt","1998","CY Jan-Dec",5539.42888655427
"Durum","Semolina and durum flour","Total supply","Semolina and durum flour total supply","United States","1,000 cwt","1998","CY Jan-Dec",32595.4288865543
"Durum","Semolina and durum flour","Domestic disappearance","Semolina and durum flour domestic disappearance","United States","1,000 cwt","1998","CY Jan-Dec",31420.5325920719
"Durum","Semolina and durum flour","Per capita disappearance","Semolina and durum flour per capita disappearance","United States","pounds","1998","CY Jan-Dec",11.3779023994119
"Durum","Semolina and durum flour","Per capita disappearance","Semolina and durum flour per capita disappearance","United States","pounds","1999","CY Jan-Dec",10.6868644682927
"Durum","Semolina and durum flour","Domestic disappearance","Semolina and durum flour domestic disappearance","United States","1,000 cwt","1999","CY Jan-Dec",29851.4047819926
"Durum","Semolina and durum flour","Total supply","Semolina and durum flour total supply","United States","1,000 cwt","1999","CY Jan-Dec",31234.6066285804
"Durum","Semolina, durum flour, pasta, and couscous imports","Qty, Imports","Semolina, durum flour, pasta, and couscous imports","World","1,000 cwt","1999","CY Jan-Dec",5148.60662858035
"Durum","Durum pasta and couscous","Qty, Exports","Durum pasta and couscous exports","World","1,000 cwt","1999","CY Jan-Dec",1195.72479718929
"Durum","Semolina and durum flour exports","Qty, Exports","Semolina and durum flour exports","World","1,000 cwt","1999","CY Jan-Dec",187.477049398416
"Durum","Semolina and durum flour exports","Qty, Exports","Semolina and durum flour exports","World","1,000 cwt","2000","CY Jan-Dec",268.457952220848
"Durum","Durum pasta and couscous","Qty, Exports","Durum pasta and couscous exports","World","1,000 cwt","2000","CY Jan-Dec",1110.37823455566
"Durum","Semolina, durum flour, pasta, and couscous imports","Qty, Imports","Semolina, durum flour, pasta, and couscous imports","World","1,000 cwt","2000","CY Jan-Dec",5285.6671514103
"Durum","Semolina and durum flour","Total supply","Semolina and durum flour total supply","United States","1,000 cwt","2000","CY Jan-Dec",37034.6671514103
"Durum","Semolina and durum flour","Domestic disappearance","Semolina and durum flour domestic disappearance","United States","1,000 cwt","2000","CY Jan-Dec",35655.8309646338
"Durum","Semolina and durum flour","Per capita disappearance","Semolina and durum flour per capita disappearance","United States","pounds","2000","CY Jan-Dec",12.6260918861443
"Durum","Semolina and durum flour","Per capita disappearance","Semolina and durum flour per capita disappearance","United States","pounds","2001","CY Jan-Dec",13.0034354146639
"Durum","Semolina and durum flour","Domestic disappearance","Semolina and durum flour domestic disappearance","United States","1,000 cwt","2001","CY Jan-Dec",37089.0486614751
"Durum","Semolina and durum flour","Total supply","Semolina and durum flour total supply","United States","1,000 cwt","2001","CY Jan-Dec",38550.0344656068
"Durum","Semolina, durum flour, pasta, and couscous imports","Qty, Imports","Semolina, durum flour, pasta, and couscous imports","World","1,000 cwt","2001","CY Jan-Dec",5620.03446560678
"Durum","Durum pasta and couscous","Qty, Exports","Durum pasta and couscous exports","World","1,000 cwt","2001","CY Jan-Dec",1228.1252977849
"Durum","Semolina and durum flour exports","Qty, Exports","Semolina and durum flour exports","World","1,000 cwt","2001","CY Jan-Dec",232.86050634675
"Durum","Semolina and durum flour exports","Qty, Exports","Semolina and durum flour exports","World","1,000 cwt","2002","CY Jan-Dec",173.6129274387
"Durum","Durum pasta and couscous","Qty, Exports","Durum pasta and couscous exports","World","1,000 cwt","2002","CY Jan-Dec",1186.29672864039
"Durum","Semolina, durum flour, pasta, and couscous imports","Qty, Imports","Semolina, durum flour, pasta, and couscous imports","World","1,000 cwt","2002","CY Jan-Dec",5922.08840589281
"Durum","Semolina and durum flour","Total supply","Semolina and durum flour total supply","United States","1,000 cwt","2002","CY Jan-Dec",38333.0884058928
"Durum","Semolina and durum flour","Domestic disappearance","Semolina and durum flour domestic disappearance","United States","1,000 cwt","2002","CY Jan-Dec",36973.1787498137
"Durum","Semolina and durum flour","Per capita disappearance","Semolina and durum flour per capita disappearance","United States","pounds","2002","CY Jan-Dec",12.8399155249305
"Durum","Semolina and durum flour","Per capita disappearance","Semolina and durum flour per capita disappearance","United States","pounds","2003","CY Jan-Dec",11.8026360894764
"Durum","Semolina and durum flour","Domestic disappearance","Semolina and durum flour domestic disappearance","United States","1,000 cwt","2003","CY Jan-Dec",34301.5291614017
"Durum","Semolina and durum flour","Total supply","Semolina and durum flour total supply","United States","1,000 cwt","2003","CY Jan-Dec",35594.9677926238
"Durum","Semolina, durum flour, pasta, and couscous imports","Qty, Imports","Semolina, durum flour, pasta, and couscous imports","World","1,000 cwt","2003","CY Jan-Dec",5903.9677926238
"Durum","Durum pasta and couscous","Qty, Exports","Durum pasta and couscous exports","World","1,000 cwt","2003","CY Jan-Dec",1144.97178348262
"Durum","Semolina and durum flour exports","Qty, Exports","Semolina and durum flour exports","World","1,000 cwt","2003","CY Jan-Dec",148.466847739518
"Durum","Semolina and durum flour exports","Qty, Exports","Semolina and durum flour exports","World","1,000 cwt","2004","CY Jan-Dec",207.338119615974
"Durum","Durum pasta and couscous","Qty, Exports","Durum pasta and couscous exports","World","1,000 cwt","2004","CY Jan-Dec",1364.80160339736
"Durum","Semolina, durum flour, pasta, and couscous imports","Qty, Imports","Semolina, durum flour, pasta, and couscous imports","World","1,000 cwt","2004","CY Jan-Dec",5585.34641332745
"Durum","Semolina and durum flour","Total supply","Semolina and durum flour total supply","United States","1,000 cwt","2004","CY Jan-Dec",32544.3464133275
"Durum","Semolina and durum flour","Domestic disappearance","Semolina and durum flour domestic disappearance","United States","1,000 cwt","2004","CY Jan-Dec",30972.2066903141
"Durum","Semolina and durum flour","Per capita disappearance","Semolina and durum flour per capita disappearance","United States","pounds","2004","CY Jan-Dec",10.5612751363334
"Durum","Semolina and durum flour","Per capita disappearance","Semolina and durum flour per capita disappearance","United States","pounds","2005","CY Jan-Dec",11.7809122603951
"Durum","Semolina and durum flour","Domestic disappearance","Semolina and durum flour domestic disappearance","United States","1,000 cwt","2005","CY Jan-Dec",34870.6756269113
"Durum","Semolina and durum flour","Total supply","Semolina and durum flour total supply","United States","1,000 cwt","2005","CY Jan-Dec",36690.7011088621
"Durum","Semolina, durum flour, pasta, and couscous imports","Qty, Imports","Semolina, durum flour, pasta, and couscous imports","World","1,000 cwt","2005","CY Jan-Dec",5961.70110886206
"Durum","Durum pasta and couscous","Qty, Exports","Durum pasta and couscous exports","World","1,000 cwt","2005","CY Jan-Dec",1555.09095756924
"Durum","Semolina and durum flour exports","Qty, Exports","Semolina and durum flour exports","World","1,000 cwt","2005","CY Jan-Dec",264.934524381528
"Durum","Semolina and durum flour exports","Qty, Exports","Semolina and durum flour exports","World","1,000 cwt","2006","CY Jan-Dec",347.228191777356
"Durum","Durum pasta and couscous","Qty, Exports","Durum pasta and couscous exports","World","1,000 cwt","2006","CY Jan-Dec",1334.09848583394
"Durum","Semolina, durum flour, pasta, and couscous imports","Qty, Imports","Semolina, durum flour, pasta, and couscous imports","World","1,000 cwt","2006","CY Jan-Dec",6250.40205571045
"Durum","Semolina and durum flour","Total supply","Semolina and durum flour total supply","United States","1,000 cwt","2006","CY Jan-Dec",38198.4020557104
"Durum","Semolina and durum flour","Domestic disappearance","Semolina and durum flour domestic disappearance","United States","1,000 cwt","2006","CY Jan-Dec",36517.0753780991
"Durum","Semolina and durum flour","Per capita disappearance","Semolina and durum flour per capita disappearance","United States","pounds","2006","CY Jan-Dec",12.2205072579628
"Durum","Semolina and durum flour","Per capita disappearance","Semolina and durum flour per capita disappearance","United States","pounds","2007","CY Jan-Dec",12.3360539158331
"Durum","Semolina and durum flour","Domestic disappearance","Semolina and durum flour domestic disappearance","United States","1,000 cwt","2007","CY Jan-Dec",37217.3812219119
"Durum","Semolina and durum flour","Total supply","Semolina and durum flour total supply","United States","1,000 cwt","2007","CY Jan-Dec",39354.8120618346
"Durum","Semolina, durum flour, pasta, and couscous imports","Qty, Imports","Semolina, durum flour, pasta, and couscous imports","World","1,000 cwt","2007","CY Jan-Dec",6550.8120618346
"Durum","Durum pasta and couscous","Qty, Exports","Durum pasta and couscous exports","World","1,000 cwt","2007","CY Jan-Dec",1478.34548750102
"Durum","Semolina and durum flour exports","Qty, Exports","Semolina and durum flour exports","World","1,000 cwt","2007","CY Jan-Dec",659.085352421634
"Durum","Semolina and durum flour exports","Qty, Exports","Semolina and durum flour exports","World","1,000 cwt","2008","CY Jan-Dec",877.182581481258
"Durum","Durum pasta and couscous","Qty, Exports","Durum pasta and couscous exports","World","1,000 cwt","2008","CY Jan-Dec",1648.75326846517
"Durum","Semolina, durum flour, pasta, and couscous imports","Qty, Imports","Semolina, durum flour, pasta, and couscous imports","World","1,000 cwt","2008","CY Jan-Dec",6257.19209049317
"Durum","Semolina and durum flour","Total supply","Semolina and durum flour total supply","United States","1,000 cwt","2008","CY Jan-Dec",37168.1920904932
