Year,Month,Grain,Grade,Ktonnes,Elevator,Region,Global_region,Destination
2021,April,Amber Durum,No.1 CW AD,10.3,TERMINALS,Thunder Bay,Western Europe,Portugal
2021,April,Amber Durum,No.1 CW AD,19.3,TERMINALS,Thunder Bay,Eastern Europe,Albania
2021,April,Amber Durum,No.1 CW AD,22,TERMINALS,Thunder Bay,Africa,Algeria
2021,April,Amber Durum,No.1 CW AD,21.9,TERMINALS,Thunder Bay,Africa,Morocco
2021,April,Amber Durum,No.1 CW AD,18.1,TERMINALS,St. Lawrence,Western Europe,Belgium
2021,April,Amber Durum,No.1 CW AD,56.4,TERMINALS,St. Lawrence,Africa,Algeria
2021,April,Amber Durum,No.1 CW AD,10.5,TERMINALS,St. Lawrence,Africa,Ivory Coast
2021,April,Amber Durum,No.1 CW AD,51.7,TERMINALS,St. Lawrence,Africa,Morocco
2021,April,Amber Durum,No.2 CW AD,57.8,TERMINALS,Vancouver,Africa,Algeria
2021,April,Amber Durum,No.2 CW AD,25.3,TERMINALS,Vancouver,Asia,Japan
2021,April,Amber Durum,No.2 CW AD,27.5,TERMINALS,St. Lawrence,Western Europe,Belgium
2021,April,Amber Durum,No.2 CW AD,64.2,TERMINALS,St. Lawrence,Africa,Algeria
2021,April,Amber Durum,No.2 CW AD,13.2,TERMINALS,St. Lawrence,Western Hemisphere,Haiti
2021,April,Amber Durum,No.2 CW AD,13.8,TERMINALS,St. Lawrence,Western Hemisphere,Venezuela
2021,April,Amber Durum,No.3 CW AD,1.2,TERMINALS,Vancouver,Asia,Japan
2021,April,Amber Durum,OTHER,22.7,PRIMARY,Prairie Elevators,Western Hemisphere,United States
2021,April,Oat,No.2 CW,32,TERMINALS,Thunder Bay,Western Hemisphere,United States
2021,April,Oat,OTHER,0.9,PRIMARY,Prairie Elevators,Western Hemisphere,Mexico
2021,April,Oat,OTHER,78.6,PRIMARY,Prairie Elevators,Western Hemisphere,United States
2021,April,Barley,No.1 CW,100.2,TERMINALS,Vancouver,Asia,China P.R.
2021,April,Barley,OTHER,2.7,PRIMARY,Prairie Elevators,Western Hemisphere,United States
2021,April,Barley,OTHER,426.1,TERMINALS,Vancouver,Asia,China P.R.
2021,April,Barley,OTHER,6.6,TERMINALS,Vancouver,Asia,Japan
2021,April,Barley,OTHER,57.1,TERMINALS,Prince Rupert,Asia,China P.R.
2021,April,Rye,OTHER,4.3,PRIMARY,Prairie Elevators,Western Hemisphere,United States
2021,April,Flaxseed,OTHER,0.3,PRIMARY,Prairie Elevators,Western Hemisphere,Mexico
2021,April,Flaxseed,OTHER,4.7,PRIMARY,Prairie Elevators,Western Hemisphere,United States
2021,April,Flaxseed,OTHER,8.1,TERMINALS,Vancouver,Asia,China P.R.
2021,April,Canola,No.1 CANADA,48.3,TERMINALS,Vancouver,Western Europe,France
2021,April,Canola,No.1 CANADA,74.1,TERMINALS,Vancouver,Asia,China P.R.
2021,April,Canola,No.1 CANADA,164.4,TERMINALS,Vancouver,Asia,Japan
2021,April,Canola,No.1 CANADA,61.1,TERMINALS,Vancouver,Asia,Pakistan
2021,April,Canola,No.1 CANADA,45.7,TERMINALS,Vancouver,Asia,United Arab Emirates
2021,April,Canola,No.1 CANADA,46.2,TERMINALS,Vancouver,Western Hemisphere,Mexico
2021,April,Canola,No.1 CANADA,38,TERMINALS,Prince Rupert,Western Hemisphere,Mexico
2021,April,Canola,OTHER,9.6,PRIMARY,Prairie Elevators,Western Hemisphere,Mexico
2021,April,Canola,OTHER,32,PRIMARY,Prairie Elevators,Western Hemisphere,United States
2021,April,Canola,OTHER,170.9,TERMINALS,Vancouver,Asia,China P.R.
2021,April,Sunflower,OTHER,1.5,PRIMARY,Prairie Elevators,Western Hemisphere,United States
2021,April,Buckwheat,OTHER,0,PRIMARY,Prairie Elevators,Western Hemisphere,United States
2021,April,Soybeans,OTHER,0.8,PRIMARY,Prairie Elevators,Western Hemisphere,United States
2021,April,Peas,All grades combined,0.2,PRIMARY,Prairie Elevators,Western Hemisphere,Mexico
2021,April,Peas,All grades combined,4.1,PRIMARY,Prairie Elevators,Western Hemisphere,United States
2021,April,Peas,All grades combined,11.5,TERMINALS,Vancouver,Asia,Bangladesh
2021,April,Peas,All grades combined,155.5,TERMINALS,Vancouver,Asia,China P.R.
2021,April,Corn,No.3 CE,23.6,TERMINALS,Bay & Lakes,Western Europe,Ireland
2021,April,Corn,OTHER,1.2,PRIMARY,Prairie Elevators,Western Hemisphere,United States
2021,April,Corn,OTHER,59.5,TERMINALS,Bay & Lakes,Western Europe,Ireland
2021,April,Corn,OTHER,23.6,TERMINALS,Bay & Lakes,Western Europe,Portugal
2021,April,Corn,OTHER,61.7,TERMINALS,Bay & Lakes,Western Europe,Spain
2021,April,Corn,OTHER,19.1,TERMINALS,Bay & Lakes,Western Europe,United Kingdom
2021,April,Corn,OTHER,20.6,TERMINALS,St. Lawrence,Western Europe,Spain
2021,April,Canaryseed,OTHER,0.9,PRIMARY,Prairie Elevators,Western Hemisphere,Mexico
2021,April,Canaryseed,OTHER,1.8,PRIMARY,Prairie Elevators,Western Hemisphere,United States
2021,April,Mustard Seed,OTHER,1.2,PRIMARY,Prairie Elevators,Western Hemisphere,United States
2021,April,Triticale,OTHER,0.1,PRIMARY,Prairie Elevators,Western Hemisphere,United States
2021,April,Oat Groats,OTHER,0,PRIMARY,Prairie Elevators,Western Hemisphere,United States
2021,April,Cdn BlyMlt,OTHER,2.3,PRIMARY,Prairie Elevators,Western Hemisphere,United States
2021,April,Imported Flaxseed,OTHER,0.1,PRIMARY,Prairie Elevators,Western Hemisphere,United States
2021,April,Beans,All grades combined,0.4,PRIMARY,Prairie Elevators,Western Hemisphere,United States
2021,April,Lentil,No.2 CANADA,10,TERMINALS,Vancouver,Africa,Egypt
2021,April,Lentil,No.2 CANADA,11.1,TERMINALS,Vancouver,Asia,Bangladesh
2021,April,Lentil,No.2 CANADA,31.8,TERMINALS,Vancouver,Asia,India
2021,April,Lentil,No.2 CANADA,39.2,TERMINALS,Vancouver,Asia,Turkey
2021,April,Lentil,No.2 CANADA,51,TERMINALS,Vancouver,Asia,United Arab Emirates
2021,April,Lentil,OTHER,1.4,PRIMARY,Prairie Elevators,Western Hemisphere,Mexico
2021,April,Lentil,OTHER,3.9,PRIMARY,Prairie Elevators,Western Hemisphere,United States
2021,April,Chick Peas,OTHER,1.1,PRIMARY,Prairie Elevators,Western Hemisphere,United States
2021,April,Faba bean,OTHER,0.4,PRIMARY,Prairie Elevators,Western Hemisphere,United States
2021,April,Millet,OTHER,0,PRIMARY,Prairie Elevators,Western Hemisphere,Mexico
2021,April,Millet,OTHER,0,PRIMARY,Prairie Elevators,Western Hemisphere,United States
2021,April,Manufactured Product,OTHER,0.8,TERMINALS,Bay & Lakes,Western Hemisphere,United States
2021,April,Pellets,OTHER,1.4,TERMINALS,Vancouver,Western Hemisphere,United States
2021,May,Wheat,No.1 CW RS,153.2,TERMINALS,Vancouver,Asia,China P.R.
2021,May,Wheat,No.1 CW RS,124,TERMINALS,Vancouver,Asia,Japan
2021,May,Wheat,No.1 CW RS,6.8,TERMINALS,St. Lawrence,Western Europe,Spain
2021,May,Wheat,No.1 CW RW,11.5,TERMINALS,Thunder Bay,Western Hemisphere,United States
2021,May,Wheat,No.2 CE,22.7,TERMINALS,Bay & Lakes,Western Hemisphere,United States
2021,May,Wheat,No.2 CE,13.2,TERMINALS,St. Lawrence,Africa,Nigeria
2021,May,Wheat,No.2 CE,24.1,TERMINALS,St. Lawrence,Western Hemisphere,Mexico
2021,May,Wheat,No.2 CW RS,52.5,TERMINALS,Vancouver,Africa,Mozambique
2021,May,Wheat,No.2 CW RS,279.4,TERMINALS,Vancouver,Asia,China P.R.
2021,May,Wheat,No.2 CW RS,256.4,TERMINALS,Vancouver,Asia,Indonesia
2021,May,Wheat,No.2 CW RS,21,TERMINALS,Vancouver,Asia,Kuwait
2021,May,Wheat,No.2 CW RS,31.8,TERMINALS,Vancouver,Asia,United Arab Emirates
2021,May,Wheat,No.2 CW RS,28.9,TERMINALS,Vancouver,Western Hemisphere,Chile
2021,May,Wheat,No.2 CW RS,85.1,TERMINALS,Vancouver,Western Hemisphere,Colombia
2021,May,Wheat,No.2 CW RS,14.5,TERMINALS,Vancouver,Western Hemisphere,Dominican Republic
2021,May,Wheat,No.2 CW RS,37.3,TERMINALS,Vancouver,Western Hemisphere,Ecuador
2021,May,Wheat,No.2 CW RS,16.5,TERMINALS,Vancouver,Western Hemisphere,El Salvador
2021,May,Wheat,No.2 CW RS,11.2,TERMINALS,Vancouver,Western Hemisphere,Guatemala
2021,May,Wheat,No.2 CW RS,8.4,TERMINALS,Vancouver,Western Hemisphere,Mexico
2021,May,Wheat,No.2 CW RS,5.2,TERMINALS,Vancouver,Western Hemisphere,Nicaragua
2021,May,Wheat,No.2 CW RS,27.5,TERMINALS,Vancouver,Western Hemisphere,Peru
2021,May,Wheat,No.2 CW RS,72.7,TERMINALS,Prince Rupert,Asia,Bangladesh
2021,May,Wheat,No.2 CW RS,13,TERMINALS,Prince Rupert,Western Hemisphere,Colombia
2021,May,Wheat,No.2 CW RS,27.9,TERMINALS,Prince Rupert,Western Hemisphere,Ecuador
2021,May,Wheat,No.2 CW RS,50,TERMINALS,Prince Rupert,Western Hemisphere,Peru
2021,May,Wheat,No.2 CW RS,26.7,TERMINALS,Thunder Bay,Western Europe,Italy
2021,May,Wheat,No.2 CW RS,33.9,TERMINALS,Thunder Bay,Western Europe,United Kingdom
2021,May,Wheat,No.2 CW RS,27.7,TERMINALS,St. Lawrence,Western Europe,Spain
2021,May,Wheat,No.2 CW RS,34,TERMINALS,St. Lawrence,Africa,Ghana
2021,May,Wheat,No.2 CW RS,90.9,TERMINALS,St. Lawrence,Africa,Nigeria
2021,May,Wheat,No.2 CW RS,6.5,TERMINALS,St. Lawrence,Western Hemisphere,Mexico
2021,May,Wheat,No.2 CW RS,16,TERMINALS,St. Lawrence,Western Hemisphere,Venezuela
2021,May,Wheat,OTHER,11.5,PRIMARY,Prairie Elevators,Western Hemisphere,Mexico
2021,May,Wheat,OTHER,8.9,PRIMARY,Prairie Elevators,Western Hemisphere,United States
2021,May,Wheat,OTHER,19.3,TERMINALS,Vancouver,Western Hemisphere,Chile
2021,May,Wheat,OTHER,13.8,TERMINALS,Vancouver,Western Hemisphere,Colombia
2021,May,Wheat,OTHER,15.2,TERMINALS,Vancouver,Western Hemisphere,Dominican Republic
2021,May,Wheat,OTHER,6.4,TERMINALS,Vancouver,Western Hemisphere,El Salvador
2021,May,Wheat,OTHER,21.8,TERMINALS,Vancouver,Western Hemisphere,Guatemala
2021,May,Wheat,OTHER,33,TERMINALS,Vancouver,Western Hemisphere,Peru
2021,May,Wheat,OTHER,7,TERMINALS,Prince Rupert,Western Hemisphere,Colombia
2021,May,Wheat,OTHER,4.8,TERMINALS,Prince Rupert,Western Hemisphere,Ecuador
2021,May,Wheat,OTHER,19.9,TERMINALS,St. Lawrence,Western Europe,United Kingdom
2021,May,Amber Durum,No.1 CW AD,57.8,TERMINALS,Vancouver,Western Europe,Belgium
2021,May,Amber Durum,No.1 CW AD,16.1,TERMINALS,Vancouver,Africa,Algeria
2021,May,Amber Durum,No.1 CW AD,7.7,TERMINALS,Vancouver,Asia,Indonesia
2021,May,Amber Durum,No.1 CW AD,2.2,TERMINALS,Vancouver,Western Hemisphere,Colombia
2021,May,Amber Durum,No.1 CW AD,4.3,TERMINALS,Thunder Bay,Western Europe,Belgium
2021,May,Amber Durum,No.1 CW AD,37.4,TERMINALS,Thunder Bay,Western Europe,Italy
2021,May,Amber Durum,No.1 CW AD,21.1,TERMINALS,Thunder Bay,Africa,Morocco
2021,May,Amber Durum,No.1 CW AD,7.8,TERMINALS,Thunder Bay,Africa,Tunisia
2021,May,Amber Durum,No.1 CW AD,8.8,TERMINALS,St. Lawrence,Western Europe,Italy
2021,May,Amber Durum,No.1 CW AD,112.8,TERMINALS,St. Lawrence,Africa,Morocco
2021,May,Amber Durum,No.1 CW AD,8.3,TERMINALS,St. Lawrence,Africa,Nigeria
2021,May,Amber Durum,No.1 CW AD,3.2,TERMINALS,St. Lawrence,Africa,Tunisia
2021,May,Amber Durum,No.1 CW AD,23.1,TERMINALS,St. Lawrence,Western Hemisphere,Venezuela
2021,May,Amber Durum,No.2 CW AD,56.8,TERMINALS,Vancouver,Africa,Algeria
2021,May,Amber Durum,No.2 CW AD,6.9,TERMINALS,Vancouver,Asia,Japan
2021,May,Amber Durum,No.2 CW AD,22.2,TERMINALS,Vancouver,Asia,Kuwait
2021,May,Amber Durum,No.2 CW AD,10.8,TERMINALS,Vancouver,Asia,United Arab Emirates
2021,May,Amber Durum,No.2 CW AD,23.1,TERMINALS,Thunder Bay,Africa,Algeria
2021,May,Amber Durum,No.2 CW AD,7,TERMINALS,St. Lawrence,Eastern Europe,Albania
2021,May,Amber Durum,No.2 CW AD,31.5,TERMINALS,St. Lawrence,Africa,Algeria
2021,May,Amber Durum,No.2 CW AD,27.5,TERMINALS,St. Lawrence,Africa,Nigeria
2021,May,Amber Durum,No.3 CW AD,20.9,TERMINALS,Thunder Bay,Western Europe,Italy
2021,May,Amber Durum,No.3 CW AD,11.5,TERMINALS,Thunder Bay,Africa,Tunisia
2021,May,Amber Durum,OTHER,13.9,PRIMARY,Prairie Elevators,Western Hemisphere,United States
2021,May,Oat,No.1 CW,24,TERMINALS,Vancouver,Western Hemisphere,Chile
2021,May,Oat,No.1 CW,9,TERMINALS,Vancouver,Western Hemisphere,Peru
2021,May,Oat,No.2 CW,8.9,TERMINALS,Thunder Bay,Western Hemisphere,United States
2021,May,Oat,OTHER,0.9,PRIMARY,Prairie Elevators,Western Hemisphere,Mexico
2021,May,Oat,OTHER,61.5,PRIMARY,Prairie Elevators,Western Hemisphere,United States
2021,May,Barley,OTHER,6.1,PRIMARY,Prairie Elevators,Western Hemisphere,United States
2021,May,Barley,OTHER,291.5,TERMINALS,Vancouver,Asia,China P.R.
2021,May,Barley,OTHER,8.1,TERMINALS,Vancouver,Asia,Japan
2021,May,Barley,OTHER,65.4,TERMINALS,Prince Rupert,Asia,China P.R.
2021,May,Rye,OTHER,2.2,PRIMARY,Prairie Elevators,Western Hemisphere,United States
2021,May,Flaxseed,No.1 CW,15.3,TERMINALS,Thunder Bay,Western Europe,Belgium
2021,May,Flaxseed,OTHER,0.3,PRIMARY,Prairie Elevators,Western Hemisphere,Mexico
2021,May,Flaxseed,OTHER,4,PRIMARY,Prairie Elevators,Western Hemisphere,United States
2021,May,Flaxseed,OTHER,8.1,TERMINALS,Vancouver,Asia,China P.R.
2021,May,Flaxseed,OTHER,4.6,TERMINALS,Thunder Bay,Western Europe,Belgium
2021,May,Canola,No.1 CANADA,120,TERMINALS,Vancouver,Asia,China P.R.
2021,May,Canola,No.1 CANADA,217.8,TERMINALS,Vancouver,Asia,Japan
2021,May,Canola,No.1 CANADA,79.5,TERMINALS,Vancouver,Asia,United Arab Emirates
2021,May,Canola,No.1 CANADA,78,TERMINALS,Vancouver,Western Hemisphere,Mexico
2021,May,Canola,No.1 CANADA,84.2,TERMINALS,Prince Rupert,Western Hemisphere,Mexico
2021,May,Canola,No.1 CANADA,20.4,TERMINALS,Thunder Bay,Western Europe,France
2021,May,Canola,No.1 CANADA,64.3,TERMINALS,Thunder Bay,Western Hemisphere,Mexico
2021,May,Canola,OTHER,9.8,PRIMARY,Prairie Elevators,Western Hemisphere,Mexico
2021,May,Canola,OTHER,35.1,PRIMARY,Prairie Elevators,Western Hemisphere,United States
2021,May,Canola,OTHER,62.5,TERMINALS,Vancouver,Asia,China P.R.
2021,May,Sunflower,OTHER,1,PRIMARY,Prairie Elevators,Western Hemisphere,United States
2021,May,Soybeans,No.2 CANADA,17.6,TERMINALS,Bay & Lakes,Western Europe,Belgium
2021,May,Soybeans,No.2 CANADA,66,TERMINALS,St. Lawrence,Asia,Iran
2021,May,Soybeans,OTHER,6.4,PRIMARY,Prairie Elevators,Western Hemisphere,United States
2021,May,Soybeans,OTHER,6.1,TERMINALS,Bay & Lakes,Western Europe,Belgium
2021,May,Peas,All grades combined,6.7,PRIMARY,Prairie Elevators,Western Hemisphere,United States
2021,May,Peas,All grades combined,99.9,TERMINALS,Vancouver,Asia,Bangladesh
2021,May,Peas,All grades combined,50,TERMINALS,Vancouver,Asia,China P.R.
2021,May,Peas,All grades combined,26,TERMINALS,Vancouver,Western Hemisphere,Cuba
2021,May,Corn,No.3 CE,57.9,TERMINALS,Bay & Lakes,Western Europe,Ireland
2021,May,Corn,No.3 CE,21.1,TERMINALS,Bay & Lakes,Asia,Iraq
2021,May,Corn,OTHER,0,PRIMARY,Prairie Elevators,Western Hemisphere,United States
2021,May,Corn,OTHER,33.4,TERMINALS,Bay & Lakes,Western Europe,Ireland
2021,May,Corn,OTHER,42.5,TERMINALS,Bay & Lakes,Western Europe,Portugal
2021,May,Corn,OTHER,111.9,TERMINALS,Bay & Lakes,Western Europe,Spain
2021,May,Corn,OTHER,20.8,TERMINALS,St. Lawrence,Western Europe,Spain
2021,May,Canaryseed,OTHER,1.1,PRIMARY,Prairie Elevators,Western Hemisphere,Mexico
2021,May,Canaryseed,OTHER,1.5,PRIMARY,Prairie Elevators,Western Hemisphere,United States
2021,May,Mustard Seed,OTHER,1.7,PRIMARY,Prairie Elevators,Western Hemisphere,United States
2021,May,Triticale,OTHER,0.1,PRIMARY,Prairie Elevators,Western Hemisphere,United States
2021,May,Oat Groats,OTHER,0,PRIMARY,Prairie Elevators,Western Hemisphere,United States
2021,May,Cdn BlyMlt,OTHER,3.7,PRIMARY,Prairie Elevators,Western Hemisphere,United States
2021,May,Imported Flaxseed,OTHER,0,PRIMARY,Prairie Elevators,Western Hemisphere,United States
2021,May,US Sunflower,OTHER,0,PRIMARY,Prairie Elevators,Western Hemisphere,United States
2021,May,Beans,All grades combined,0.4,PRIMARY,Prairie Elevators,Western Hemisphere,United States
2021,May,Lentil,No.2 CANADA,45.6,TERMINALS,Vancouver,Asia,Bangladesh
2021,May,Lentil,No.2 CANADA,5.5,TERMINALS,Vancouver,Asia,United Arab Emirates
2021,May,Lentil,OTHER,0.5,PRIMARY,Prairie Elevators,Western Hemisphere,Mexico
2021,May,Lentil,OTHER,3.1,PRIMARY,Prairie Elevators,Western Hemisphere,United States
2021,May,Lentil,OTHER,22.2,TERMINALS,Vancouver,Asia,Bangladesh
2021,May,Chick Peas,OTHER,1.2,PRIMARY,Prairie Elevators,Western Hemisphere,United States
2021,May,Faba bean,OTHER,0.3,PRIMARY,Prairie Elevators,Western Hemisphere,United States
2021,May,Millet,OTHER,0,PRIMARY,Prairie Elevators,Western Hemisphere,Mexico
2021,May,Millet,OTHER,0.1,PRIMARY,Prairie Elevators,Western Hemisphere,United States
2021,May,Manufactured Product,OTHER,0.6,TERMINALS,Bay & Lakes,Western Hemisphere,United States
2021,May,Pellets,OTHER,1.2,TERMINALS,Vancouver,Western Hemisphere,United States
2021,June,Wheat,No.1 CW RS,117.6,TERMINALS,Vancouver,Asia,China P.R.
2021,June,Wheat,No.1 CW RS,113.9,TERMINALS,Vancouver,Asia,Japan
2021,June,Wheat,No.1 CW RW,4.2,TERMINALS,Thunder Bay,Western Hemisphere,United States
2021,June,Wheat,No.2 CE,11.6,TERMINALS,Bay & Lakes,Western Hemisphere,United States
2021,June,Wheat,No.2 CW RS,60.5,TERMINALS,Vancouver,Africa,Sudan
2021,June,Wheat,No.2 CW RS,74,TERMINALS,Vancouver,Asia,Bangladesh
2021,June,Wheat,No.2 CW RS,123.6,TERMINALS,Vancouver,Asia,China P.R.
2021,June,Wheat,No.2 CW RS,31.5,TERMINALS,Vancouver,Asia,India
2021,June,Wheat,No.2 CW RS,272.6,TERMINALS,Vancouver,Asia,Indonesia
2021,June,Wheat,No.2 CW RS,14.3,TERMINALS,Vancouver,Asia,South Korea
2021,June,Wheat,No.2 CW RS,59,TERMINALS,Vancouver,Asia,Thailand
2021,June,Wheat,No.2 CW RS,22.2,TERMINALS,Vancouver,Western Hemisphere,Chile
2021,June,Wheat,No.2 CW RS,78.3,TERMINALS,Vancouver,Western Hemisphere,Colombia
2021,June,Wheat,No.2 CW RS,8.8,TERMINALS,Vancouver,Western Hemisphere,Costa Rica
2021,June,Wheat,No.2 CW RS,104.6,TERMINALS,Vancouver,Western Hemisphere,Ecuador
2021,June,Wheat,No.2 CW RS,6.3,TERMINALS,Vancouver,Western Hemisphere,El Salvador
2021,June,Wheat,No.2 CW RS,8.2,TERMINALS,Vancouver,Western Hemisphere,Guatemala
2021,June,Wheat,No.2 CW RS,61.1,TERMINALS,Vancouver,Western Hemisphere,Peru
2021,June,Wheat,No.2 CW RS,24.8,TERMINALS,Prince Rupert,Western Hemisphere,Ecuador
2021,June,Wheat,No.2 CW RS,51.2,TERMINALS,Prince Rupert,Western Hemisphere,Peru
2021,June,Wheat,No.2 CW RS,23.1,TERMINALS,Thunder Bay,Western Hemisphere,Mexico
2021,June,Wheat,No.2 CW RS,16.7,TERMINALS,Thunder Bay,Western Hemisphere,Puerto Rico
2021,June,Wheat,No.2 CW RS,19.7,TERMINALS,St. Lawrence,Western Europe,United Kingdom
2021,June,Wheat,No.2 CW RS,14,TERMINALS,St. Lawrence,Africa,Cameroon
2021,June,Wheat,No.2 CW RS,2.5,TERMINALS,St. Lawrence,Africa,Gabon
2021,June,Wheat,No.2 CW RS,68.5,TERMINALS,St. Lawrence,Africa,Ghana
2021,June,Wheat,No.2 CW RS,2.5,TERMINALS,St. Lawrence,Africa,Ivory Coast
2021,June,Wheat,No.2 CW RS,96.6,TERMINALS,St. Lawrence,Africa,Nigeria
2021,June,Wheat,No.2 CW RS,1.5,TERMINALS,St. Lawrence,Africa,Senegal
2021,June,Wheat,No.2 CW RS,9.8,TERMINALS,St. Lawrence,Africa,Togo
2021,June,Wheat,No.2 CW RS,23.6,TERMINALS,St. Lawrence,Western Hemisphere,Dominican Republic
2021,June,Wheat,OTHER,9.9,PRIMARY,Prairie Elevators,Western Hemisphere,Mexico
2021,June,Wheat,OTHER,10.4,PRIMARY,Prairie Elevators,Western Hemisphere,United States
2021,June,Wheat,OTHER,21,TERMINALS,Vancouver,Asia,Japan
2021,June,Wheat,OTHER,16.7,TERMINALS,Vancouver,Western Hemisphere,Chile
2021,June,Wheat,OTHER,18.5,TERMINALS,Vancouver,Western Hemisphere,Colombia
2021,June,Wheat,OTHER,12.8,TERMINALS,Vancouver,Western Hemisphere,Costa Rica
2021,June,Wheat,OTHER,18.6,TERMINALS,Vancouver,Western Hemisphere,Ecuador
2021,June,Wheat,OTHER,2,TERMINALS,Vancouver,Western Hemisphere,El Salvador
2021,June,Wheat,OTHER,17.8,TERMINALS,Vancouver,Western Hemisphere,Guatemala
2021,June,Wheat,OTHER,39.8,TERMINALS,Vancouver,Western Hemisphere,Peru
2021,June,Wheat,OTHER,27.5,TERMINALS,Prince Rupert,Western Hemisphere,Peru
2021,June,Amber Durum,No.1 CW AD,58.2,TERMINALS,Vancouver,Western Europe,Italy
2021,June,Amber Durum,No.1 CW AD,17,TERMINALS,Vancouver,Africa,Algeria
2021,June,Amber Durum,No.1 CW AD,12.1,TERMINALS,Vancouver,Western Hemisphere,Chile
2021,June,Amber Durum,No.1 CW AD,2.4,TERMINALS,Vancouver,Western Hemisphere,Guatemala
2021,June,Amber Durum,No.1 CW AD,12.1,TERMINALS,Vancouver,Western Hemisphere,Peru
2021,June,Amber Durum,No.1 CW AD,31.4,TERMINALS,Thunder Bay,Western Europe,Italy
2021,June,Amber Durum,No.1 CW AD,33.4,TERMINALS,Thunder Bay,Africa,Algeria
2021,June,Amber Durum,No.1 CW AD,7.2,TERMINALS,St. Lawrence,Africa,Nigeria
2021,June,Amber Durum,No.2 CW AD,29.2,TERMINALS,Vancouver,Asia,Japan
2021,June,Amber Durum,No.2 CW AD,5.2,TERMINALS,Vancouver,Western Hemisphere,Costa Rica
2021,June,Amber Durum,No.2 CW AD,3.9,TERMINALS,Vancouver,Western Hemisphere,Ecuador
2021,June,Amber Durum,No.2 CW AD,12.7,TERMINALS,St. Lawrence,Africa,Nigeria
2021,June,Amber Durum,OTHER,26.5,PRIMARY,Prairie Elevators,Western Hemisphere,United States
2021,June,Oat,No.1 CW,8.4,TERMINALS,Thunder Bay,Western Hemisphere,United States
2021,June,Oat,No.2 CW,31.1,TERMINALS,Vancouver,Western Hemisphere,Chile
2021,June,Oat,OTHER,0.5,PRIMARY,Prairie Elevators,Western Hemisphere,Mexico
2021,June,Oat,OTHER,46.1,PRIMARY,Prairie Elevators,Western Hemisphere,United States
2021,June,Barley,OTHER,4.7,PRIMARY,Prairie Elevators,Western Hemisphere,United States
2021,June,Barley,OTHER,111.1,TERMINALS,Vancouver,Asia,China P.R.
2021,June,Rye,OTHER,2.5,PRIMARY,Prairie Elevators,Western Hemisphere,United States
2021,June,Flaxseed,OTHER,0.2,PRIMARY,Prairie Elevators,Western Hemisphere,Mexico
2021,June,Flaxseed,OTHER,8.3,PRIMARY,Prairie Elevators,Western Hemisphere,United States
2021,June,Canola,No.1 CANADA,185.8,TERMINALS,Vancouver,Asia,China P.R.
2021,June,Canola,No.1 CANADA,168.2,TERMINALS,Vancouver,Asia,Japan
2021,June,Canola,No.1 CANADA,37.6,TERMINALS,Vancouver,Western Hemisphere,Mexico
2021,June,Canola,No.1 CANADA,44,TERMINALS,Prince Rupert,Western Hemisphere,Mexico
2021,June,Canola,No.1 CANADA,21.5,TERMINALS,Thunder Bay,Western Europe,France
2021,June,Canola,No.1 CANADA,19.5,TERMINALS,Thunder Bay,Western Hemisphere,Mexico
2021,June,Canola,No.1 CANADA,8.8,TERMINALS,St. Lawrence,Western Europe,France
2021,June,Canola,OTHER,20.6,PRIMARY,Prairie Elevators,Western Hemisphere,United States
2021,June,Canola,OTHER,87.9,TERMINALS,Vancouver,Asia,China P.R.
2021,June,Sunflower,OTHER,0.8,PRIMARY,Prairie Elevators,Western Hemisphere,United States
2021,June,Buckwheat,OTHER,0,PRIMARY,Prairie Elevators,Western Hemisphere,United States
2021,June,Soybeans,OTHER,8.8,PRIMARY,Prairie Elevators,Western Hemisphere,United States
2021,June,Soybeans,OTHER,11.4,TERMINALS,Bay & Lakes,Western Europe,Belgium
2021,June,Peas,All grades combined,3.6,PRIMARY,Prairie Elevators,Western Hemisphere,United States
2021,June,Peas,All grades combined,60.2,TERMINALS,Vancouver,Asia,Bangladesh
2021,June,Peas,All grades combined,22,TERMINALS,Vancouver,Asia,China P.R.
2021,June,Corn,No.3 CE,53.1,TERMINALS,Bay & Lakes,Western Europe,Ireland
2021,June,Corn,No.3 CE,18.9,TERMINALS,Bay & Lakes,Western Europe,Spain
2021,June,Corn,OTHER,65.6,TERMINALS,Bay & Lakes,Western Europe,Ireland
2021,June,Corn,OTHER,42.6,TERMINALS,Bay & Lakes,Western Europe,Spain
2021,June,Corn,OTHER,11.1,TERMINALS,St. Lawrence,Western Europe,Spain
2021,June,Canaryseed,OTHER,1,PRIMARY,Prairie Elevators,Western Hemisphere,Mexico
2021,June,Canaryseed,OTHER,1.8,PRIMARY,Prairie Elevators,Western Hemisphere,United States
2021,June,Mustard Seed,OTHER,1,PRIMARY,Prairie Elevators,Western Hemisphere,United States
2021,June,Triticale,OTHER,0.1,PRIMARY,Prairie Elevators,Western Hemisphere,United States
2021,June,Oat Groats,OTHER,0,PRIMARY,Prairie Elevators,Western Hemisphere,United States
2021,June,Cdn BlyMlt,OTHER,3.3,PRIMARY,Prairie Elevators,Western Hemisphere,United States
2021,June,Imported Flaxseed,OTHER,0,PRIMARY,Prairie Elevators,Western Hemisphere,United States
2021,June,Beans,All grades combined,0.2,PRIMARY,Prairie Elevators,Western Hemisphere,United States
