,File Name,Report End Date,Report Title
2190,ams_2190,1/19/2026,"Blue Grass South Stockyards (Monday) - Stanford, KY"
2152,ams_2152,1/19/2026,"Keoco Feeder Cattle Auction - Sigourney, IA"
1772,ams_1772,1/19/2026,"Public Auction Yards Sheep & Goat Auction - Billings, MT"
2064,ams_2064,1/19/2026,"Dickson Regional Livestock Center - Dickson, TN"
2026,ams_2026,1/19/2026,"Sioux Falls Regional Cattle Auction - Worthing, SD"
2112,ams_2112,1/19/2026,"Meridian Stockyard - Meridian, MS"
2124,ams_2124,1/19/2026,"Grenada Stockyard - Grenada, MS"
2069,ams_2069,1/19/2026,"Mid-South Livestock Regional Center LLC - Unionville, TN"
2650,ams_2650,1/19/2026,National Weekly Lamb Carcass and Lamb Cuts - Imported Product (PDF) (LM_XL552)
1609,ams_1609,1/19/2026,"Arcadia Livestock Auction - Arcadia, FL (Mon)"
2480,ams_2480,1/19/2026,National Weekly Direct Slaughter Cattle - Prior Week Slaughter and Contract Purcha
2701,ams_2701,1/19/2026,National Weekly Direct Swine Non-Carcass Merit Premiums (PDF) (LM_HG250)
3665,ams_3665,1/19/2026,"Warren Co. Livestock Video Auction - McMinnville, TN"
3652,ams_3652,1/19/2026,"Arthur Sale Barn Hay Auction - Arthur, IL (Monday)"
2248,ams_2248,1/19/2026,"West Point Livestock Feeder Cattle - West Point, NE"
2874,lswwcbs,1/19/2026,National Weekly Cattle Beef Summary Report  (LSWWCBS)
2095,ams_2095,1/19/2026,"Carolina Stockyards Livestock Auction (Monday) - Siler City, NC"
2699,ams_2699,1/19/2026,National Boxed Beef Weekly Item Summary (PDF) (LSWBBIS)
2681,ams_2681,1/19/2026,National Weekly Pork Report FOB Omaha - Comprehensive (PDF) (LSDLM_PK681)
2680,ams_2680,1/19/2026,National Weekly Pork Report FOB Plant - Comprehensive (PDF) (LSDLM_PK680)
1825,ams_1825,1/19/2026,"OKC West Livestock Auction Slaughter/Replacement Cattle - El Reno, OK"
1788,ams_1788,1/19/2026,"Springfield Livestock Marketing Center Slaughter/Replacement Cattle - Springfield,"
2472,ams_2472,1/19/2026,Weekly Direct Slaughter Cattle - Committed and Delivered Cattle (PDF) (LM_CT142)
2483,ams_2483,1/19/2026,Texas-Oklahoma  Weekly Direct Slaughter Cattle - Negotiated Purchases (PDF) 
2487,ams_2487,1/19/2026,Iowa/Minnesota Weekly Weighted Average Cattle Report - Negotiated Purchases (PDF)
2485,ams_2485,1/19/2026,Nebraska Weekly Direct Slaughter Cattle - Negotiated Purchases (PDF) (LM_CT158)
2484,ams_2484,1/19/2026,Kansas  Weekly Direct Slaughter Cattle - Negotiated Purchases (PDF) (LM_CT157)
2481,ams_2481,1/19/2026,National Weekly Direct Slaughter Cattle - Negotiated Purchases (PDF) (LM_CT154)
2477,ams_2477,1/19/2026,5 Area Weekly Weighted Average Direct Slaughter Cattle (PDF) (LM_CT150)
2479,ams_2479,1/19/2026,National Weekly Direct Slaughter Cattle Report - Formulated and Forward Contract -
2478,ams_2478,1/19/2026,National Weekly Direct Slaughter Cattle Report - Formulated and Forward Contract 
2880,lswwklyblue,1/19/2026,Weekly National Carlot Meat Report  (LSWWKLYBLUE)
2476,ams_2476,1/19/2026,"IA-MN Weekly Direct Slaughter Cattle - Formula, Grid, and Contract Purchases (PDF)"
2475,ams_2475,1/19/2026,"CO Weekly Direct Slaughter Cattle - Formula, Grid, and Contract Purchases (PDF) "
2474,ams_2474,1/19/2026,"5 Area Weekly Direct Slaughter Cattle - Formulated, Forward Contract, and Negotiated"
2471,ams_2471,1/19/2026,"Nebraska Weekly Directly Slaughter Cattle-Formula, Grid and Contract Purchases "
2470,ams_2470,1/19/2026,"Kansas Weekly Directly Slaughter Cattle - Formula, Grid and Contract Purchases "
2469,ams_2469,1/19/2026,"TX-OK-NM Weekly Direct Slaughter Cattle - Formula, Grid and Contract Purchases "
3502,ams_3502,1/19/2026,National Weekly Direct Slaughter Cattle - Formulated Base and Forward Contract Base
3501,ams_3501,1/19/2026,IA-MN Weekly Direct Slaughter Cattle - Formulated Base and Forward Contract Base 
3500,ams_3500,1/19/2026,Colorado Weekly Direct Slaughter Cattle - Formulated Base and Forward Contract Base
3499,ams_3499,1/19/2026,Nebraska Weekly Direct Slaughter Cattle - Formulated Base and Forward Contract Base
3498,ams_3498,1/19/2026,Kansas Weekly Direct Slaughter Cattle - Formulated Base and Forward Contract Base
3497,ams_3497,1/19/2026,TX-OK-NM Weekly Direct Slaughter Cattle - Formulated Base and Forward Contract Base
1778,ams_1778,1/17/2026,Montana Weekly Livestock Auction Summary
2524,ams_2524,1/19/2026,Weekly National Direct Swine Report (Mon) (PDF) (LM_HG214)
2505,ams_2505,1/19/2026,National Weekly Pork FOB Omaha - Formula Sales (PDF) (LM_PK621)
2504,ams_2504,1/19/2026,National Weekly Pork FOB Plant - Formula Sales (PDF) (LM_PK620)
2572,lm_ct169,1/19/2026,5 Area Weekly Weighted Average Direct Slaughter Cattle Premium and Discounts (TXT)
2565,lm_ct155,1/19/2026,National Weekly Direct Slaughter Cattle - Premiums and Discounts (TXT) (LM_CT155)
2506,ams_2506,1/19/2026,National Weekly Pork FOB Plant - Forward Sales (PDF) (LM_PK630)
2507,ams_2507,1/19/2026,National Weekly Pork FOB Omaha - Forward Sales (PDF) (LM_PK631)
3881,ams_3881,1/19/2026,National Weekly Boxed Beef Cuts For Prime Product - Formula/Forward Contract Sales
2460,ams_2460,1/19/2026,National Weekly Boxed Beef Cuts for Prime Product - Negotiated Sales (PDF) 
2459,ams_2459,1/19/2026,"National Weekly Boxed Beef Cuts-Negotiated Sales, 22-90 delivery period (PDF) (LM_"
2703,ams_2703,1/19/2026,National Weekly Pork Report FOB Omaha - Specialty (PDF) (LSWLM_PK651)
2458,ams_2458,1/19/2026,National Weekly Boxed Beef Cuts - Formulated Sales (PDF) (LM_XB454)
2508,ams_2508,1/19/2026,Weekly Export Pork FOB Plant (PDF) (LM_PK640)
2509,ams_2509,1/19/2026,Weekly Export Pork FOB Omaha (PDF) (LM_PK641)
2464,ams_2464,1/19/2026,National Weekly Boxed Beef Cuts for Ungraded Product - Negotiated Sales (PDF) 
3625,ams_3625,1/19/2026,National Weekly Boxed Beef Cuts for Branded Product - Formulated Sales (PDF)
3641,ams_3641,1/16/2026,Weekly Major Packer Hide Report
2457,ams_2457,1/19/2026,National Weekly Boxed Beef Cuts for Branded Product - Negotiated Sales (PDF) 
2839,ams_2839,1/16/2026,Weekly Tallow & Protein Report (NW_LS906)
2838,ams_2838,1/16/2026,Weekly Pork & Beef Variety Meat Report (NW_LS905)
1860,ams_1860,1/17/2026,Nebraska Weekly Livestock Auction Summary
2027,ams_2027,1/17/2026,South Dakota Weekly Cattle Auction Summary
2062,ams_2062,1/17/2026,"Smith County Commission Co. - Carthage, TN"
1867,ams_1867,1/17/2026,"Sterling Livestock Commission Stock Show Special - Sterling, CO"
2110,ams_2110,1/17/2026,"Eastanollee Goat Sale - Eastanollee, GA"
1799,ams_1799,1/17/2026,"Springfield Livestock Marketing Center Replacement Cattle Special - Springfield, M"
3660,ams_3660,1/17/2026,Madison County Ag Auction
3777,ams_3777,1/17/2026,"Y & R Livestock Sales - Sheep & Goat Auction - Booneville, MS"
2061,ams_2061,1/17/2026,"Crossville Stockyard - Crossville, TN"
2070,ams_2070,1/17/2026,"Volunteer Stockyards - Greeneville, TN"
2043,ams_2043,1/17/2026,"Greenville Livestock Cattle Special - Greenville, IL"
1834,ams_1834,1/17/2026,"Apache Livestock Auction Replacement Cattle Special - Apache, OK"
3872,ams_3872,1/17/2026,"Arthur Sale Barn - Hay Auction - Arthur, IL (Sat - Seasonal)"
2106,ams_2106,1/17/2026,Wyoming Weekly Cattle Auction Summary
2167,ams_2167,1/17/2026,Iowa Weekly Cattle Auction Summary
1906,ams_1906,1/16/2026,"Livestock Exchange Feeder Cattle Auction (Friday) - Brush, CO"
2221,ams_2221,1/16/2026,"Livingston Co. Livestock Market - Monthly Feeder Cattle Sale - Ledbetter, KY"
2059,ams_2059,1/16/2026,"Ash Flat Livestock Auction - Ash Flat, AR"
2072,ams_2072,1/16/2026,"East Tennessee Livestock Center Graded Holstein Steer Sale - Sweetwater, TN"
3152,ra_lo103,1/16/2026,North Carolina Pasture Raised Pork Report (Monthly) (RA_LO103)
1895,ams_1895,1/17/2026,Kansas Weekly Cattle Auction Summary
2904,ams_2904,1/16/2026,California Direct Hay Report
3095,ams_3095,1/16/2026,Oklahoma Direct Hay Report
1803,ams_1803,1/16/2026,"SEMO Livestock Sales Sheep/Goat - Jackson, MO"
1826,ams_1826,1/15/2026,"Pawnee Sale Barn Sheep/Goat ? Pawnee, OK"
3342,dybdairyinternational,1/16/2026,International Dairy Market News Report (DYBDAIRYINTERNATIONAL)
3183,ams_3183,1/16/2026,South Dakota Direct Hay Report
1655,ams_1655,1/16/2026,National Weekly Rice Summary
2100,ams_2100,1/17/2026,North Dakota Weekly Cattle Auction Summary
2176,ams_2176,1/15/2026,"Virginia Livestock LLC Graded Feeder Cattle Sale - Front Royal, VA"
1629,cnwqco-30,1/15/2026,Dumas Classing Office Weekly Quality Report
3792,ams_3792,1/15/2026,"Athens Regional Stockyard Preconditioned Sale - Athens, TN"
2158,ams_2158,1/15/2026,"Lamoni Livestock Feeder Cattle - Lamoni, IA"
3907,ams_3907,1/15/2026,"CMS Video/Internet Livestock Auction - Amarillo, TX"
2025,ams_2025,1/15/2026,"Mobridge Livestock Exchange (Thursday) - Mobridge, SD"
3892,ams_3892,1/15/2026,"LiveAg Video Auction - Cattle Video Auction - Fort Worth, TX"
3624,ams_3624,1/14/2026,"Madison Livestock Market Graded Sheep and Goat Sale - Radiant, VA"
2827,ams_2827,1/15/2026,USDA Monthly Bison (Carcass and Cuts)
1620,ams_1620,1/16/2026,International Dairy Price Summary YTD
1591,ams_1591,1/12/2026,International Dairy Market News - Price Summary
1040,ams_1040,1/12/2026,South American Dairy Market Overview
1041,ams_1041,1/16/2026,Skim Milk Powder - South America
1042,ams_1042,1/16/2026,Whole Milk Powder - South America
2935,ams_2935,1/16/2026,Nebraska Direct Hay Report
1039,ams_1039,1/16/2026,Whole Milk Powder - Oceania
1082,ams_1082,1/16/2026,Cheese - Oceania
1961,ams_1961,1/12/2026,"Saluda Stockyards - Saluda, SC"
1099,ams_1099,1/16/2026,Butter - Oceania
1038,ams_1038,1/16/2026,Skim Milk Powder - Oceania
1037,ams_1037,1/12/2026,Oceania Dairy Market Overview
1036,ams_1036,1/16/2026,Whole Milk Powder - Europe
1035,ams_1035,1/16/2026,Skim Milk Powder - Europe
1034,ams_1034,1/16/2026,Dry Whey - Europe
1098,ams_1098,1/16/2026,Butter/Butteroil - Europe
1033,ams_1033,1/12/2026,European Dairy Market Overview
2905,ams_2905,1/16/2026,Colorado Direct Hay Report
2140,ams_2140,1/14/2026,"Pulaski Livestock Feeder Cattle Board Sale - Dublin, VA"
2228,ams_2228,1/14/2026,"East Tennessee Livestock Center Video/Board Sale - Sweetwater, TN"
1852,ams_1852,1/14/2026,"Bassett Livestock Auction - Bassett, NE"
2217,ams_2217,1/12/2026,"Blue Grass Stockyards of Richmond Graded Sheep/Goat Sale - Richmond, KY"
1254,ams_1254,1/14/2026,"Green City Livestock Auction - Green City, MO"
2162,ams_2162,1/14/2026,"Bloomfield Livestock Feeder Cattle - Bloomfield, IA"
3057,ams_3057,1/16/2026,Oregon Direct Hay Report
3731,ams_3731,1/16/2026,Utah Direct Hay Report
2410,tv_fv120,1/14/2026,Thomasville Shipping Point Vegetables Prices (TV_FV120)
3002,cnddsq,1/14/2026,(CNDDSQ) Daily Spot Cotton Quotations
2145,ams_2145,1/13/2026,"Tri-State Feeder Cattle Board Sale - Abingdon, VA"
1989,ams_1989,1/13/2026,"Clay County Livestock Auction - Lineville, AL"
3089,lswtnsum,1/12/2026,Tennessee Weekly Summary (LSWTNSUM)
1816,ams_1816,1/13/2026,"F and T Livestock Market Feeder/Replacement Cattle - Palmyra, MO"
2230,ams_2230,1/13/2026,"Toppenish Special Feeder Cattle Auction - Toppenish, WA"
2247,ams_2247,1/13/2026,"Alabama Livestock Auction Board Sale - Uniontown, AL"
3879,ams_3879,1/13/2026,"Beaver Livestock Video / Internet Auction - Beaver, OK"
1894,ams_1894,1/13/2026,"Farmers and Ranchers Livestock Commission Co. Feeder Cattle Special - Salina, KS"
1858,ams_1858,1/13/2026,"Gordon Livestock Market - Gordon, NE"
3662,ams_3662,1/13/2026,"I-40 Livestock Feeder Cattle Pot Load Sale - Ozark, AR"
3039,ms_gr210,1/13/2026,Grain Exported by Rail - Monthly (MS_GR210)
2170,ams_2170,1/12/2026,Virginia Feeder Cattle Tel-O-Auction
2807,ams_2807,1/16/2026,Iowa Direct Hay Report
1996,ams_1996,1/12/2026,"Dothan Livestock Co. - Dothan, AL"
2215,ams_2215,1/8/2026,"United Producers Inc. Graded Sheep/Goat Sale - Bowling Green, KY"
3358,ams_3358,11/1/2025,Estimated Fluid Milk Sales
1947,ams_1947,1/12/2026,"South Central Livestock - Fitzgerald, GA"
2897,ams_2897,1/12/2026,"Washington County Livestock Video/Internet Auction ? Springfield, KY"
2772,ams_2772,1/12/2026,"Northern Livestock Video/Internet Auction - Billings, MT"
1863,ams_1863,1/12/2026,"Centennial Livestock Auction Stock Show Special - Fort Collins, CO"
2081,ams_2081,1/12/2026,"Columbia Graded Sheep and Goat Sale - Columbia, TN"
2914,ams_2914,1/12/2026,"Weekly Bean, Pea, and Lentil Market Review"
2704,ams_2704,1/12/2026,Weekly Direct Steer and Heifer Slaughter Cattle Summary (LSWSC)
2936,lswnesum,1/12/2026,Nebraska Weekly Summary PDF (LSWNESUM)
3140,lsmpnwsumexports,1/12/2026,Pacific Northwest and California Monthly Grain Export Summary (LSMPNWSUMEXPORTS)
3141,lsmpnwpreexports,1/12/2026,Pacific Northwest and California Preliminary Monthly Grain Export Report (LSMPNWPR
3063,wa_gr150,1/12/2026,"Annual Wheat Inspected and/or Wtd for Export by Class, Region and Port Area "
3061,wa_gr152,1/12/2026,Annual Grains Inspected and/or Wtd for Export by Region and Port Area (WA_GR152)
3062,wa_gr151,1/12/2026,"Annual Wheat Inspected and/or Wtd for Export by Class, Region and COD (WA_GR151)"
3060,wa_gr153,1/12/2026,Annual Grains Inspected and/or Wtd for Export by Region and COD (WA_GR153)
2169,ams_2169,1/10/2026,"Shenandoah Valley Livestock Graded Feeder Cattle Sale - Harrisonburg, VA"
2073,ams_2073,1/9/2026,"East Tennessee Livestock Center Graded Feeder Cattle Sale - Sweetwater, TN"
1980,ams_1980,1/10/2026,"Canandaigua Stockyards Feeder and Replacement Cattle Sale - Canandaigua, NY"
3672,ams_3672,1/10/2026,Beebe Livestock Auction- Sheep and Goat Sale
1236,ams_1236,1/10/2026,"Unionville Livestock Market LLC Replacement Cattle Special - Unionville, MO"
1878,ams_1878,1/10/2026,"South Branch Valley Livestock Exchange - Moorefield, WV"
3784,ams_3784,1/9/2026,Arizona Direct Hay Report
3153,ra_lo104,1/9/2026,North Carolina Pasture Raised Poultry Report (Monthly) (RA_LO104)
3798,ams_3798,1/9/2026,Oklahoma Retail Feed Cost Report
2863,ams_2863,1/9/2026,Iowa Production Cost Report (Bi-Weekly)
3727,vt_da001,1/9/2026,Vermont Monthly Organic Dairy Report
3800,pn_da001,1/9/2026,Pennsylvania Monthly Organic Dairy Report
2173,ams_2173,1/9/2026,"Fauquier Livestock Exchange Graded Feeder Cattle Sale - Marshall, VA"
2910,gl_ls336,1/9/2026,National Monthly Replacement Sheep Report (1st Monday) (GL_LS336)
3650,ams_3650,12/26/2025,Monthly National Turkey Report
1612,ams_1612,1/9/2026,Direct to Consumer Organic Dairy Products Prices
3905,ams_3905,1/9/2026,Kentucky Direct Hay Report
1800,ams_1800,1/8/2026,"Callaway Livestock Center Replacement Cattle Special - Kingdom City, MO"
3340,ams_3340,1/9/2026,"Lower Middle Tennessee Cattlemen's Association - Video Board Sale - Columbia, TN"
3214,ams_3214,11/30/2025,USDA Monthly Japan Reports
2177,ams_2177,1/8/2026,"Rockingham Graded Feeder Cattle Sale - Harrisonburg, VA"
2934,ams_2934,1/8/2026,"Joplin Regional Stockyards Video Auction - Carthage, MO"
2142,ams_2142,1/8/2026,"Rockingham Feeder Cattle Board Sale - Harrisonburg, VA"
1807,ams_1807,1/8/2026,"Montgomery County Livestock Auction Sheep/Goat - Montgomery City, MO"
2252,ams_2252,1/8/2026,"Northeast Georgia Livestock Special Feeder Cattle Sale - Athens, GA"
2017,ams_2017,1/8/2026,"St. Onge-Newell Sheep Yards Auction - Newell, SD"
1822,ams_1822,1/8/2026,"Joplin Regional Stockyards Feeder Cattle Special- Carthage, MO"
3053,lsmvtlbr,1/8/2026,Vermont Monthly Local Beef Report (LSMVTLBR)
3894,ams_3894,1/8/2026,"Wilson Livestock Market Video/Internet Auction - Newport, TN"
2051,ams_2051,1/8/2026,"Benton County Sale Barn - Siloam Springs, AR"
2050,ams_2050,1/7/2026,"North Arkansas Livestock - GreenForest, AR"
2785,co_lo101,1/8/2026,South Carolina Grass Fed Beef Report (Monthly) (CO_LO101)
2018,ams_2018,1/7/2026,"Central Plains Stockyards Livestock Auction - Humeston, IA"
2032,ams_2032,1/7/2026,"Roanoke Stockyards Feeder Cattle Board Sale - Roanoke, AL"
2079,ams_2079,1/7/2026,"Warren Co. Livestock Graded Sale - McMinnville, TN"
2387,br_fv120,1/7/2026,Benton Harbor Shipping Point Vegetables Prices (BR_FV120)
3880,ams_3880,1/6/2026,"Producers Livestock Stock Show Sale - Greeley, CO"
3242,ams_3242,1/6/2026,"Western Video Market Livestock Video/Internet Auction - Cottonwood, CA"
2218,ams_2218,1/6/2026,"Paris Stockyards Graded Sheep/Goat Sale - Paris, KY"
3028,cnaasrd,1/6/2026,Schedule of Release Dates of USDA Cotton Reports (CNAASRD)
2957,lsmdairycomp,1/6/2026,National Dairy Comprehensive Report - Monthly (lsmdairycomp)
2082,ams_2082,1/5/2026,Tennessee Daily Cattle Auction Summary
3906,ams_3906,1/5/2026,"Farmers Livestock Exchange Graded Slaughter Cattle Sale - Winchester, VA"
3001,cnmcps,1/6/2026,"Cotton Price Statistics, Monthly (CNMCPS)"
3895,ams_3895,12/1/2025,Monthly Cotton Price Statistics
1932,ams_1932,1/5/2026,"Upson County Livestock - Thomaston, GA"
3479,ams_3479,1/5/2026,"Dickson Regional Livestock Center Video Auction - Dickson, TN"
1898,ams_1898,1/5/2026,"Centennial Livestock Monthly Dairy Feeder Cattle Sale - Fort Collins, CO"
3468,ams_3468,1/5/2026,"Denison Livestock Feeder Cattle Special - Denison, IA"
2975,dymabm_wmostly,1/5/2026,Dry Buttermilk Prices - West - Monthly Graph (DYMABM_WMOSTLY)
2984,dymandm_c_ne_lh,1/5/2026,Nonfat Dry Milk - Central and East - Monthly Graph (DYMANDM_C_NE_LH)
2979,dymawhey_west,1/5/2026,Dry Whey Prices - West - Monthly Graph (DYMAWHEY_WEST)
3341,dymalactose,1/5/2026,Lactose Prices Graph (DYMALACTOSE)
2977,dymawhey_cent,1/5/2026,Dry Whey Prices - Central - Monthly Graph (DYMAWHEY_CENT)
2985,dymandm_w_lh,1/5/2026,Nonfat Dry Milk - West - Monthly Graph (DYMANDM_W_LH)
2978,dymawhey_ne,1/5/2026,Dry Whey Prices - Northeast - Monthly Graph (DYMAWHEY_NE)
2987,dymawpc,1/5/2026,Whey Protein Concentrate Prices - Central and West - Monthly Graph (DYMAWPC)
3070,wa_gr107,1/5/2026,Grains Inspected and/or Weighed for Export by Region and Port Area (Monthly) 
3084,wa_gr106,1/5/2026,"Wheat Inspected and/or Weighed for Export by Class, Region, and Port Area "
3085,wa_gr104,1/5/2026,"Wheat Inspected and/or WTD for Export by Class, Region, Country of Destination "
3069,wa_gr108,1/5/2026,Grains Inspected and/or Weighed for Export and Country of Destination (Monthly) 
3086,wa_gr103,1/5/2026,Wheat Inspected for Export by Class and Region (Monthly) (WA_GR103)
1623,ams_1623,12/31/2025,Dairy Monthly Averages
3723,ams_3723,1/3/2026,"Southwest Missouri Hay Auction - Golden City, MO"
1235,ams_1235,1/3/2026,"New Cambria Livestock Market Replacement Cattle Special - New Cambria, MO"
3904,ams_3904,1/3/2026,Trenton Regional Stockyards Sheep and Goat Auction - Trenton TN
1839,ams_1839,1/2/2026,"Ozarks Regional Stockyards Cattle Special - West Plains, MO"
3150,ra_lo101,1/2/2026,North Carolina Grass Fed Beef Report (Monthly) (RA_LO101)
3793,ams_3793,1/2/2026,Tennessee Direct Hay Report
3359,ams_3359,11/29/2025,Regulated Pool Plant Lists
2847,pymcagefree,1/2/2026,Shell Eggs: Monthly USDA Cage-Free Shell Egg Report (PYMCAGEFREE)
3649,ams_3649,12/26/2025,Monthly National Chicken Report
2901,fvmhoney,12/31/2025,National Honey Report (FVMHONEY)
3355,ams_3355,12/31/2025,Class Prices by Order
2991,dymclassprices,12/31/2025,Announcement of Class and Component Prices (PDF)
3352,ams_3352,11/1/2025,Price and Pool - Monthly
2133,ams_2133,12/29/2025,"Bloomfield Livestock IMBIO Feeder Cattle Special - Bloomfield, IA"
1806,ams_1806,12/27/2025,"Producers Auction Yards Sheep/Goat - Norwood, MO"
1653,cnmcqs_s,12/25/2025,Season To Date Quality Summary by State
1660,cnmcqs_r,12/25/2025,Season To Date Quality Summary by Region
1649,cnmcqs_o,12/25/2025,Season to Date Quality Summary by Office
1659,cnmmcq,12/25/2025,Monthly Season to Date Cotton Quality Report
2970,dymcoldstor_cheese,12/23/2025,"Cheese Cold Storage, U.S. - Monthly Graph (DYMCOLDSTOR_CHEESE)"
2983,dymmilk_prod,12/22/2025,"Milk Production, U.S. - Monthly Graph (DYMMILK_PROD)"
2967,dymcoldstor_butter,12/23/2025,"Butter Cold Storage, U.S. - Monthly Graph (DYMCOLDSTOR_BUTTER)"
2257,ams_2257,12/19/2025,"Public Auction Yards Replacement Cattle Special - Billings, MT (Seasonal)"
2812,lsmngflambgoat,12/19/2025,National Grass Fed Lamb and Goat Report (Quarterly)
2813,lsmnprpork,12/19/2025,National Pasture Raised Pork Report (Quarterly)
2980,dymwhey_prod,12/19/2025,"Dry Whey Production, U.S. - Monthly Graph (DYMWHEY_PROD)"
2968,dymbutter_prod,12/19/2025,"Butter Production, U.S. - Monthly Graph (DYMBUTTER_PROD)"
2976,dymbm_prod,12/19/2025,"Dry Buttermilk Production, U.S. - Monthly Graph (DYMBM_PROD)"
2981,dymlactose_prod,12/19/2025,"Lactose Production, U.S. - Monthly Graph (DYMLACTOSE_PROD)"
2986,dymndm_prod,12/19/2025,"Nonfat Dry Milk Production, U.S. - Monthly Graph (DYMNDM_PROD)"
2988,dymwpc_prod,12/19/2025,"Whey Protein Concentrate Production, U.S. - Monthly Graph (DYMWPC_PROD)"
2971,dymcheese_prod_tot,12/19/2025,"Cheese Total Production, U.S. - Monthly Graph (DYMCHEESE_PROD_TOT)"
2969,dymcheese_prod_ch,12/19/2025,"Cheese Cheddar Production, U.S. - Monthly Graph (DYMCHEESE_PROD_CH)"
2855,pymnprpoultry,12/19/2025,National Pasture Raised Poultry Report (Quarterly)
2811,lsmngfbeef,12/19/2025,National Grass Fed Beef Report (Quarterly)
1801,ams_1801,12/18/2025,"Lolli Brothers Livestock Market Replacement Cattle Special - Macon, MO"
2129,ams_2129,12/17/2025,"Blue Grass Stockyards Lexington - Replacement Livestock Sale - Lexington, KY"
2898,fvwcold,12/17/2025,Western Fruit Report Grape Cold Storage Summary (FVWCOLD)
2078,ams_2078,12/17/2025,"TLP Beef Alliance Sale - Columbia, TN"
3361,ams_3361,12/31/2024,Milk by State of Origin
3896,ams_3896,7/31/2026,Annual Cotton Price Statistics
3729,ams_3729,12/13/2025,"HPL Hay Auction - Union, IA"
3891,ams_3891,12/15/2025,"Tennessee Valley Livestock - Video/Board Sale - Florence, AL"
1775,ams_1775,12/15/2025,"Billings Livestock Commission Cattle Auction - Billings, MT (Mon)"
1973,ams_1973,12/13/2025,"Empire Livestock Feeder and Replacement Cattle Sale - Bath, NY"
1792,ams_1792,12/13/2025,"Show-Me-Select Special - Palmyra, MO"
1795,ams_1795,12/12/2025,"Show-Me-Select Special - Kirksville, MO"
1793,ams_1793,12/12/2025,"Show-Me-Select Special - Farmington, MO"
2156,ams_2156,12/12/2025,"Tama Livestock Feeder Cattle - Tama, IA"
3893,ams_3893,12/12/2025,East Tennessee Livestock Center Replacement Cattle Sale (Seasonal) - Sweetwater TN
1776,ams_1776,12/12/2025,"Public Auction Yards Livestock Cattle Auction - Billings, MT (Fri)"
2130,ams_2130,12/11/2025,"Blue Grass Stockyards Lexington - Special Graded Feeder Cattle Sale - Lexington, K"
1798,ams_1798,12/11/2025,"Joplin Regional Stockyards Replacement Cattle Special - Carthage, MO"
3087,ams_3087,12/11/2025,"Toppenish Livestock Video/Internet Auction - Toppenish, WA"
1872,ams_1872,12/10/2025,"Buckhannon Stockyards Livestock Auction - Buckhannon, WV"
1900,ams_1900,12/10/2025,"Sterling Livestock Commission - Sterling, CO"
2224,ams_2224,12/9/2025,"KY-TN Livestock Market - Special Graded Feeder Cattle Sale- Guthrie, KY"
1879,ams_1879,12/6/2025,"Weston Livestock Marketing - Weston, WV"
3168,as_fv160,12/9/2025,Shenandoah Valley Produce Auction (AS_FV160)
3456,ams_3456,12/9/2025,"Knoxville Livestock Center Video Auction - Knoxville, TN"
2136,ams_2136,12/8/2025,"Farmers Livestock Exchange Feeder Cattle Board Sale - Winchester, VA"
3082,wa_gr166,12/8/2025,"Wheat Inspected and/or Weighed for Export by Class, Region and Port Area (Jun-May)"
3073,wa_gr169,12/8/2025,"Rye, Oats, Barley & Flaxseed Inspected and/or Weighed for Export by Region and COD"
3074,wa_gr168,12/8/2025,"Rye, Oats, Barley & Flaxseed Inspected and/or Weighed for Export by Region and Por"
3083,wa_gr167,12/8/2025,"Wheat Inspected and/or Weighed for Export by Class, Region and Port Area (Jun-Nov)"
1791,ams_1791,12/5/2025,"Show-Me-Select Special - Fruitland, MO"
2174,ams_2174,12/5/2025,"Culpeper Ag Enterprise Graded Feeder Cattle Sale - Culpeper, VA"
2982,dymaclassiii,12/5/2025,Milk Prices Class III - Monthly Graph (DYMACLASSIII)
3667,ams_3667,11/28/2025,Monthly National Mill-Feeds and Miscellaneous Feedstuff Report
3668,ams_3668,11/28/2025,Monthly National Grain and Oilseed Processor Feedstuff Report
3669,ams_3669,11/28/2025,Monthly National Animal By-Product Feedstuff Report
2220,ams_2220,12/4/2025,"Blue Grass Stockyards - Graded Feeder Cattle Sale - Stanford, KY"
3666,ams_3666,12/3/2025,Orangeburg Stockyards Cattle Video Sale
3454,ams_3454,12/2/2025,"Western Video Sheep Video/Internet Auction - Cottonwood, CA"
1861,ams_1861,12/2/2025,"Buckhannon Stockyards Board Sale - Buckhannon, WV"
1884,ams_1884,12/2/2025,"Buckhannon Stockyards Special Graded Sale - Buckhannon, WV"
3902,ams_3902,11/29/2025,"Wilson Livestock Market Replacement Cattle Auction (Seasonal) - Newport, TN"
2939,ams_2939,11/28/2025,New Mexico Direct Hay Report
3111,al_fv160,11/26/2025,Lincoln County Kentucky Produce Auction (AL_FV160)
1804,ams_1804,11/25/2025,"Buffalo Livestock Market Sheep/Goat - Buffalo, MO"
3883,ams_3883,11/28/2025,Inter-Mountain West Production Cost Report (Monthly)
1794,ams_1794,11/22/2025,"Show-Me-Select Special - Kingsville, MO"
2180,ams_2180,10/22/2025,"Pulaski Livestock Graded Feeder Cattle Sale - Dublin, VA"
1790,ams_1790,11/21/2025,"Show-Me-Select Special - Carthage, MO"
3874,ams_3874,11/21/2025,"Dickson Regional Livestock Center Yearling Special (Annual) - Dickson, TN"
