Commodity_Desc,Commodity_Desc2,Unit_Desc,Marketing_Year,Timeperiod_Desc,Amount
"All wheat","Food exports","1,000 grain-equivalent bushels","2005/06","Jul",1106.38902200739
"All wheat","Nonmilled food use","1,000 bushels","2005/06","Jul",2000
"All wheat","Flour, semolina, pasta, bulgur, and couscous imports","1,000 grain-equivalent bushels","2005/06","Jul",2136.05862511901
"All wheat","Food use","1,000 bushels","2005/06","Jul",75971.304527655
"All wheat","Wheat ground for flour","1,000 bushels","2005/06","Jul",72941.6349245434
"Durum","Semolina, durum flour, pasta, and couscous imports","1,000 grain-equivalent bushels","2005/06","Jul",1181.30147240159
"Durum","Durum food exports","1,000 grain-equivalent bushels","2005/06","Jul",403.806924924129
"Durum","Durum wheat ground for semolina and durum flour","1,000 bushels","2005/06","Jul",5077.83137969147
"Durum","Durum food use","1,000 bushels","2005/06","Jul",5855.32592716893
"All wheat","Food exports","1,000 grain-equivalent bushels","2005/06","Jun",1552.56508229823
"All wheat","Nonmilled food use","1,000 bushels","2005/06","Jun",2000
"All wheat","Flour, semolina, pasta, bulgur, and couscous imports","1,000 grain-equivalent bushels","2005/06","Jun",2278.2062609406
"All wheat","Food use","1,000 bushels","2005/06","Jun",73303.6828667535
"All wheat","Wheat ground for flour","1,000 bushels","2005/06","Jun",70578.0416881112
"Durum","Semolina, durum flour, pasta, and couscous imports","1,000 grain-equivalent bushels","2005/06","Jun",1243.62292697635
"Durum","Durum food exports","1,000 grain-equivalent bushels","2005/06","Jun",323.351145887142
"Durum","Durum wheat ground for semolina and durum flour","1,000 bushels","2005/06","Jun",5153.93540029227
"Durum","Durum food use","1,000 bushels","2005/06","Jun",6074.20718138147
"All wheat","Food exports","1,000 grain-equivalent bushels","2005/06","Mar",1528.88202600493
"All wheat","Flour, semolina, pasta, bulgur, and couscous imports","1,000 grain-equivalent bushels","2005/06","Mar",2334.68504880235
"All wheat","Nonmilled food use","1,000 bushels","2005/06","Mar",2000
"All wheat","Food use","1,000 bushels","2005/06","Mar",77516.1064002094
"All wheat","Wheat ground for flour","1,000 bushels","2005/06","Mar",74710.303377412
"Durum","Semolina, durum flour, pasta, and couscous imports","1,000 grain-equivalent bushels","2005/06","Mar",1333.97069516222
"Durum","Durum food exports","1,000 grain-equivalent bushels","2005/06","Mar",442.13812472244
"Durum","Durum wheat ground for semolina and durum flour","1,000 bushels","2005/06","Mar",6147.60260056887
"Durum","Durum food use","1,000 bushels","2005/06","Mar",7039.43517100865
"All wheat","Food exports","1,000 grain-equivalent bushels","2005/06","May",2361.87184185615
"All wheat","Flour, semolina, pasta, bulgur, and couscous imports","1,000 grain-equivalent bushels","2005/06","May",2522.43376559229
"All wheat","Nonmilled food use","1,000 bushels","2005/06","May",2000
"All wheat","Food use","1,000 bushels","2005/06","May",76139.8970362811
"All wheat","Wheat ground for flour","1,000 bushels","2005/06","May",73979.335112545
"Durum","Semolina, durum flour, pasta, and couscous imports","1,000 grain-equivalent bushels","2005/06","May",1365.30129016275
"Durum","Durum food exports","1,000 grain-equivalent bushels","2005/06","May",287.126482299196
"Durum","Durum wheat ground for semolina and durum flour","1,000 bushels","2005/06","May",6171.88830522532
"Durum","Durum food use","1,000 bushels","2005/06","May",7250.06311308888
"All wheat","Food use","1,000 bushels","2005/06","MY Jun-May",917118.680919563
"Durum","Durum food use","1,000 bushels","2005/06","MY Jun-May",79784.7249676968
"All wheat","Food exports","1,000 grain-equivalent bushels","2005/06","Nov",1384.1101783521
"All wheat","Nonmilled food use","1,000 bushels","2005/06","Nov",2000
"All wheat","Food use","1,000 bushels","2005/06","Nov",77883.6589698667
"All wheat","Wheat ground for flour","1,000 bushels","2005/06","Nov",74870.8961669552
"All wheat","Flour, semolina, pasta, bulgur, and couscous imports","1,000 grain-equivalent bushels","2005/06","Nov",2396.87298126358
"Durum","Durum wheat ground for semolina and durum flour","1,000 bushels","2005/06","Nov",5677.3129781899
"Durum","Semolina, durum flour, pasta, and couscous imports","1,000 grain-equivalent bushels","2005/06","Nov",1320.43127406321
"Durum","Durum food exports","1,000 grain-equivalent bushels","2005/06","Nov",441.541950524469
"Durum","Durum food use","1,000 bushels","2005/06","Nov",6556.20230172864
"All wheat","Food exports","1,000 grain-equivalent bushels","2005/06","Oct",1567.170791214
"All wheat","Nonmilled food use","1,000 bushels","2005/06","Oct",2000
"All wheat","Food use","1,000 bushels","2005/06","Oct",81076.1755739682
"All wheat","Wheat ground for flour","1,000 bushels","2005/06","Oct",78222.3473679939
"All wheat","Flour, semolina, pasta, bulgur, and couscous imports","1,000 grain-equivalent bushels","2005/06","Oct",2420.99899718822
"Durum","Durum wheat ground for semolina and durum flour","1,000 bushels","2005/06","Oct",6100.16267922075
"Durum","Semolina, durum flour, pasta, and couscous imports","1,000 grain-equivalent bushels","2005/06","Oct",1333.43194749676
"Durum","Durum food exports","1,000 grain-equivalent bushels","2005/06","Oct",424.045551743645
"Durum","Durum food use","1,000 bushels","2005/06","Oct",7009.54907497387
"All wheat","Food use","1,000 bushels","2005/06","Q1 Jun-Aug",231183.919911939
"Durum","Durum food use","1,000 bushels","2005/06","Q1 Jun-Aug",18763.7479216356
"All wheat","Food use","1,000 bushels","2005/06","Q2 Sep-Nov",238400.90283325
"Durum","Durum food use","1,000 bushels","2005/06","Q2 Sep-Nov",20081.8633654963
"All wheat","Food use","1,000 bushels","2005/06","Q3 Dec-Feb",219358.530388783
"Durum","Durum food use","1,000 bushels","2005/06","Q3 Dec-Feb",19736.3617590693
"All wheat","Food use","1,000 bushels","2005/06","Q4 Mar-May",228175.327785591
"Durum","Durum food use","1,000 bushels","2005/06","Q4 Mar-May",21202.7519214957
"All wheat","Food exports","1,000 grain-equivalent bushels","2005/06","Sep",1368.02137942848
"All wheat","Nonmilled food use","1,000 bushels","2005/06","Sep",2000
"All wheat","Food use","1,000 bushels","2005/06","Sep",79441.0682894151
"All wheat","Wheat ground for flour","1,000 bushels","2005/06","Sep",76656.5081047077
"All wheat","Flour, semolina, pasta, bulgur, and couscous imports","1,000 grain-equivalent bushels","2005/06","Sep",2152.58156413584
"Durum","Durum wheat ground for semolina and durum flour","1,000 bushels","2005/06","Sep",5772.78600227276
"Durum","Semolina, durum flour, pasta, and couscous imports","1,000 grain-equivalent bushels","2005/06","Sep",1123.49399805642
"Durum","Durum food exports","1,000 grain-equivalent bushels","2005/06","Sep",380.168011535365
"Durum","Durum food use","1,000 bushels","2005/06","Sep",6516.11198879382
"All wheat","Food exports","1,000 grain-equivalent bushels","2006/07","Apr",2112.30989460094
"All wheat","Flour, semolina, pasta, bulgur, and couscous imports","1,000 grain-equivalent bushels","2006/07","Apr",2387.00613807512
"All wheat","Nonmilled food use","1,000 bushels","2006/07","Apr",2000
"All wheat","Food use","1,000 bushels","2006/07","Apr",77640.1483838931
"All wheat","Wheat ground for flour","1,000 bushels","2006/07","Apr",75365.4521404189
"Durum","Semolina, durum flour, pasta, and couscous imports","1,000 grain-equivalent bushels","2006/07","Apr",1422.50617040586
"Durum","Durum food exports","1,000 grain-equivalent bushels","2006/07","Apr",366.587055418138
"Durum","Durum wheat ground for semolina and durum flour","1,000 bushels","2006/07","Apr",6053.97257395632
"Durum","Durum food use","1,000 bushels","2006/07","Apr",7109.89168894404
"All wheat","Flour, semolina, pasta, bulgur, and couscous imports","1,000 grain-equivalent bushels","2006/07","Aug",2346.5530930728
"All wheat","Food exports","1,000 grain-equivalent bushels","2006/07","Aug",1776.26873565633
"All wheat","Nonmilled food use","1,000 bushels","2006/07","Aug",2000
"All wheat","Food use","1,000 bushels","2006/07","Aug",83687.9973398146
"All wheat","Wheat ground for flour","1,000 bushels","2006/07","Aug",81117.7129823981
"Durum","Semolina, durum flour, pasta, and couscous imports","1,000 grain-equivalent bushels","2006/07","Aug",1289.97490447968
"Durum","Durum food exports","1,000 grain-equivalent bushels","2006/07","Aug",376.612021819232
"Durum","Durum wheat ground for semolina and durum flour","1,000 bushels","2006/07","Aug",6568.96441414094
"Durum","Durum food use","1,000 bushels","2006/07","Aug",7482.32729680139
"All wheat","Food exports","1,000 grain-equivalent bushels","2006/07","Dec",1764.12202572986
"All wheat","Flour, semolina, pasta, bulgur, and couscous imports","1,000 grain-equivalent bushels","2006/07","Dec",2465.66078476526
"All wheat","Nonmilled food use","1,000 bushels","2006/07","Dec",2000
"All wheat","Food use","1,000 bushels","2006/07","Dec",74424.6753907168
"All wheat","Wheat ground for flour","1,000 bushels","2006/07","Dec",71723.1366316815
"Durum","Semolina, durum flour, pasta, and couscous imports","1,000 grain-equivalent bushels","2006/07","Dec",1331.99099211214
"Durum","Durum food exports","1,000 grain-equivalent bushels","2006/07","Dec",329.139590612839
"Durum","Durum wheat ground for semolina and durum flour","1,000 bushels","2006/07","Dec",5813.90895907302
"Durum","Durum food use","1,000 bushels","2006/07","Dec",6816.76036057232
"All wheat","Food exports","1,000 grain-equivalent bushels","2006/07","Feb",1842.86730377197
"All wheat","Flour, semolina, pasta, bulgur, and couscous imports","1,000 grain-equivalent bushels","2006/07","Feb",2130.4544423003
"All wheat","Nonmilled food use","1,000 bushels","2006/07","Feb",2000
"All wheat","Food use","1,000 bushels","2006/07","Feb",74627.2137127035
"All wheat","Wheat ground for flour","1,000 bushels","2006/07","Feb",72339.6265741751
"Durum","Semolina, durum flour, pasta, and couscous imports","1,000 grain-equivalent bushels","2006/07","Feb",1165.50208947272
"Durum","Durum food exports","1,000 grain-equivalent bushels","2006/07","Feb",343.483749556913
"Durum","Durum wheat ground for semolina and durum flour","1,000 bushels","2006/07","Feb",6356.57813157992
"Durum","Durum food use","1,000 bushels","2006/07","Feb",7178.59647149572
"All wheat","Flour, semolina, pasta, bulgur, and couscous imports","1,000 grain-equivalent bushels","2006/07","Jan",2663.00241743615
"All wheat","Food exports","1,000 grain-equivalent bushels","2006/07","Jan",1306.73017125283
"All wheat","Nonmilled food use","1,000 bushels","2006/07","Jan",2000
"All wheat","Food use","1,000 bushels","2006/07","Jan",76274.7200234537
"All wheat","Wheat ground for flour","1,000 bushels","2006/07","Jan",72918.4477772704
"Durum","Semolina, durum flour, pasta, and couscous imports","1,000 grain-equivalent bushels","2006/07","Jan",1503.25335755167
"Durum","Durum food exports","1,000 grain-equivalent bushels","2006/07","Jan",375.728522076289
"Durum","Durum wheat ground for semolina and durum flour","1,000 bushels","2006/07","Jan",6190.78960511248
"Durum","Durum food use","1,000 bushels","2006/07","Jan",7318.31444058786
"All wheat","Food exports","1,000 grain-equivalent bushels","2006/07","Jul",1197.6103515818
"All wheat","Flour, semolina, pasta, bulgur, and couscous imports","1,000 grain-equivalent bushels","2006/07","Jul",2281.25020500477
"All wheat","Nonmilled food use","1,000 bushels","2006/07","Jul",2000
"All wheat","Food use","1,000 bushels","2006/07","Jul",77304.277359672
"All wheat","Wheat ground for flour","1,000 bushels","2006/07","Jul",74220.6375062491
"Durum","Semolina, durum flour, pasta, and couscous imports","1,000 grain-equivalent bushels","2006/07","Jul",1278.13189412341
"Durum","Durum food exports","1,000 grain-equivalent bushels","2006/07","Jul",274.741298124391
"Durum","Durum wheat ground for semolina and durum flour","1,000 bushels","2006/07","Jul",5625.55931754853
"Durum","Durum food use","1,000 bushels","2006/07","Jul",6628.94991354755
"All wheat","Food exports","1,000 grain-equivalent bushels","2006/07","Jun",1181.16630186502
"All wheat","Flour, semolina, pasta, bulgur, and couscous imports","1,000 grain-equivalent bushels","2006/07","Jun",2375.92427188143
"All wheat","Nonmilled food use","1,000 bushels","2006/07","Jun",2000
"All wheat","Food use","1,000 bushels","2006/07","Jun",73974.2695755079
"All wheat","Wheat ground for flour","1,000 bushels","2006/07","Jun",70779.5116054915
"Durum","Semolina, durum flour, pasta, and couscous imports","1,000 grain-equivalent bushels","2006/07","Jun",1312.25073434493
"Durum","Durum food exports","1,000 grain-equivalent bushels","2006/07","Jun",279.387773057783
"Durum","Durum wheat ground for semolina and durum flour","1,000 bushels","2006/07","Jun",5733.37572573956
"Durum","Durum food use","1,000 bushels","2006/07","Jun",6766.23868702671
"All wheat","Food exports","1,000 grain-equivalent bushels","2006/07","Mar",1663.51470469107
"All wheat","Flour, semolina, pasta, bulgur, and couscous imports","1,000 grain-equivalent bushels","2006/07","Mar",2651.02264097165
"All wheat","Nonmilled food use","1,000 bushels","2006/07","Mar",2000
"All wheat","Food use","1,000 bushels","2006/07","Mar",79736.433584835
"All wheat","Wheat ground for flour","1,000 bushels","2006/07","Mar",76748.9256485544
"Durum","Semolina, durum flour, pasta, and couscous imports","1,000 grain-equivalent bushels","2006/07","Mar",1556.4053817937
"Durum","Durum food exports","1,000 grain-equivalent bushels","2006/07","Mar",436.148831115689
"Durum","Durum wheat ground for semolina and durum flour","1,000 bushels","2006/07","Mar",6373.6322633076
"Durum","Durum food use","1,000 bushels","2006/07","Mar",7493.88881398561
"All wheat","Flour, semolina, pasta, bulgur, and couscous imports","1,000 grain-equivalent bushels","2006/07","May",2114.26778936998
"All wheat","Food exports","1,000 grain-equivalent bushels","2006/07","May",4175.0672763636
"All wheat","Nonmilled food use","1,000 bushels","2006/07","May",2000
"All wheat","Food use","1,000 bushels","2006/07","May",76997.4727323895
"All wheat","Wheat ground for flour","1,000 bushels","2006/07","May",77058.2722193832
"Durum","Semolina, durum flour, pasta, and couscous imports","1,000 grain-equivalent bushels","2006/07","May",1245.78759178845
"Durum","Durum food exports","1,000 grain-equivalent bushels","2006/07","May",502.293361629448
"Durum","Durum wheat ground for semolina and durum flour","1,000 bushels","2006/07","May",6285.29891385916
"Durum","Durum food use","1,000 bushels","2006/07","May",7028.79314401816
"All wheat","Food use","1,000 bushels","2006/07","MY Jun-May",937911.404607784
"Durum","Durum food use","1,000 bushels","2006/07","MY Jun-May",86115.5187046314
"All wheat","Food exports","1,000 grain-equivalent bushels","2006/07","Nov",1503.57802455271
"All wheat","Flour, semolina, pasta, bulgur, and couscous imports","1,000 grain-equivalent bushels","2006/07","Nov",2640.3231986212
"All wheat","Nonmilled food use","1,000 bushels","2006/07","Nov",2000
"All wheat","Food use","1,000 bushels","2006/07","Nov",79547.4871446016
"All wheat","Wheat ground for flour","1,000 bushels","2006/07","Nov",76410.7419705331
"Durum","Semolina, durum flour, pasta, and couscous imports","1,000 grain-equivalent bushels","2006/07","Nov",1403.71776023598
"Durum","Durum food exports","1,000 grain-equivalent bushels","2006/07","Nov",366.611928879195
"Durum","Durum wheat ground for semolina and durum flour","1,000 bushels","2006/07","Nov",6315.35962023418
"Durum","Durum food use","1,000 bushels","2006/07","Nov",7352.46545159096
"All wheat","Food exports","1,000 grain-equivalent bushels","2006/07","Oct",1703.93300287754
"All wheat","Flour, semolina, pasta, bulgur, and couscous imports","1,000 grain-equivalent bushels","2006/07","Oct",2617.09253390169
"All wheat","Nonmilled food use","1,000 bushels","2006/07","Oct",2000
"All wheat","Food use","1,000 bushels","2006/07","Oct",82744.2809288096
"All wheat","Wheat ground for flour","1,000 bushels","2006/07","Oct",79831.1213977855
"Durum","Semolina, durum flour, pasta, and couscous imports","1,000 grain-equivalent bushels","2006/07","Oct",1428.22314337483
"Durum","Durum food exports","1,000 grain-equivalent bushels","2006/07","Oct",317.121026095004
"Durum","Durum wheat ground for semolina and durum flour","1,000 bushels","2006/07","Oct",6785.73142069281
"Durum","Durum food use","1,000 bushels","2006/07","Oct",7896.83353797264
"All wheat","Food use","1,000 bushels","2006/07","Q1 Jun-Aug",234966.544274995
"Durum","Durum food use","1,000 bushels","2006/07","Q1 Jun-Aug",20877.5158973756
"All wheat","Food use","1,000 bushels","2006/07","Q2 Sep-Nov",243244.196504798
"Durum","Durum food use","1,000 bushels","2006/07","Q2 Sep-Nov",22291.757887652
"All wheat","Food use","1,000 bushels","2006/07","Q3 Dec-Feb",225326.609126874
"Durum","Durum food use","1,000 bushels","2006/07","Q3 Dec-Feb",21313.6712726559
"All wheat","Food use","1,000 bushels","2006/07","Q4 Mar-May",234374.054701118
"Durum","Durum food use","1,000 bushels","2006/07","Q4 Mar-May",21632.5736469478
"All wheat","Food exports","1,000 grain-equivalent bushels","2006/07","Sep",1009.30740676236
"All wheat","Flour, semolina, pasta, bulgur, and couscous imports","1,000 grain-equivalent bushels","2006/07","Sep",1961.08632679634
"All wheat","Nonmilled food use","1,000 bushels","2006/07","Sep",2000
"All wheat","Food use","1,000 bushels","2006/07","Sep",80952.4284313868
"All wheat","Wheat ground for flour","1,000 bushels","2006/07","Sep",78000.6495113528
"Durum","Semolina, durum flour, pasta, and couscous imports","1,000 grain-equivalent bushels","2006/07","Sep",1016.22738871951
"Durum","Durum food exports","1,000 grain-equivalent bushels","2006/07","Sep",369.244758941602
"Durum","Durum wheat ground for semolina and durum flour","1,000 bushels","2006/07","Sep",6395.47626831053
"Durum","Durum food use","1,000 bushels","2006/07","Sep",7042.45889808844
"All wheat","Food exports","1,000 grain-equivalent bushels","2007/08","Apr",1618.87970994693
"All wheat","Flour, semolina, pasta, bulgur, and couscous imports","1,000 grain-equivalent bushels","2007/08","Apr",2416.04649847585
"All wheat","Nonmilled food use","1,000 bushels","2007/08","Apr",2000
"All wheat","Food use","1,000 bushels","2007/08","Apr",77547.762090319
"All wheat","Wheat ground for flour","1,000 bushels","2007/08","Apr",74750.5953017901
"Durum","Semolina, durum flour, pasta, and couscous imports","1,000 grain-equivalent bushels","2007/08","Apr",1479.67141087153
"Durum","Durum food exports","1,000 grain-equivalent bushels","2007/08","Apr",514.575771802894
"Durum","Durum wheat ground for semolina and durum flour","1,000 bushels","2007/08","Apr",5585.3875034559
"Durum","Durum food use","1,000 bushels","2007/08","Apr",6550.48314252454
"All wheat","Flour, semolina, pasta, bulgur, and couscous imports","1,000 grain-equivalent bushels","2007/08","Aug",2160.89863786415
"All wheat","Food exports","1,000 grain-equivalent bushels","2007/08","Aug",1867.99966149474
"All wheat","Nonmilled food use","1,000 bushels","2007/08","Aug",2000
"All wheat","Food use","1,000 bushels","2007/08","Aug",85488.1020173639
"All wheat","Wheat ground for flour","1,000 bushels","2007/08","Aug",83195.2030409945
"Durum","Semolina, durum flour, pasta, and couscous imports","1,000 grain-equivalent bushels","2007/08","Aug",1326.24397304513
"Durum","Durum food exports","1,000 grain-equivalent bushels","2007/08","Aug",395.037470534916
"Durum","Durum wheat ground for semolina and durum flour","1,000 bushels","2007/08","Aug",6691.5803717368
"Durum","Durum food use","1,000 bushels","2007/08","Aug",7622.78687424701
"All wheat","Food exports","1,000 grain-equivalent bushels","2007/08","Dec",1725.7700292597
"All wheat","Flour, semolina, pasta, bulgur, and couscous imports","1,000 grain-equivalent bushels","2007/08","Dec",2216.23352975461
"All wheat","Nonmilled food use","1,000 bushels","2007/08","Dec",2000
"All wheat","Food use","1,000 bushels","2007/08","Dec",76831.2673037842
"All wheat","Wheat ground for flour","1,000 bushels","2007/08","Dec",74340.8038032893
"Durum","Semolina, durum flour, pasta, and couscous imports","1,000 grain-equivalent bushels","2007/08","Dec",1383.50202201592
"Durum","Durum food exports","1,000 grain-equivalent bushels","2007/08","Dec",505.570306444616
"Durum","Durum wheat ground for semolina and durum flour","1,000 bushels","2007/08","Dec",5864.31768597167
"Durum","Durum food use","1,000 bushels","2007/08","Dec",6742.24940154297
"All wheat","Flour, semolina, pasta, bulgur, and couscous imports","1,000 grain-equivalent bushels","2007/08","Feb",2070.7932681795
"All wheat","Food exports","1,000 grain-equivalent bushels","2007/08","Feb",2014.46480509673
"All wheat","Nonmilled food use","1,000 bushels","2007/08","Feb",2000
"All wheat","Food use","1,000 bushels","2007/08","Feb",74778.1699312545
"All wheat","Wheat ground for flour","1,000 bushels","2007/08","Feb",72721.8414681718
"Durum","Semolina, durum flour, pasta, and couscous imports","1,000 grain-equivalent bushels","2007/08","Feb",1245.75863195396
"Durum","Durum food exports","1,000 grain-equivalent bushels","2007/08","Feb",570.867324420704
"Durum","Durum wheat ground for semolina and durum flour","1,000 bushels","2007/08","Feb",5909.08793173507
"Durum","Durum food use","1,000 bushels","2007/08","Feb",6583.97923926833
"All wheat","Food exports","1,000 grain-equivalent bushels","2007/08","Jan",1724.54274339734
"All wheat","Flour, semolina, pasta, bulgur, and couscous imports","1,000 grain-equivalent bushels","2007/08","Jan",2259.83807639144
"All wheat","Nonmilled food use","1,000 bushels","2007/08","Jan",2000
"All wheat","Food use","1,000 bushels","2007/08","Jan",75839.0162739158
"All wheat","Wheat ground for flour","1,000 bushels","2007/08","Jan",73303.7209409217
"Durum","Semolina, durum flour, pasta, and couscous imports","1,000 grain-equivalent bushels","2007/08","Jan",1374.065684081
"Durum","Durum food exports","1,000 grain-equivalent bushels","2007/08","Jan",725.072488878243
"Durum","Durum wheat ground for semolina and durum flour","1,000 bushels","2007/08","Jan",5754.97058106461
"Durum","Durum food use","1,000 bushels","2007/08","Jan",6403.96377626736
"All wheat","Flour, semolina, pasta, bulgur, and couscous imports","1,000 grain-equivalent bushels","2007/08","Jul",2248.87787635459
"All wheat","Food exports","1,000 grain-equivalent bushels","2007/08","Jul",1619.74841470459
"All wheat","Nonmilled food use","1,000 bushels","2007/08","Jul",2000
"All wheat","Food use","1,000 bushels","2007/08","Jul",78750.6173604067
"All wheat","Wheat ground for flour","1,000 bushels","2007/08","Jul",76121.4878987567
"Durum","Semolina, durum flour, pasta, and couscous imports","1,000 grain-equivalent bushels","2007/08","Jul",1238.06454247609
"Durum","Durum food exports","1,000 grain-equivalent bushels","2007/08","Jul",466.715990171915
"Durum","Durum wheat ground for semolina and durum flour","1,000 bushels","2007/08","Jul",5730.5657233145
"Durum","Durum food use","1,000 bushels","2007/08","Jul",6501.91427561867
"All wheat","Food exports","1,000 grain-equivalent bushels","2007/08","Jun",2376.31640290609
"All wheat","Flour, semolina, pasta, bulgur, and couscous imports","1,000 grain-equivalent bushels","2007/08","Jun",2261.90520505704
"All wheat","Nonmilled food use","1,000 bushels","2007/08","Jun",2000
"All wheat","Food use","1,000 bushels","2007/08","Jun",75610.8644423489
"All wheat","Wheat ground for flour","1,000 bushels","2007/08","Jun",73725.2756401979
"Durum","Semolina, durum flour, pasta, and couscous imports","1,000 grain-equivalent bushels","2007/08","Jun",1250.03133137644
"Durum","Durum food exports","1,000 grain-equivalent bushels","2007/08","Jun",332.382950438391
"Durum","Durum wheat ground for semolina and durum flour","1,000 bushels","2007/08","Jun",5838.72851218453
"Durum","Durum food use","1,000 bushels","2007/08","Jun",6756.37689312257
"All wheat","Flour, semolina, pasta, bulgur, and couscous imports","1,000 grain-equivalent bushels","2007/08","Mar",2185.65873779731
"All wheat","Food exports","1,000 grain-equivalent bushels","2007/08","Mar",2030.14611967003
"All wheat","Nonmilled food use","1,000 bushels","2007/08","Mar",2000
"All wheat","Food use","1,000 bushels","2007/08","Mar",79309.9502090338
"All wheat","Wheat ground for flour","1,000 bushels","2007/08","Mar",77154.4375909065
"Durum","Semolina, durum flour, pasta, and couscous imports","1,000 grain-equivalent bushels","2007/08","Mar",1366.84917643479
"Durum","Durum food exports","1,000 grain-equivalent bushels","2007/08","Mar",513.219943528714
"Durum","Durum wheat ground for semolina and durum flour","1,000 bushels","2007/08","Mar",5924.94148720033
"Durum","Durum food use","1,000 bushels","2007/08","Mar",6778.57072010641
"All wheat","Food exports","1,000 grain-equivalent bushels","2007/08","May",1991.38593718598
"All wheat","Flour, semolina, pasta, bulgur, and couscous imports","1,000 grain-equivalent bushels","2007/08","May",2244.936587148
"All wheat","Nonmilled food use","1,000 bushels","2007/08","May",2000
"All wheat","Food use","1,000 bushels","2007/08","May",78683.155432192
"All wheat","Wheat ground for flour","1,000 bushels","2007/08","May",76429.6047822299
"Durum","Semolina, durum flour, pasta, and couscous imports","1,000 grain-equivalent bushels","2007/08","May",1338.89143424364
"Durum","Durum food exports","1,000 grain-equivalent bushels","2007/08","May",479.11344566152
"Durum","Durum wheat ground for semolina and durum flour","1,000 bushels","2007/08","May",5798.8088945061
"Durum","Durum food use","1,000 bushels","2007/08","May",6658.58688308822
"All wheat","Food use","1,000 bushels","2007/08","MY Jun-May",947865.112434989
"Durum","Durum food use","1,000 bushels","2007/08","MY Jun-May",82656.9907919695
"All wheat","Flour, semolina, pasta, bulgur, and couscous imports","1,000 grain-equivalent bushels","2007/08","Nov",2288.52100962263
"All wheat","Food exports","1,000 grain-equivalent bushels","2007/08","Nov",4077.56807244108
"All wheat","Nonmilled food use","1,000 bushels","2007/08","Nov",2000
"All wheat","Food use","1,000 bushels","2007/08","Nov",79410.4448175466
"All wheat","Wheat ground for flour","1,000 bushels","2007/08","Nov",79199.491880365
"Durum","Semolina, durum flour, pasta, and couscous imports","1,000 grain-equivalent bushels","2007/08","Nov",1401.69134882963
"Durum","Durum food exports","1,000 grain-equivalent bushels","2007/08","Nov",610.536322580067
"Durum","Durum wheat ground for semolina and durum flour","1,000 bushels","2007/08","Nov",6370.11610861474
"Durum","Durum food use","1,000 bushels","2007/08","Nov",7161.27113486431
"All wheat","Food exports","1,000 grain-equivalent bushels","2007/08","Oct",2958.76869256064
"All wheat","Flour, semolina, pasta, bulgur, and couscous imports","1,000 grain-equivalent bushels","2007/08","Oct",2382.51124449499
"All wheat","Nonmilled food use","1,000 bushels","2007/08","Oct",2000
"All wheat","Food use","1,000 bushels","2007/08","Oct",84168.44686828
"All wheat","Wheat ground for flour","1,000 bushels","2007/08","Oct",82744.7043163457
"Durum","Semolina, durum flour, pasta, and couscous imports","1,000 grain-equivalent bushels","2007/08","Oct",1427.53435927879
"Durum","Durum food exports","1,000 grain-equivalent bushels","2007/08","Oct",571.485783333213
"Durum","Durum wheat ground for semolina and durum flour","1,000 bushels","2007/08","Oct",6844.56620541359
"Durum","Durum food use","1,000 bushels","2007/08","Oct",7700.61478135917
"All wheat","Food use","1,000 bushels","2007/08","Q1 Jun-Aug",239849.58382012
"Durum","Durum food use","1,000 bushels","2007/08","Q1 Jun-Aug",20881.0780429883
"All wheat","Food use","1,000 bushels","2007/08","Q2 Sep-Nov",245026.20737437
"Durum","Durum food use","1,000 bushels","2007/08","Q2 Sep-Nov",22058.0795861835
"All wheat","Food use","1,000 bushels","2007/08","Q3 Dec-Feb",227448.453508955
"Durum","Durum food use","1,000 bushels","2007/08","Q3 Dec-Feb",19730.1924170787
"All wheat","Food use","1,000 bushels","2007/08","Q4 Mar-May",235540.867731545
"Durum","Durum food use","1,000 bushels","2007/08","Q4 Mar-May",19987.6407457192
"All wheat","Flour, semolina, pasta, bulgur, and couscous imports","1,000 grain-equivalent bushels","2007/08","Sep",1957.35563794014
"All wheat","Food exports","1,000 grain-equivalent bushels","2007/08","Sep",2508.3490096451
"All wheat","Nonmilled food use","1,000 bushels","2007/08","Sep",2000
"All wheat","Food use","1,000 bushels","2007/08","Sep",81447.3156885438
"All wheat","Wheat ground for flour","1,000 bushels","2007/08","Sep",79998.3090602488
"Durum","Semolina, durum flour, pasta, and couscous imports","1,000 grain-equivalent bushels","2007/08","Sep",1151.38676048976
"Durum","Durum food exports","1,000 grain-equivalent bushels","2007/08","Sep",470.046995478481
"Durum","Durum wheat ground for semolina and durum flour","1,000 bushels","2007/08","Sep",6514.85390494871
"Durum","Durum food use","1,000 bushels","2007/08","Sep",7196.19366995998
"All wheat","Food exports","1,000 grain-equivalent bushels","2008/09","Apr",1257.25975043952
"All wheat","Flour, semolina, pasta, bulgur, and couscous imports","1,000 grain-equivalent bushels","2008/09","Apr",2081.69159999587
"All wheat","Nonmilled food use","1,000 bushels","2008/09","Apr",2000
"All wheat","Food use","1,000 bushels","2008/09","Apr",76532.6031994597
"All wheat","Wheat ground for flour","1,000 bushels","2008/09","Apr",73708.1713499033
"Durum","Semolina, durum flour, pasta, and couscous imports","1,000 grain-equivalent bushels","2008/09","Apr",1283.96222413987
"Durum","Durum food exports","1,000 grain-equivalent bushels","2008/09","Apr",505.566890442351
