Commodity_Desc,Commodity_Desc2,Attribute_Desc,Geography_Desc,Unit_Desc,Marketing_Year,Timeperiod_Desc,Amount
"Cost of wheat to produce flour","Cost of wheat to produce flour","Wheat and flour price relationships","Kansas City","dollars per cwt","2019/20","Q1 Jun-Aug",13.8244
"Wholesale byproducts obtained","Wholesale price of byproducts","Wheat and flour price relationships","Kansas City","dollars per cwt","2019/20","Q1 Jun-Aug",1.58056
"Wholesale total products actual cost","Total wholesale price","Wheat and flour price relationships","Kansas City","dollars per cwt","2019/20","Q1 Jun-Aug",16.43056
"Wholesale total products over cost of wheat ","Total wholesale price less cost of wheat ","Wheat and flour price relationships","Kansas City","dollars per cwt","2019/20","Q1 Jun-Aug",2.60616
"Wholesale total products over cost of wheat ","Total wholesale price less cost of wheat ","Wheat and flour price relationships","Kansas City","dollars per cwt","2019/20","Q2 Sep-Nov",1.81833733333334
"Cost of wheat to produce flour","Cost of wheat to produce flour","Wheat and flour price relationships","Kansas City","dollars per cwt","2019/20","Q2 Sep-Nov",14.022
"Bakers std. patent flour","Wholesale price of bakery flour","Wheat and flour price relationships","Kansas City","dollars per cwt","2019/20","Q2 Sep-Nov",13.6166666666667
"Wholesale byproducts obtained","Wholesale price of byproducts","Wheat and flour price relationships","Kansas City","dollars per cwt","2019/20","Q2 Sep-Nov",2.22367066666667
"Wholesale total products actual cost","Total wholesale price","Wheat and flour price relationships","Kansas City","dollars per cwt","2019/20","Q2 Sep-Nov",15.8403373333333
"Wholesale byproducts obtained","Wholesale price of byproducts","Wheat and flour price relationships","Kansas City","dollars per cwt","2019/20","Q3 Dec-Feb",2.40595333333333
"Wholesale total products actual cost","Total wholesale price","Wheat and flour price relationships","Kansas City","dollars per cwt","2019/20","Q3 Dec-Feb",16.8559533333333
"Wholesale total products over cost of wheat ","Total wholesale price less cost of wheat ","Wheat and flour price relationships","Kansas City","dollars per cwt","2019/20","Q3 Dec-Feb",2.35515333333334
"Bakers std. patent flour","Wholesale price of bakery flour","Wheat and flour price relationships","Kansas City","dollars per cwt","2019/20","Q3 Dec-Feb",14.45
"Cost of wheat to produce flour","Cost of wheat to produce flour","Wheat and flour price relationships","Kansas City","dollars per cwt","2019/20","Q3 Dec-Feb",14.5008
"Wholesale total products over cost of wheat ","Total wholesale price less cost of wheat ","Wheat and flour price relationships","Kansas City","dollars per cwt","2019/20","Q4 Mar-May",2.09688
"Wholesale byproducts obtained","Wholesale price of byproducts","Wheat and flour price relationships","Kansas City","dollars per cwt","2019/20","Q4 Mar-May",2.04914666666667
"Bakers std. patent flour","Wholesale price of bakery flour","Wheat and flour price relationships","Kansas City","dollars per cwt","2019/20","Q4 Mar-May",14.5333333333333
"Wholesale total products actual cost","Total wholesale price","Wheat and flour price relationships","Kansas City","dollars per cwt","2019/20","Q4 Mar-May",16.58248
"Cost of wheat to produce flour","Cost of wheat to produce flour","Wheat and flour price relationships","Kansas City","dollars per cwt","2019/20","Q4 Mar-May",14.4856
"Wholesale byproducts obtained","Wholesale price of byproducts","Wheat and flour price relationships","Kansas City","dollars per cwt","2020/21","MY Jun-May",2.69245666666667
"Wholesale total products actual cost","Total wholesale price","Wheat and flour price relationships","Kansas City","dollars per cwt","2020/21","MY Jun-May",18.4716233333333
"Wholesale total products over cost of wheat ","Total wholesale price less cost of wheat ","Wheat and flour price relationships","Kansas City","dollars per cwt","2020/21","MY Jun-May",2.71235833333333
"Bakers std. patent flour","Wholesale price of bakery flour","Wheat and flour price relationships","Kansas City","dollars per cwt","2020/21","MY Jun-May",15.7791666666667
"Cost of wheat to produce flour","Cost of wheat to produce flour","Wheat and flour price relationships","Kansas City","dollars per cwt","2020/21","MY Jun-May",15.759265
"Wholesale total products actual cost","Total wholesale price","Wheat and flour price relationships","Kansas City","dollars per cwt","2020/21","Q1 Jun-Aug",15.7862066666667
"Cost of wheat to produce flour","Cost of wheat to produce flour","Wheat and flour price relationships","Kansas City","dollars per cwt","2020/21","Q1 Jun-Aug",13.4215088
"Wholesale total products over cost of wheat ","Total wholesale price less cost of wheat ","Wheat and flour price relationships","Kansas City","dollars per cwt","2020/21","Q1 Jun-Aug",2.36469786666667
"Bakers std. patent flour","Wholesale price of bakery flour","Wheat and flour price relationships","Kansas City","dollars per cwt","2020/21","Q1 Jun-Aug",14.1
"Wholesale byproducts obtained","Wholesale price of byproducts","Wheat and flour price relationships","Kansas City","dollars per cwt","2020/21","Q1 Jun-Aug",1.68620666666667
"Wholesale total products over cost of wheat ","Total wholesale price less cost of wheat ","Wheat and flour price relationships","Kansas City","dollars per cwt","2020/21","Q2 Sep-Nov",2.89868
"Cost of wheat to produce flour","Cost of wheat to produce flour","Wheat and flour price relationships","Kansas City","dollars per cwt","2020/21","Q2 Sep-Nov",15.2304
"Wholesale byproducts obtained","Wholesale price of byproducts","Wheat and flour price relationships","Kansas City","dollars per cwt","2020/21","Q2 Sep-Nov",2.52908
"Wholesale total products actual cost","Total wholesale price","Wheat and flour price relationships","Kansas City","dollars per cwt","2020/21","Q2 Sep-Nov",18.12908
"Bakers std. patent flour","Wholesale price of bakery flour","Wheat and flour price relationships","Kansas City","dollars per cwt","2020/21","Q2 Sep-Nov",15.6
"Cost of wheat to produce flour","Cost of wheat to produce flour","Wheat and flour price relationships","Kansas City","dollars per cwt","2020/21","Q3 Dec-Feb",16.9024
"Bakers std. patent flour","Wholesale price of bakery flour","Wheat and flour price relationships","Kansas City","dollars per cwt","2020/21","Q3 Dec-Feb",16.55
"Wholesale byproducts obtained","Wholesale price of byproducts","Wheat and flour price relationships","Kansas City","dollars per cwt","2020/21","Q3 Dec-Feb",3.38061666666667
"Wholesale total products actual cost","Total wholesale price","Wheat and flour price relationships","Kansas City","dollars per cwt","2020/21","Q3 Dec-Feb",19.9306166666667
"Wholesale total products over cost of wheat ","Total wholesale price less cost of wheat ","Wheat and flour price relationships","Kansas City","dollars per cwt","2020/21","Q3 Dec-Feb",3.02821666666667
"Bakers std. patent flour","Wholesale price of bakery flour","Wheat and flour price relationships","Kansas City","dollars per cwt","2020/21","Q4 Mar-May",16.8666666666667
"Wholesale byproducts obtained","Wholesale price of byproducts","Wheat and flour price relationships","Kansas City","dollars per cwt","2020/21","Q4 Mar-May",3.17392333333333
"Wholesale total products actual cost","Total wholesale price","Wheat and flour price relationships","Kansas City","dollars per cwt","2020/21","Q4 Mar-May",20.04059
"Wholesale total products over cost of wheat ","Total wholesale price less cost of wheat ","Wheat and flour price relationships","Kansas City","dollars per cwt","2020/21","Q4 Mar-May",2.55299
"Cost of wheat to produce flour","Cost of wheat to produce flour","Wheat and flour price relationships","Kansas City","dollars per cwt","2020/21","Q4 Mar-May",17.4876
"Wholesale total products actual cost","Total wholesale price","Wheat and flour price relationships","Kansas City","dollars per cwt","2021/22","MY Jun-May",26.9118100666667
"Wholesale total products over cost of wheat ","Total wholesale price less cost of wheat ","Wheat and flour price relationships","Kansas City","dollars per cwt","2021/22","MY Jun-May",2.49871006666667
"Cost of wheat to produce flour","Cost of wheat to produce flour","Wheat and flour price relationships","Kansas City","dollars per cwt","2021/22","MY Jun-May",24.4131
"Wholesale byproducts obtained","Wholesale price of byproducts","Wheat and flour price relationships","Kansas City","dollars per cwt","2021/22","MY Jun-May",3.27847673333333
"Bakers std. patent flour","Wholesale price of bakery flour","Wheat and flour price relationships","Kansas City","dollars per cwt","2021/22","MY Jun-May",23.6333333333333
"Wholesale total products actual cost","Total wholesale price","Wheat and flour price relationships","Kansas City","dollars per cwt","2021/22","Q1 Jun-Aug",22.0874333333333
"Wholesale total products over cost of wheat ","Total wholesale price less cost of wheat ","Wheat and flour price relationships","Kansas City","dollars per cwt","2021/22","Q1 Jun-Aug",2.89743333333334
"Cost of wheat to produce flour","Cost of wheat to produce flour","Wheat and flour price relationships","Kansas City","dollars per cwt","2021/22","Q1 Jun-Aug",19.19
"Bakers std. patent flour","Wholesale price of bakery flour","Wheat and flour price relationships","Kansas City","dollars per cwt","2021/22","Q1 Jun-Aug",19.25
"Wholesale byproducts obtained","Wholesale price of byproducts","Wheat and flour price relationships","Kansas City","dollars per cwt","2021/22","Q1 Jun-Aug",2.83743333333333
"Wholesale byproducts obtained","Wholesale price of byproducts","Wheat and flour price relationships","Kansas City","dollars per cwt","2021/22","Q2 Sep-Nov",3.16096666666667
"Wholesale total products over cost of wheat ","Total wholesale price less cost of wheat ","Wheat and flour price relationships","Kansas City","dollars per cwt","2021/22","Q2 Sep-Nov",2.8999
"Wholesale total products actual cost","Total wholesale price","Wheat and flour price relationships","Kansas City","dollars per cwt","2021/22","Q2 Sep-Nov",24.8943
"Bakers std. patent flour","Wholesale price of bakery flour","Wheat and flour price relationships","Kansas City","dollars per cwt","2021/22","Q2 Sep-Nov",21.7333333333333
"Cost of wheat to produce flour","Cost of wheat to produce flour","Wheat and flour price relationships","Kansas City","dollars per cwt","2021/22","Q2 Sep-Nov",21.9944
"Cost of wheat to produce flour","Cost of wheat to produce flour","Wheat and flour price relationships","Kansas City","dollars per cwt","2021/22","Q3 Dec-Feb",24.9432
"Bakers std. patent flour","Wholesale price of bakery flour","Wheat and flour price relationships","Kansas City","dollars per cwt","2021/22","Q3 Dec-Feb",23.3833333333333
"Wholesale total products actual cost","Total wholesale price","Wheat and flour price relationships","Kansas City","dollars per cwt","2021/22","Q3 Dec-Feb",26.8837309333333
"Wholesale total products over cost of wheat ","Total wholesale price less cost of wheat ","Wheat and flour price relationships","Kansas City","dollars per cwt","2021/22","Q3 Dec-Feb",1.94053093333333
"Wholesale byproducts obtained","Wholesale price of byproducts","Wheat and flour price relationships","Kansas City","dollars per cwt","2021/22","Q3 Dec-Feb",3.5003976
"Cost of wheat to produce flour","Cost of wheat to produce flour","Wheat and flour price relationships","Kansas City","dollars per cwt","2021/22","Q4 Mar-May",31.5248
"Bakers std. patent flour","Wholesale price of bakery flour","Wheat and flour price relationships","Kansas City","dollars per cwt","2021/22","Q4 Mar-May",30.1666666666667
"Wholesale total products actual cost","Total wholesale price","Wheat and flour price relationships","Kansas City","dollars per cwt","2021/22","Q4 Mar-May",33.781776
"Wholesale total products over cost of wheat ","Total wholesale price less cost of wheat ","Wheat and flour price relationships","Kansas City","dollars per cwt","2021/22","Q4 Mar-May",2.256976
"Wholesale byproducts obtained","Wholesale price of byproducts","Wheat and flour price relationships","Kansas City","dollars per cwt","2021/22","Q4 Mar-May",3.61510933333333
"Wholesale byproducts obtained","Wholesale price of byproducts","Wheat and flour price relationships","Kansas City","dollars per cwt","2022/23","MY Jun-May",3.89984166666667
"Wholesale total products actual cost","Total wholesale price","Wheat and flour price relationships","Kansas City","dollars per cwt","2022/23","MY Jun-May",26.8540083333333
"Wholesale total products over cost of wheat ","Total wholesale price less cost of wheat ","Wheat and flour price relationships","Kansas City","dollars per cwt","2022/23","MY Jun-May",2.76960833333333
"Bakers std. patent flour","Wholesale price of bakery flour","Wheat and flour price relationships","Kansas City","dollars per cwt","2022/23","MY Jun-May",22.9541666666667
"Cost of wheat to produce flour","Cost of wheat to produce flour","Wheat and flour price relationships","Kansas City","dollars per cwt","2022/23","MY Jun-May",24.0844
"Cost of wheat to produce flour","Cost of wheat to produce flour","Wheat and flour price relationships","Kansas City","dollars per cwt","2022/23","Q1 Jun-Aug",25.0116
"Wholesale byproducts obtained","Wholesale price of byproducts","Wheat and flour price relationships","Kansas City","dollars per cwt","2022/23","Q1 Jun-Aug",3.64534666666667
"Wholesale total products actual cost","Total wholesale price","Wheat and flour price relationships","Kansas City","dollars per cwt","2022/23","Q1 Jun-Aug",27.9120133333333
"Wholesale total products over cost of wheat ","Total wholesale price less cost of wheat ","Wheat and flour price relationships","Kansas City","dollars per cwt","2022/23","Q1 Jun-Aug",2.90041333333333
"Bakers std. patent flour","Wholesale price of bakery flour","Wheat and flour price relationships","Kansas City","dollars per cwt","2022/23","Q1 Jun-Aug",24.2666666666667
"Wholesale total products actual cost","Total wholesale price","Wheat and flour price relationships","Kansas City","dollars per cwt","2022/23","Q2 Sep-Nov",28.24252
"Wholesale total products over cost of wheat ","Total wholesale price less cost of wheat ","Wheat and flour price relationships","Kansas City","dollars per cwt","2022/23","Q2 Sep-Nov",2.86612
"Wholesale byproducts obtained","Wholesale price of byproducts","Wheat and flour price relationships","Kansas City","dollars per cwt","2022/23","Q2 Sep-Nov",4.65918666666667
"Bakers std. patent flour","Wholesale price of bakery flour","Wheat and flour price relationships","Kansas City","dollars per cwt","2022/23","Q2 Sep-Nov",23.5833333333333
"Cost of wheat to produce flour","Cost of wheat to produce flour","Wheat and flour price relationships","Kansas City","dollars per cwt","2022/23","Q2 Sep-Nov",25.3764
"Wholesale total products over cost of wheat ","Total wholesale price less cost of wheat ","Wheat and flour price relationships","Kansas City","dollars per cwt","2022/23","Q3 Dec-Feb",2.575212
"Cost of wheat to produce flour","Cost of wheat to produce flour","Wheat and flour price relationships","Kansas City","dollars per cwt","2022/23","Q3 Dec-Feb",23.5372
"Bakers std. patent flour","Wholesale price of bakery flour","Wheat and flour price relationships","Kansas City","dollars per cwt","2022/23","Q3 Dec-Feb",21.7
"Wholesale byproducts obtained","Wholesale price of byproducts","Wheat and flour price relationships","Kansas City","dollars per cwt","2022/23","Q3 Dec-Feb",4.412412
"Wholesale total products actual cost","Total wholesale price","Wheat and flour price relationships","Kansas City","dollars per cwt","2022/23","Q3 Dec-Feb",26.112412
"Wholesale byproducts obtained","Wholesale price of byproducts","Wheat and flour price relationships","Kansas City","dollars per cwt","2022/23","Q4 Mar-May",2.88242133333333
"Wholesale total products actual cost","Total wholesale price","Wheat and flour price relationships","Kansas City","dollars per cwt","2022/23","Q4 Mar-May",25.149088
"Wholesale total products over cost of wheat ","Total wholesale price less cost of wheat ","Wheat and flour price relationships","Kansas City","dollars per cwt","2022/23","Q4 Mar-May",2.736688
"Bakers std. patent flour","Wholesale price of bakery flour","Wheat and flour price relationships","Kansas City","dollars per cwt","2022/23","Q4 Mar-May",22.2666666666667
"Cost of wheat to produce flour","Cost of wheat to produce flour","Wheat and flour price relationships","Kansas City","dollars per cwt","2022/23","Q4 Mar-May",22.4124
"Wholesale total products actual cost","Total wholesale price","Wheat and flour price relationships","Kansas City","dollars per cwt","2023/24","MY Jun-May",21.0231683333333
"Wholesale total products over cost of wheat ","Total wholesale price less cost of wheat ","Wheat and flour price relationships","Kansas City","dollars per cwt","2023/24","MY Jun-May",2.50386833333333
"Wholesale byproducts obtained","Wholesale price of byproducts","Wheat and flour price relationships","Kansas City","dollars per cwt","2023/24","MY Jun-May",2.50650166666667
"Bakers std. patent flour","Wholesale price of bakery flour","Wheat and flour price relationships","Kansas City","dollars per cwt","2023/24","MY Jun-May",18.5166666666667
"Cost of wheat to produce flour","Cost of wheat to produce flour","Wheat and flour price relationships","Kansas City","dollars per cwt","2023/24","MY Jun-May",18.5193
"Bakers std. patent flour","Wholesale price of bakery flour","Wheat and flour price relationships","Kansas City","dollars per cwt","2023/24","Q1 Jun-Aug",21
"Wholesale byproducts obtained","Wholesale price of byproducts","Wheat and flour price relationships","Kansas City","dollars per cwt","2023/24","Q1 Jun-Aug",2.87671733333333
"Wholesale total products actual cost","Total wholesale price","Wheat and flour price relationships","Kansas City","dollars per cwt","2023/24","Q1 Jun-Aug",23.8767173333333
"Wholesale total products over cost of wheat ","Total wholesale price less cost of wheat ","Wheat and flour price relationships","Kansas City","dollars per cwt","2023/24","Q1 Jun-Aug",2.93871733333333
"Cost of wheat to produce flour","Cost of wheat to produce flour","Wheat and flour price relationships","Kansas City","dollars per cwt","2023/24","Q1 Jun-Aug",20.938
"Wholesale byproducts obtained","Wholesale price of byproducts","Wheat and flour price relationships","Kansas City","dollars per cwt","2023/24","Q2 Sep-Nov",2.909224
"Wholesale total products actual cost","Total wholesale price","Wheat and flour price relationships","Kansas City","dollars per cwt","2023/24","Q2 Sep-Nov",20.8258906666667
"Wholesale total products over cost of wheat ","Total wholesale price less cost of wheat ","Wheat and flour price relationships","Kansas City","dollars per cwt","2023/24","Q2 Sep-Nov",2.79869066666667
"Bakers std. patent flour","Wholesale price of bakery flour","Wheat and flour price relationships","Kansas City","dollars per cwt","2023/24","Q2 Sep-Nov",17.9166666666667
"Cost of wheat to produce flour","Cost of wheat to produce flour","Wheat and flour price relationships","Kansas City","dollars per cwt","2023/24","Q2 Sep-Nov",18.0272
"Wholesale total products over cost of wheat ","Total wholesale price less cost of wheat ","Wheat and flour price relationships","Kansas City","dollars per cwt","2023/24","Q3 Dec-Feb",1.91985333333333
"Wholesale byproducts obtained","Wholesale price of byproducts","Wheat and flour price relationships","Kansas City","dollars per cwt","2023/24","Q3 Dec-Feb",2.60758666666667
"Bakers std. patent flour","Wholesale price of bakery flour","Wheat and flour price relationships","Kansas City","dollars per cwt","2023/24","Q3 Dec-Feb",17.3166666666667
"Cost of wheat to produce flour","Cost of wheat to produce flour","Wheat and flour price relationships","Kansas City","dollars per cwt","2023/24","Q3 Dec-Feb",18.0044
"Wholesale total products actual cost","Total wholesale price","Wheat and flour price relationships","Kansas City","dollars per cwt","2023/24","Q3 Dec-Feb",19.9242533333333
"Bakers std. patent flour","Wholesale price of bakery flour","Wheat and flour price relationships","Kansas City","dollars per cwt","2023/24","Q4 Mar-May",17.8333333333333
"Cost of wheat to produce flour","Cost of wheat to produce flour","Wheat and flour price relationships","Kansas City","dollars per cwt","2023/24","Q4 Mar-May",17.1076
"Wholesale total products actual cost","Total wholesale price","Wheat and flour price relationships","Kansas City","dollars per cwt","2023/24","Q4 Mar-May",19.465812
"Wholesale total products over cost of wheat ","Total wholesale price less cost of wheat ","Wheat and flour price relationships","Kansas City","dollars per cwt","2023/24","Q4 Mar-May",2.358212
"Wholesale byproducts obtained","Wholesale price of byproducts","Wheat and flour price relationships","Kansas City","dollars per cwt","2023/24","Q4 Mar-May",1.63247866666667
"Wholesale total products over cost of wheat ","Total wholesale price less cost of wheat ","Wheat and flour price relationships","Kansas City","dollars per cwt","2024/25","MY Jun-May",3.05412866666667
"Wholesale byproducts obtained","Wholesale price of byproducts","Wheat and flour price relationships","Kansas City","dollars per cwt","2024/25","MY Jun-May",2.18869533333333
"Cost of wheat to produce flour","Cost of wheat to produce flour","Wheat and flour price relationships","Kansas City","dollars per cwt","2024/25","MY Jun-May",15.2304
"Wholesale total products actual cost","Total wholesale price","Wheat and flour price relationships","Kansas City","dollars per cwt","2024/25","MY Jun-May",18.2845286666667
"Bakers std. patent flour","Wholesale price of bakery flour","Wheat and flour price relationships","Kansas City","dollars per cwt","2024/25","MY Jun-May",16.0958333333333
"Bakers std. patent flour","Wholesale price of bakery flour","Wheat and flour price relationships","Kansas City","dollars per cwt","2024/25","Q1 Jun-Aug",16.9833333333333
"Cost of wheat to produce flour","Cost of wheat to produce flour","Wheat and flour price relationships","Kansas City","dollars per cwt","2024/25","Q1 Jun-Aug",15.7396
"Wholesale byproducts obtained","Wholesale price of byproducts","Wheat and flour price relationships","Kansas City","dollars per cwt","2024/25","Q1 Jun-Aug",1.84125733333333
"Wholesale total products actual cost","Total wholesale price","Wheat and flour price relationships","Kansas City","dollars per cwt","2024/25","Q1 Jun-Aug",18.8245906666667
"Wholesale total products over cost of wheat ","Total wholesale price less cost of wheat ","Wheat and flour price relationships","Kansas City","dollars per cwt","2024/25","Q1 Jun-Aug",3.08499066666667
"Bakers std. patent flour","Wholesale price of bakery flour","Wheat and flour price relationships","Kansas City","dollars per cwt","2024/25","Q2 Sep-Nov",16
"Cost of wheat to produce flour","Cost of wheat to produce flour","Wheat and flour price relationships","Kansas City","dollars per cwt","2024/25","Q2 Sep-Nov",15.2684
"Wholesale byproducts obtained","Wholesale price of byproducts","Wheat and flour price relationships","Kansas City","dollars per cwt","2024/25","Q2 Sep-Nov",2.36777333333333
"Wholesale total products actual cost","Total wholesale price","Wheat and flour price relationships","Kansas City","dollars per cwt","2024/25","Q2 Sep-Nov",18.3677733333333
"Wholesale total products over cost of wheat ","Total wholesale price less cost of wheat ","Wheat and flour price relationships","Kansas City","dollars per cwt","2024/25","Q2 Sep-Nov",3.09937333333333
"Wholesale byproducts obtained","Wholesale price of byproducts","Wheat and flour price relationships","Kansas City","dollars per cwt","2024/25","Q3 Dec-Feb",2.775732
"Bakers std. patent flour","Wholesale price of bakery flour","Wheat and flour price relationships","Kansas City","dollars per cwt","2024/25","Q3 Dec-Feb",15.7666666666667
"Wholesale total products actual cost","Total wholesale price","Wheat and flour price relationships","Kansas City","dollars per cwt","2024/25","Q3 Dec-Feb",18.5423986666667
"Wholesale total products over cost of wheat ","Total wholesale price less cost of wheat ","Wheat and flour price relationships","Kansas City","dollars per cwt","2024/25","Q3 Dec-Feb",3.06119866666667
"Cost of wheat to produce flour","Cost of wheat to produce flour","Wheat and flour price relationships","Kansas City","dollars per cwt","2024/25","Q3 Dec-Feb",15.4812
"Bakers std. patent flour","Wholesale price of bakery flour","Wheat and flour price relationships","Kansas City","dollars per cwt","2024/25","Q4 Mar-May",15.6333333333333
"Wholesale total products over cost of wheat ","Total wholesale price less cost of wheat ","Wheat and flour price relationships","Kansas City","dollars per cwt","2024/25","Q4 Mar-May",2.970952
"Wholesale byproducts obtained","Wholesale price of byproducts","Wheat and flour price relationships","Kansas City","dollars per cwt","2024/25","Q4 Mar-May",1.77001866666667
"Cost of wheat to produce flour","Cost of wheat to produce flour","Wheat and flour price relationships","Kansas City","dollars per cwt","2024/25","Q4 Mar-May",14.4324
"Wholesale total products actual cost","Total wholesale price","Wheat and flour price relationships","Kansas City","dollars per cwt","2024/25","Q4 Mar-May",17.403352
"Bakers std. patent flour","Wholesale price of bakery flour","Wheat and flour price relationships","Kansas City","dollars per cwt","2025/26","Q1 Jun-Aug",15.5
"Cost of wheat to produce flour","Cost of wheat to produce flour","Wheat and flour price relationships","Kansas City","dollars per cwt","2025/26","Q1 Jun-Aug",14.0904
"Wholesale byproducts obtained","Wholesale price of byproducts","Wheat and flour price relationships","Kansas City","dollars per cwt","2025/26","Q1 Jun-Aug",1.33985733333333
"Wholesale total products actual cost","Total wholesale price","Wheat and flour price relationships","Kansas City","dollars per cwt","2025/26","Q1 Jun-Aug",16.8398573333333
"Wholesale total products over cost of wheat ","Total wholesale price less cost of wheat ","Wheat and flour price relationships","Kansas City","dollars per cwt","2025/26","Q1 Jun-Aug",2.74945733333334
"Bakers std. patent flour","Wholesale price of bakery flour","Wheat and flour price relationships","Kansas City","dollars per cwt","2025/26","Q2 Sep-Nov",14.1833333333333
"Wholesale byproducts obtained","Wholesale price of byproducts","Wheat and flour price relationships","Kansas City","dollars per cwt","2025/26","Q2 Sep-Nov",2.61534533333333
"Wholesale total products actual cost","Total wholesale price","Wheat and flour price relationships","Kansas City","dollars per cwt","2025/26","Q2 Sep-Nov",16.7986786666667
"Wholesale total products over cost of wheat ","Total wholesale price less cost of wheat ","Wheat and flour price relationships","Kansas City","dollars per cwt","2025/26","Q2 Sep-Nov",2.33587866666667
"Cost of wheat to produce flour","Cost of wheat to produce flour","Wheat and flour price relationships","Kansas City","dollars per cwt","2025/26","Q2 Sep-Nov",14.4628
"Bakers std. patent flour","Wholesale price of bakery flour","Wheat and flour price relationships","Minneapolis","dollars per cwt","1985/86","MY Jun-May",11.3833333333333
"Cost of wheat to produce flour","Cost of wheat to produce flour","Wheat and flour price relationships","Minneapolis","dollars per cwt","1985/86","MY Jun-May",8.9889
"Wholesale total products actual cost","Total wholesale price","Wheat and flour price relationships","Minneapolis","dollars per cwt","1985/86","MY Jun-May",12.2795666666667
"Wholesale byproducts obtained","Wholesale price of byproducts","Wheat and flour price relationships","Minneapolis","dollars per cwt","1985/86","MY Jun-May",0.896233333333333
"Wholesale total products over cost of wheat ","Total wholesale price less cost of wheat ","Wheat and flour price relationships","Minneapolis","dollars per cwt","1985/86","MY Jun-May",3.29066666666667
"Bakers std. patent flour","Wholesale price of bakery flour","Wheat and flour price relationships","Minneapolis","dollars per cwt","1985/86","Q1 Jun-Aug",10.95
"Cost of wheat to produce flour","Cost of wheat to produce flour","Wheat and flour price relationships","Minneapolis","dollars per cwt","1985/86","Q1 Jun-Aug",8.6032
"Wholesale total products actual cost","Total wholesale price","Wheat and flour price relationships","Minneapolis","dollars per cwt","1985/86","Q1 Jun-Aug",11.7399733333333
"Wholesale byproducts obtained","Wholesale price of byproducts","Wheat and flour price relationships","Minneapolis","dollars per cwt","1985/86","Q1 Jun-Aug",0.789973333333333
"Wholesale total products over cost of wheat ","Total wholesale price less cost of wheat ","Wheat and flour price relationships","Minneapolis","dollars per cwt","1985/86","Q1 Jun-Aug",3.13677333333333
"Bakers std. patent flour","Wholesale price of bakery flour","Wheat and flour price relationships","Minneapolis","dollars per cwt","1985/86","Q2 Sep-Nov",11.3833333333333
"Cost of wheat to produce flour","Cost of wheat to produce flour","Wheat and flour price relationships","Minneapolis","dollars per cwt","1985/86","Q2 Sep-Nov",8.9376
"Wholesale total products actual cost","Total wholesale price","Wheat and flour price relationships","Minneapolis","dollars per cwt","1985/86","Q2 Sep-Nov",12.2763466666667
"Wholesale byproducts obtained","Wholesale price of byproducts","Wheat and flour price relationships","Minneapolis","dollars per cwt","1985/86","Q2 Sep-Nov",0.893013333333333
"Wholesale total products over cost of wheat ","Total wholesale price less cost of wheat ","Wheat and flour price relationships","Minneapolis","dollars per cwt","1985/86","Q2 Sep-Nov",3.33874666666667
"Bakers std. patent flour","Wholesale price of bakery flour","Wheat and flour price relationships","Minneapolis","dollars per cwt","1985/86","Q3 Dec-Feb",11.8
"Cost of wheat to produce flour","Cost of wheat to produce flour","Wheat and flour price relationships","Minneapolis","dollars per cwt","1985/86","Q3 Dec-Feb",9.1428
"Wholesale total products actual cost","Total wholesale price","Wheat and flour price relationships","Minneapolis","dollars per cwt","1985/86","Q3 Dec-Feb",12.7764266666667
"Wholesale byproducts obtained","Wholesale price of byproducts","Wheat and flour price relationships","Minneapolis","dollars per cwt","1985/86","Q3 Dec-Feb",0.976426666666667
"Wholesale total products over cost of wheat ","Total wholesale price less cost of wheat ","Wheat and flour price relationships","Minneapolis","dollars per cwt","1985/86","Q3 Dec-Feb",3.63362666666667
"Bakers std. patent flour","Wholesale price of bakery flour","Wheat and flour price relationships","Minneapolis","dollars per cwt","1985/86","Q4 Mar-May",11.4
"Cost of wheat to produce flour","Cost of wheat to produce flour","Wheat and flour price relationships","Minneapolis","dollars per cwt","1985/86","Q4 Mar-May",9.272
"Wholesale total products actual cost","Total wholesale price","Wheat and flour price relationships","Minneapolis","dollars per cwt","1985/86","Q4 Mar-May",12.32552
"Wholesale byproducts obtained","Wholesale price of byproducts","Wheat and flour price relationships","Minneapolis","dollars per cwt","1985/86","Q4 Mar-May",0.92552
"Wholesale total products over cost of wheat ","Total wholesale price less cost of wheat ","Wheat and flour price relationships","Minneapolis","dollars per cwt","1985/86","Q4 Mar-May",3.05352
"Wholesale total products over cost of wheat ","Total wholesale price less cost of wheat ","Wheat and flour price relationships","Minneapolis","dollars per cwt","1986/87","MY Jun-May",2.85111
"Wholesale byproducts obtained","Wholesale price of byproducts","Wheat and flour price relationships","Minneapolis","dollars per cwt","1986/87","MY Jun-May",0.626443333333333
"Wholesale total products actual cost","Total wholesale price","Wheat and flour price relationships","Minneapolis","dollars per cwt","1986/87","MY Jun-May",9.84311
"Bakers std. patent flour","Wholesale price of bakery flour","Wheat and flour price relationships","Minneapolis","dollars per cwt","1986/87","MY Jun-May",9.21666666666667
"Cost of wheat to produce flour","Cost of wheat to produce flour","Wheat and flour price relationships","Minneapolis","dollars per cwt","1986/87","MY Jun-May",6.992
"Wholesale total products actual cost","Total wholesale price","Wheat and flour price relationships","Minneapolis","dollars per cwt","1986/87","Q1 Jun-Aug",10.32284
